year_month,airport_code,airport_name,state,scheduled_departures,on_time_arrival_pct,dep_delay_rate_pct,avg_dep_delay_min,avg_taxi_out_min,cancellation_rate_pct
2025-10,BIL,Billings Logan International Airport,MT,432,87.7,9.26,4.42,16.83,0.0
2025-10,MIA,Miami International Airport,FL,8457,77.91,20.63,11.94,19.05,0.367
2025-10,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,8475,81.36,23.66,10.32,14.44,0.142
2025-10,SJC,Mineta San Jose International Airport,CA,3865,81.54,19.46,7.63,14.86,0.414
2025-10,CLT,Charlotte Douglas International Airport,NC,16273,81.21,19.39,10.63,20.43,0.234
2025-10,HNL,Daniel K. Inouye International Airport,HI,4682,87.37,12.52,6.36,16.01,0.534
2025-10,DFW,Dallas Fort Worth International Airport,TX,27182,75.03,23.82,13.64,19.97,1.196
2025-10,RAP,Rapid City Regional Airport,SD,428,81.97,11.01,3.99,18.59,0.234
2025-10,CMH,John Glenn Columbus International Airport,OH,4031,81.12,17.37,9.03,16.37,0.719
2025-10,PSP,Palm Springs International Airport,CA,1266,82.67,16.9,8.62,16.93,0.474
2025-10,MDT,Harrisburg International Airport,PA,475,79.58,18.11,10.69,14.37,0.0
2025-10,ROC,Frederick Douglass Greater Rochester International Airport,NY,802,81.33,18.27,9.96,13.65,0.374
2025-10,FCA,Glacier Park International Airport,MT,337,86.05,12.76,4.53,16.8,0.0
2025-10,KOA,Ellison Onizuka Kona International Airport at Keāhole,HI,1267,86.75,12.58,5.61,12.55,1.5
2025-10,TUS,Tucson International Airport,AZ,1598,84.85,17.51,8.49,15.43,0.313
2025-10,SAV,Savannah Hilton Head International Airport,GA,1764,82.02,17.53,9.84,16.55,0.397
2025-10,MFR,Rogue Valley International-Medford Airport,OR,424,82.51,15.13,8.71,17.31,0.236
2025-10,MKE,General Mitchell International Airport,WI,2564,79.63,18.54,11.57,15.14,0.312
2025-10,FAR,Hector International Airport,ND,537,84.36,12.1,4.18,16.28,0.0
2025-10,BQN,Rafael Hernández International Airport,PR,159,79.11,18.35,1.39,12.33,0.629
2025-10,MFE,McAllen Miller International Airport,TX,391,84.02,14.4,4.16,15.1,0.512
2025-10,CRP,Corpus Christi International Airport,TX,362,87.47,10.83,2.26,16.01,0.552
2025-10,ECP,Northwest Florida Beaches International Airport,FL,732,83.72,15.18,4.08,13.11,0.137
2025-10,JAN,Jackson-Medgar Wiley Evers International Airport,MS,529,83.27,16.35,5.59,13.64,0.567
2025-11,IAH,George Bush Intercontinental Airport,TX,10022,78.16,20.42,12.74,21.32,1.058
2025-11,LAS,Harry Reid International Airport,NV,14441,79.49,21.95,10.81,18.22,1.731
2025-11,ABQ,Albuquerque International Sunport,NM,2020,85.58,15.65,6.49,14.63,1.634
2025-11,IAD,Washington Dulles International Airport,VA,4589,81.82,15.19,9.21,21.06,1.46
2025-11,RDU,Raleigh-Durham International Airport,NC,4796,80.36,18.6,11.64,18.46,2.043
2025-11,GEG,Spokane International Airport,WA,1451,87.82,13.58,6.64,17.67,1.516
2025-11,DFW,Dallas Fort Worth International Airport,TX,25032,74.28,26.6,17.94,19.43,3.468
2025-11,JAX,Jacksonville International Airport,FL,2431,83.24,17.22,10.69,14.74,1.316
2025-11,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,7721,82.89,20.31,10.13,14.22,1.8
2025-11,SNA,John Wayne Orange County International Airport,CA,3756,80.82,20.08,11.81,16.61,1.464
2025-11,MIA,Miami International Airport,FL,9270,77.02,22.58,12.84,20.48,1.953
2025-11,OKC,OKC Will Rogers World Airport,OK,1948,81.37,17.23,8.83,15.84,1.694
2025-11,BNA,Nashville International Airport,TN,8849,79.01,24.07,13.74,16.86,1.22
2025-11,OMA,Eppley Airfield,NE,2035,81.93,17.99,11.2,16.81,1.916
2025-11,DAY,James M. Cox Dayton International Airport,OH,757,79.09,17.58,15.38,18.82,3.831
2025-11,STL,St. Louis Lambert International Airport,MO,5202,80.12,22.49,13.25,12.68,1.461
2025-11,DRO,Durango La Plata County Airport,CO,350,83.18,15.87,5.68,25.71,4.571
2025-11,BDL,Bradley International Airport,CT,1830,80.61,16.26,8.95,15.54,1.858
2025-11,FSD,Sioux Falls Regional Airport,SD,654,75.28,20.45,14.93,21.02,5.046
2025-11,KOA,Ellison Onizuka Kona International Airport at Keāhole,HI,1247,87.96,11.88,3.94,12.8,2.085
2025-11,TUS,Tucson International Airport,AZ,1753,84.58,14.57,7.4,15.64,2.51
2025-11,ALB,Albany International Airport,NY,1096,79.55,17.7,10.35,17.15,2.555
2025-11,SDF,Louisville Muhammad Ali International Airport,KY,1731,81.51,18.07,11.3,16.59,3.755
2025-11,GRB,Austin Straubel International Airport,WI,460,80.9,14.59,5.83,18.83,7.609
2025-11,HPN,Westchester County Airport,NY,877,74.59,20.12,14.79,17.42,3.079
2025-11,FAR,Hector International Airport,ND,506,78.89,18.37,13.53,21.44,3.162
2025-11,TRI,Tri-Cities Regional TN/VA Airport,TN,129,85.04,14.17,7.86,13.55,1.55
2025-11,SGF,Springfield Branson National Airport,MO,674,82.0,16.92,10.8,18.18,3.561
2025-11,IDA,Idaho Falls Regional Airport,ID,393,87.44,9.49,4.34,20.6,0.763
2025-11,PAE,Seattle Paine Field International Airport,WA,111,74.77,20.72,11.3,16.66,0.0
2025-11,PVU,Provo Municipal Airport,UT,206,88.67,11.27,9.82,18.12,0.971
2025-11,BLV,Scott AFB/Midamerica Airport,IL,78,83.12,18.18,13.71,11.87,1.282
2025-11,BGR,Bangor International Airport,ME,165,68.71,26.99,24.06,20.74,1.212
2025-11,LCK,Rickenbacker International Airport,OH,68,86.76,16.18,1.99,12.78,0.0
2025-11,USA,Concord-Padgett Regional Airport,NC,63,58.06,45.16,30.05,12.45,1.587
2025-11,MRY,Monterey Regional Airport,CA,434,80.05,15.44,15.48,18.65,2.995
2025-11,FWA,Fort Wayne International Airport,IN,562,76.35,20.11,15.59,23.3,7.117
2025-11,PSM,Portsmouth International Airport at Pease,NH,35,80.0,14.29,-3.63,14.43,0.0
2025-11,PBG,Plattsburgh International Airport,NY,27,70.37,29.63,26.7,18.3,0.0
2025-11,SWF,New York Stewart International Airport,NY,49,73.47,26.53,31.69,13.53,0.0
2025-11,HGR,Hagerstown Regional Richard A Henson Field,MD,19,68.42,31.58,14.95,7.89,0.0
2025-11,YUM,Yuma International Airport / Marine Corps Air Station Yuma,AZ,178,83.64,15.76,12.85,16.7,7.303
2025-11,ABI,Abilene Regional Airport,TX,142,83.09,17.65,7.26,14.31,4.225
2025-11,AMA,Rick Husband Amarillo International Airport,TX,431,81.69,16.87,10.21,16.35,3.712
2025-11,BRO,Brownsville South Padre Island International Airport,TX,126,85.34,12.07,5.66,12.02,7.937
2025-11,LFT,Lafayette Regional Airport,LA,218,76.06,17.84,14.3,21.23,2.294
2025-11,FSM,Fort Smith Regional Airport,AR,98,80.9,12.36,3.54,18.15,9.184
2025-11,GGG,East Texas Regional Airport,TX,59,88.89,7.41,-1.19,16.2,8.475
2025-11,HHH,Hilton Head Airport,SC,120,90.6,13.56,3.44,16.17,1.667
2025-11,ALO,Waterloo Regional Airport,IA,54,78.43,17.65,21.45,19.96,5.556
2025-11,MGM,Montgomery Regional (Dannelly Field) Airport,AL,126,75.63,24.17,30.39,20.07,4.762
2025-11,RST,Rochester International Airport,MN,89,69.51,24.39,13.67,20.43,7.865
2025-11,ACY,Atlantic City International Airport,NJ,190,84.95,15.05,3.21,11.87,2.105
2025-11,LBE,Arnold Palmer Regional Airport,PA,27,73.08,30.77,22.15,11.23,3.704
2025-12,PVD,Rhode Island T. F. Green International Airport,RI,1252,72.17,24.78,17.21,15.87,1.677
2025-12,RIC,Richmond International Airport,VA,1616,67.3,27.95,23.57,21.58,2.599
2025-12,DTW,Detroit Metropolitan Wayne County Airport,MI,9934,62.0,32.11,28.47,25.01,2.517
2025-12,ORD,Chicago O'Hare International Airport,IL,27790,61.01,35.3,31.43,30.74,2.526
2025-12,PHX,Phoenix Sky Harbor International Airport,AZ,17689,78.4,23.98,12.52,16.83,0.503
2025-12,ANC,Ted Stevens Anchorage International Airport,AK,1316,80.33,25.9,17.17,17.58,2.584
2025-12,GPT,Gulfport Biloxi International Airport,MS,246,85.11,16.6,15.64,15.59,4.472
2025-12,MIA,Miami International Airport,FL,10099,75.21,25.59,15.09,21.36,1.149
2025-12,CID,The Eastern Iowa Airport,IA,642,66.78,30.36,39.62,19.95,5.607
2025-12,BUR,Hollywood Burbank/Bob Hope Airport,CA,2623,81.21,22.43,12.98,17.28,2.097
2025-12,ORF,Norfolk International Airport,VA,1645,73.74,25.7,20.61,17.71,2.067
2025-12,MKE,General Mitchell International Airport,WI,2273,70.08,26.77,23.02,20.22,1.892
2025-12,ECP,Northwest Florida Beaches International Airport,FL,604,84.5,18.4,11.86,12.93,2.815
2025-12,BTV,Patrick Leahy Burlington International Airport,VT,394,59.16,28.2,31.87,32.97,2.792
2025-12,CMH,John Glenn Columbus International Airport,OH,3567,70.69,26.6,18.27,19.88,1.682
2025-12,PSC,Tri Cities Airport,WA,567,88.41,12.06,7.09,18.23,0.529
2025-12,FAR,Hector International Airport,ND,539,66.86,31.44,28.18,27.8,2.041
2025-12,FCA,Glacier Park International Airport,MT,285,74.91,27.92,20.22,21.65,0.702
2025-12,OMA,Eppley Airfield,NE,2067,76.33,23.84,16.12,18.22,0.968
2025-12,JAN,Jackson-Medgar Wiley Evers International Airport,MS,433,82.86,20.66,12.55,13.78,1.617
2025-12,BTR,Baton Rouge Metropolitan Airport,LA,421,76.26,24.94,20.41,15.79,0.95
2025-12,EGE,Eagle County Regional Airport,CO,457,59.69,42.86,38.0,26.33,0.438
2025-12,ROA,Roanoke–Blacksburg Regional Airport,VA,160,57.24,36.18,41.44,21.43,5.0
2025-12,BIS,Bismarck Municipal Airport,ND,366,65.64,33.98,39.49,28.98,1.913
2025-12,MLB,Melbourne Orlando International Airport,FL,251,81.05,23.79,11.75,14.26,1.195
2025-12,MTJ,Montrose Regional Airport,CO,244,80.25,22.22,16.42,21.33,0.41
2025-12,CHO,Charlottesville Albemarle Airport,VA,187,54.86,39.43,53.67,21.98,6.417
2025-12,HHH,Hilton Head Airport,SC,108,83.81,20.0,7.33,16.78,2.778
2025-12,SBN,South Bend International Airport,IN,676,56.13,35.2,45.77,30.12,2.071
2025-12,BGR,Bangor International Airport,ME,146,66.67,25.37,21.2,22.84,8.219
2025-12,AVP,Wilkes-Barre/Scranton International Airport,PA,133,67.44,24.62,17.37,21.88,2.256
2025-12,LBB,Lubbock Preston Smith International Airport,TX,564,82.42,19.72,11.94,15.63,0.177
2025-12,CRW,Yeager Airport,WV,188,61.71,36.57,35.0,31.95,6.915
2025-12,LFT,Lafayette Regional Airport,LA,216,66.51,30.23,25.07,21.67,0.463
2025-12,BRO,Brownsville South Padre Island International Airport,TX,124,89.52,12.1,11.05,12.06,0.0
2025-12,BPT,Jack Brooks Regional Airport,TX,62,72.88,30.51,39.2,17.63,4.839
2025-12,MRY,Monterey Regional Airport,CA,370,83.29,16.12,11.72,18.11,1.081
2025-12,SJT,San Angelo Regional Mathis Field,TX,91,90.0,10.99,4.47,18.73,0.0
2025-12,GCK,Garden City Regional Airport,KS,62,80.65,16.13,8.61,22.63,0.0
2025-12,MBS,MBS International Airport,MI,146,54.35,40.58,58.94,30.22,5.479
2025-12,HLN,Helena Regional Airport,MT,122,86.07,12.3,8.64,24.02,0.0
2025-12,BRD,Brainerd Lakes Regional Airport,MN,53,70.0,26.0,13.96,22.16,5.66
2025-12,RHI,Rhinelander Oneida County Airport,WI,59,85.71,14.29,7.18,13.18,5.085
2025-12,PLN,Pellston Regional Airport of Emmet County Airport,MI,53,73.81,30.95,31.83,18.74,20.755
2025-12,CPR,Casper-Natrona County International Airport,WY,217,80.93,18.98,11.99,24.84,0.461
2025-12,MAF,Midland International Air and Space Port,TX,763,89.29,11.73,5.15,14.44,0.524
2025-12,GCC,Northeast Wyoming Regional Airport,WY,62,72.13,27.87,23.92,24.85,1.613
2025-12,JST,John Murtha Johnstown Cambria County Airport,PA,60,45.1,41.18,62.24,34.65,15.0
2025-12,VCT,Victoria Regional Airport,TX,56,81.82,19.64,28.52,11.41,0.0
2025-12,DIK,Dickinson Theodore Roosevelt Regional Airport,ND,61,73.33,21.31,18.54,34.43,0.0
2025-12,FOD,Fort Dodge Regional Airport,IA,55,75.56,23.91,19.59,20.96,16.364
2025-12,PRC,Prescott Regional Airport - Ernest A. Love Field,AZ,92,84.78,11.96,5.52,19.4,0.0
2025-12,COU,Columbia Regional Airport,MO,332,67.5,27.1,29.81,20.68,3.313
2025-12,SCE,State College Regional Airport,PA,29,59.26,39.29,40.61,23.71,3.448
2025-12,BIH,Eastern Sierra Regional Airport,CA,41,63.41,31.71,26.0,20.34,0.0
2025-12,GRK,Killeen Regional Airport / Robert Gray Army Airfield,TX,180,82.68,13.33,5.82,19.12,0.0
2025-12,GFK,Grand Forks International Airport,ND,45,64.29,38.1,26.52,23.12,6.667
2025-12,BGM,Greater Binghamton/Edwin A Link field,NY,19,52.63,31.58,19.89,29.74,0.0
2026-01,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,8055,72.89,23.5,17.62,24.63,2.408
2026-01,MSY,Louis Armstrong New Orleans International Airport,LA,3901,84.9,17.33,8.34,12.77,4.127
2026-01,DFW,Dallas Fort Worth International Airport,TX,24229,75.42,26.62,18.57,18.97,9.852
2026-01,GJT,Grand Junction Regional Airport,CO,355,83.43,12.86,9.48,22.82,1.408
2026-01,CLE,Cleveland Hopkins International Airport,OH,2874,74.15,20.69,14.65,23.55,5.324
2026-01,TUS,Tucson International Airport,AZ,1738,86.03,14.83,6.69,14.91,2.244
2026-01,DCA,Ronald Reagan Washington National Airport,VA,11858,75.06,25.03,16.57,21.59,9.428
2026-01,HPN,Westchester County Airport,NY,915,70.07,28.72,20.5,18.4,7.541
2026-01,ACT,Waco Regional Airport,TX,93,89.02,10.98,7.28,13.57,11.828
2026-01,JAX,Jacksonville International Airport,FL,2156,82.64,17.44,10.73,14.97,4.499
2026-01,ATW,Appleton International Airport,WI,612,68.91,29.87,31.31,25.34,2.614
2026-01,BOI,Boise Air Terminal/Gowen Field,ID,1910,86.08,12.09,5.65,21.44,0.838
2026-01,CHS,Charleston International Airport,SC,1817,82.32,16.75,10.48,16.79,6.659
2026-01,RST,Rochester International Airport,MN,105,63.37,36.27,46.61,23.54,2.857
2026-01,COU,Columbia Regional Airport,MO,307,80.76,22.18,18.52,19.61,4.56
2026-01,CLT,Charlotte Douglas International Airport,NC,14222,80.7,20.83,12.64,19.6,10.976
2026-01,GSP,Greenville-Spartanburg International Airport,SC,1109,79.7,17.46,11.91,18.19,9.107
2026-01,MKE,General Mitchell International Airport,WI,2077,73.76,22.05,15.8,23.05,3.707
2026-01,MSN,Dane County Regional Truax Field,WI,1022,73.47,23.18,21.48,21.77,5.871
2026-01,AMA,Rick Husband Amarillo International Airport,TX,394,87.4,9.32,2.46,16.74,7.36
2026-01,AUS,Austin Bergstrom International Airport,TX,6707,82.77,18.75,11.86,16.34,4.652
2026-01,AVL,Asheville Regional Airport,NC,637,77.74,20.76,13.28,17.85,9.262
2026-01,LEX,Blue Grass Airport,KY,636,81.69,16.7,10.73,19.32,8.648
2026-01,MAF,Midland International Air and Space Port,TX,682,88.35,10.4,6.8,14.88,5.572
2026-01,AVP,Wilkes-Barre/Scranton International Airport,PA,103,80.22,13.04,8.66,20.98,10.68
2026-01,SRQ,Sarasota Bradenton International Airport,FL,1601,82.45,17.69,8.41,15.27,4.31
2026-01,BHM,Birmingham-Shuttlesworth International Airport,AL,1243,85.35,14.21,9.21,16.2,4.344
2026-01,SPI,Abraham Lincoln Capital Airport,IL,69,79.41,21.74,10.3,15.84,0.0
2026-01,FLL,Fort Lauderdale Hollywood International Airport,FL,8607,71.1,31.45,18.59,18.07,4.764
2026-01,EWR,Newark Liberty International Airport,NJ,9977,78.8,19.58,10.86,23.91,6.375
2026-01,LAS,Harry Reid International Airport,NV,13695,83.07,19.99,10.26,16.74,1.862
2026-01,SJU,Luis Munoz Marin International Airport,PR,3306,73.29,29.74,24.14,16.42,7.955
2026-01,SAV,Savannah Hilton Head International Airport,GA,1257,84.36,15.87,10.06,16.83,6.762
2026-01,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,6933,82.95,19.36,8.69,14.82,5.611
2026-01,MYR,Myrtle Beach International Airport,SC,739,83.01,17.41,10.15,13.94,9.066
2026-01,BUR,Hollywood Burbank/Bob Hope Airport,CA,2141,88.02,13.29,5.11,17.11,1.261
2026-01,HOU,William P. Hobby Airport,TX,4081,88.04,14.58,4.39,12.81,2.548
2026-01,IAD,Washington Dulles International Airport,VA,4248,83.05,16.02,11.1,20.76,5.65
2026-01,KOA,Ellison Onizuka Kona International Airport at Keāhole,HI,1424,81.88,17.33,7.94,13.22,1.124
2026-01,MTJ,Montrose Regional Airport,CO,293,83.21,16.79,8.13,21.66,4.437
2026-01,SFO,San Francisco International Airport,CA,11113,82.46,18.45,12.99,19.68,2.43
2026-01,SLC,Salt Lake City International Airport,UT,9515,85.46,15.1,7.13,20.36,1.787
2026-01,SMF,Sacramento International Airport,CA,4130,85.02,15.26,7.38,14.41,1.332
2026-01,MDT,Harrisburg International Airport,PA,485,77.95,20.67,15.9,18.92,7.216
2026-02,MIA,Miami International Airport,FL,9304,75.3,22.61,12.89,23.19,1.741
2026-02,BGR,Bangor International Airport,ME,162,75.8,24.84,25.85,24.41,3.086
2026-02,CRP,Corpus Christi International Airport,TX,280,86.96,14.49,4.47,14.98,1.429
2026-02,BTV,Patrick Leahy Burlington International Airport,VT,433,73.49,21.63,18.31,30.2,3.926
2026-02,IAH,George Bush Intercontinental Airport,TX,8976,85.58,14.62,7.18,19.63,1.058
2026-02,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,7923,80.36,18.28,10.39,21.07,1.123
2026-02,TVC,Cherry Capital Airport,MI,244,72.5,27.92,21.85,26.15,1.639
2026-02,CRW,Yeager Airport,WV,191,66.12,27.32,47.34,29.95,4.188
2026-02,MEM,Frederick W. Smith International Airport,TN,1609,85.32,14.8,7.11,14.82,1.74
2026-02,BNA,Nashville International Airport,TN,7542,81.0,22.37,10.41,16.72,1.618
2026-02,MOB,Mobile Regional Airport,AL,183,82.78,15.56,11.02,15.22,1.639
2026-02,RDU,Raleigh-Durham International Airport,NC,3954,82.1,18.41,10.87,17.75,3.692
2026-02,STL,St. Louis Lambert International Airport,MO,4484,84.87,18.67,9.05,11.92,1.316
2026-02,BDL,Bradley International Airport,CT,1688,76.26,22.12,14.3,18.78,6.813
2026-02,GPT,Gulfport Biloxi International Airport,MS,205,89.6,10.4,5.67,15.12,1.463
2026-02,FWA,Fort Wayne International Airport,IN,388,69.27,27.6,31.4,25.76,1.031
2026-02,VPS,Destin-Fort Walton Beach Airport,FL,606,79.83,17.42,13.17,17.19,1.485
2026-02,SYR,Syracuse Hancock International Airport,NY,694,71.85,24.48,18.88,26.91,2.305
2026-02,TYS,McGhee Tyson Airport,TN,816,81.17,19.03,13.41,18.08,1.471
2026-02,XNA,Northwest Arkansas National Airport,AR,1006,86.0,13.98,6.76,15.89,1.193
2026-02,DSM,Des Moines International Airport,IA,1095,82.72,18.73,17.05,16.68,1.005
2026-02,DAB,Daytona Beach International Airport,FL,283,82.35,19.12,11.6,15.82,3.887
2026-02,MSN,Dane County Regional Truax Field,WI,962,79.18,18.16,10.09,17.53,1.559
2026-02,LBB,Lubbock Preston Smith International Airport,TX,496,85.4,13.18,9.67,15.68,0.605
2026-02,CID,The Eastern Iowa Airport,IA,683,78.91,22.97,17.07,17.46,0.586
2026-02,AUS,Austin Bergstrom International Airport,TX,6471,81.92,19.68,10.34,15.78,0.989
2026-02,AVP,Wilkes-Barre/Scranton International Airport,PA,151,87.76,11.56,4.86,18.56,2.649
2026-02,SEA,Seattle–Tacoma International Airport,WA,11000,84.41,16.03,6.94,19.22,0.782
2026-02,SMF,Sacramento International Airport,CA,3935,85.32,16.66,6.79,13.98,0.254
2026-02,SJC,Mineta San Jose International Airport,CA,3088,87.03,14.5,4.46,13.41,0.583
2026-02,BOI,Boise Air Terminal/Gowen Field,ID,1781,87.73,11.35,4.48,17.59,0.112
2026-02,MRY,Monterey Regional Airport,CA,308,83.01,16.61,12.55,17.59,0.325
2026-02,PSP,Palm Springs International Airport,CA,1492,81.18,19.88,16.6,16.86,0.871
2026-02,GEG,Spokane International Airport,WA,1299,89.22,12.0,5.65,17.38,0.539
2026-02,BLI,Bellingham International Airport,WA,147,91.03,5.52,-0.46,16.19,1.361
2026-02,EGE,Eagle County Regional Airport,CO,681,73.26,30.03,27.71,23.7,2.203
2026-02,SHV,Shreveport Regional Airport,LA,406,84.42,18.05,15.01,17.19,1.724
2026-02,MDW,Chicago Midway International Airport,IL,4537,81.61,21.22,8.34,15.99,0.904
2026-02,FAR,Hector International Airport,ND,547,75.6,20.26,14.47,25.25,0.731
2026-02,RNO,Reno Tahoe International Airport,NV,1619,81.33,19.0,15.1,19.52,1.174
2026-02,IDA,Idaho Falls Regional Airport,ID,275,87.5,13.19,14.75,22.48,0.727
2026-02,SBA,Santa Barbara Municipal Airport,CA,616,86.44,16.12,10.95,15.52,0.325
2026-02,GRB,Austin Straubel International Airport,WI,347,77.97,17.92,9.94,21.98,0.288
2026-02,MBS,MBS International Airport,MI,167,77.3,19.02,13.89,27.12,2.395
2026-02,ELM,Elmira Corning Regional Airport,NY,96,76.04,27.08,17.41,19.99,0.0
2026-02,INL,Falls International Airport,MN,48,70.83,25.0,21.25,15.79,0.0
2026-02,BJI,Bemidji Regional Airport,MN,56,83.64,12.73,13.89,17.55,1.786
2026-02,BTM,Bert Mooney Airport,MT,56,91.07,7.14,-3.88,19.21,0.0
2026-02,PLN,Pellston Regional Airport of Emmet County Airport,MI,48,69.23,35.9,82.15,17.38,18.75
2026-02,BFL,Meadows Field,CA,195,84.02,19.59,10.09,17.63,0.513
2026-02,GTR,Golden Triangle Regional Airport,MS,28,85.71,14.29,13.96,15.61,0.0
2026-02,GRI,Central Nebraska Regional Airport,NE,77,76.32,22.37,6.89,18.66,1.299
2026-02,SMX,Santa Maria Public Airport Captain G Allan Hancock Field,CA,64,75.0,23.44,29.16,15.95,0.0
2026-02,DRO,Durango La Plata County Airport,CO,336,77.81,22.49,16.59,25.15,2.083
2026-02,ELP,El Paso International Airport,TX,1159,86.04,14.63,7.49,14.91,0.949
2026-02,EAR,Kearney Regional Airport,NE,48,85.42,14.58,26.13,20.81,0.0
2026-02,MEI,Key Field / Meridian Regional Airport,MS,48,91.67,8.33,-0.85,14.63,0.0
2026-02,RDD,Redding Municipal Airport,CA,133,75.94,15.79,12.3,18.59,0.0
2026-02,CHO,Charlottesville Albemarle Airport,VA,114,74.77,23.42,28.63,17.24,2.632
2026-02,MTJ,Montrose Regional Airport,CO,285,71.38,30.39,24.68,20.78,0.702
2026-02,SCE,State College Regional Airport,PA,27,92.59,22.22,6.48,21.26,0.0
2026-02,OTH,Southwest Oregon Regional Airport,OR,16,56.25,31.25,27.31,21.88,0.0
2026-02,ROW,Roswell Air Center Airport,NM,71,84.29,14.29,6.13,16.07,1.408
2026-02,TYR,Tyler Pounds Regional Airport,TX,72,74.65,23.61,15.61,16.01,0.0
2026-02,SHD,Shenandoah Valley Regional Airport,VA,51,75.51,20.41,13.47,17.98,3.922
2026-02,CWA,Central Wisconsin Airport,WI,73,83.56,16.44,14.82,18.88,0.0
2026-03,SAT,San Antonio International Airport,TX,3438,79.92,19.4,11.01,13.97,1.367
2026-03,ATL,Hartsfield Jackson Atlanta International Airport,GA,26669,74.83,24.95,15.71,16.94,3.465
2026-03,AUS,Austin Bergstrom International Airport,TX,7973,73.28,27.15,17.47,15.77,1.706
2026-03,FLL,Fort Lauderdale Hollywood International Airport,FL,9928,59.7,41.52,32.16,21.04,4.664
2026-03,RIC,Richmond International Airport,VA,1684,76.32,24.39,19.29,17.27,4.335
2026-03,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,9608,77.23,21.96,15.59,19.01,5.037
2026-03,LGA,LaGuardia Airport,NY,11660,67.91,33.14,23.42,23.2,9.734
2026-03,IAH,George Bush Intercontinental Airport,TX,10492,76.41,23.47,20.22,20.3,2.888
2026-03,LAX,Los Angeles International Airport,CA,16088,77.74,18.68,10.5,17.65,1.287
2026-03,SMF,Sacramento International Airport,CA,4630,84.23,18.09,8.28,13.34,0.907
2026-03,MSY,Louis Armstrong New Orleans International Airport,LA,4485,75.3,27.39,16.5,14.59,2.787
2026-03,SNA,John Wayne Orange County International Airport,CA,3821,83.77,16.48,7.41,15.75,1.204
2026-03,SJC,Mineta San Jose International Airport,CA,3438,85.6,15.51,6.03,13.06,0.96
2026-03,TLH,Tallahassee International Airport,FL,417,76.5,22.33,24.35,16.8,3.357
2026-03,MIA,Miami International Airport,FL,10460,69.59,31.3,22.54,24.5,2.964
2026-03,EWR,Newark Liberty International Airport,NJ,10755,77.72,23.17,14.26,22.9,2.325
2026-03,HOU,William P. Hobby Airport,TX,4578,67.46,37.34,19.33,13.62,1.42
2026-03,CMH,John Glenn Columbus International Airport,OH,4010,76.43,23.79,17.8,16.56,3.242
2026-03,JAN,Jackson-Medgar Wiley Evers International Airport,MS,394,84.33,19.27,13.29,13.57,2.538
2026-03,CLE,Cleveland Hopkins International Airport,OH,3530,76.56,22.57,18.5,16.69,3.626
2026-03,MSN,Dane County Regional Truax Field,WI,1128,75.67,21.98,15.77,17.45,6.826
2026-03,MTJ,Montrose Regional Airport,CO,366,74.79,25.91,24.5,19.53,1.913
2026-03,EYW,Key West International Airport,FL,885,74.35,26.84,22.4,16.01,3.164
2026-03,LIT,Bill & Hillary Clinton National Airport/Adams Field,AR,1105,81.12,22.43,15.04,15.46,2.353
2026-03,PSC,Tri Cities Airport,WA,507,90.26,10.34,5.21,17.19,0.789
2026-03,BUF,Buffalo Niagara International Airport,NY,1704,74.53,25.2,17.61,16.29,3.11
2026-03,SYR,Syracuse Hancock International Airport,NY,820,69.49,25.7,24.61,19.98,4.146
2026-03,DAY,James M. Cox Dayton International Airport,OH,635,78.25,21.88,21.86,17.67,4.252
2026-03,SGF,Springfield Branson National Airport,MO,597,77.65,22.53,16.66,17.16,1.843
2026-03,ANC,Ted Stevens Anchorage International Airport,AK,1423,83.91,17.93,9.66,13.0,0.843
2026-03,HRL,Valley International Airport,TX,328,80.43,17.28,6.61,14.17,1.22
2026-03,STT,Cyril E. King Airport,VI,764,72.06,32.58,17.1,17.14,1.178
2026-03,STX,Henry E. Rohlsen Airport,VI,167,71.6,31.29,19.31,14.02,2.395
2026-03,BIL,Billings Logan International Airport,MT,365,85.36,13.26,8.78,19.41,0.822
2026-03,TVC,Cherry Capital Airport,MI,294,67.32,29.13,32.6,20.7,13.605
2026-03,CRP,Corpus Christi International Airport,TX,353,80.23,18.02,13.03,16.72,2.55
2026-03,BQN,Rafael Hernández International Airport,PR,167,81.25,20.37,14.06,12.29,2.994
2026-03,PGD,Punta Gorda Airport,FL,939,74.43,26.63,22.5,12.53,2.023
2026-03,PIA,General Wayne A. Downing Peoria International Airport,IL,459,64.67,27.17,24.78,19.14,4.575
2026-03,FAT,Fresno Yosemite International Airport,CA,1012,85.59,14.81,10.31,16.08,0.593
2026-03,PSM,Portsmouth International Airport at Pease,NH,36,58.33,38.89,67.44,17.31,0.0
2026-03,RAP,Rapid City Regional Airport,SD,364,83.99,17.98,13.37,21.81,2.198
2026-03,RFD,Chicago Rockford International Airport,IL,100,69.39,29.59,31.62,13.53,2.0
2026-03,ELM,Elmira Corning Regional Airport,NY,96,66.32,26.32,32.94,19.96,1.042
