year_month,airport_code,airport_name,state,scheduled_departures,on_time_arrival_pct,dep_delay_rate_pct,avg_dep_delay_min,avg_taxi_out_min,cancellation_rate_pct
2026-04,GGG,East Texas Regional Airport,TX,59,81.36,15.25,6.58,14.86,0.0
2026-04,SGF,Springfield Branson National Airport,MO,647,81.0,16.64,16.37,16.65,1.546
2026-04,GNV,Gainesville Regional Airport,FL,225,91.82,10.0,5.4,13.32,2.222
2026-04,TXK,Texarkana Regional Airport (Webb Field),AR,60,83.33,16.67,7.37,15.37,0.0
2026-04,GPT,Gulfport Biloxi International Airport,MS,252,88.89,13.49,1.7,15.01,0.0
2026-04,TRI,Tri-Cities Regional TN/VA Airport,TN,77,76.32,22.37,16.5,9.09,1.299
2026-04,HPN,Westchester County Airport,NY,888,74.26,22.58,15.91,16.1,1.239
2026-04,ALO,Waterloo Regional Airport,IA,59,80.36,17.86,22.77,15.07,5.085
2026-04,ACY,Atlantic City International Airport,NJ,219,75.12,21.5,11.37,12.05,2.283
2026-04,EVV,Evansville Regional Airport,IN,137,71.21,28.03,28.97,17.74,3.65
2026-04,CRW,Yeager Airport,WV,216,79.15,19.81,11.84,20.13,1.852
2026-04,MLB,Melbourne Orlando International Airport,FL,235,89.32,14.1,10.37,17.18,0.426
2026-04,VRB,Vero Beach Regional Airport,FL,90,70.0,27.78,14.04,20.0,0.0
2026-04,RDD,Redding Municipal Airport,CA,141,67.38,21.99,9.76,22.18,0.0
2026-04,HLN,Helena Regional Airport,MT,120,93.33,4.17,-0.67,20.31,0.0
2026-04,OAJ,Albert J Ellis Airport,NC,116,91.38,9.48,3.25,19.11,0.0
2026-04,AZO,Kalamazoo/Battle Creek International Airport,MI,160,81.58,16.99,12.99,18.41,4.375
2026-04,SUN,Friedman Memorial Airport,ID,157,86.45,14.84,11.59,15.97,1.274
2026-04,RHI,Rhinelander Oneida County Airport,WI,60,82.76,15.52,1.31,16.16,3.333
2026-04,MBS,MBS International Airport,MI,124,62.81,31.4,27.77,18.26,2.419
2026-04,FLG,Flagstaff Pulliam Airport,AZ,164,84.15,17.68,10.5,20.5,0.0
2026-04,JST,John Murtha Johnstown Cambria County Airport,PA,52,60.42,29.17,64.27,18.85,7.692
2026-04,LAR,Laramie Regional Airport,WY,52,78.43,19.61,8.96,22.76,1.923
2026-04,LYH,Lynchburg Regional Airport - Preston Glenn Field,VA,60,77.97,23.73,25.1,13.98,1.667
2026-04,DDC,Dodge City Regional Airport,KS,52,78.85,19.23,32.96,18.77,0.0
2026-04,VCT,Victoria Regional Airport,TX,52,82.0,14.0,30.22,13.52,3.846
2026-04,SLN,Salina Municipal Airport,KS,81,88.75,10.0,6.25,13.46,1.235
2026-04,DIK,Dickinson Theodore Roosevelt Regional Airport,ND,52,76.92,13.46,21.21,28.37,0.0
2026-04,EAU,Chippewa Valley Regional Airport,WI,52,63.04,34.78,65.09,20.02,11.538
2026-04,RIW,Central Wyoming Regional Airport,WY,60,80.0,20.0,31.63,16.97,0.0
2026-04,LNK,Lincoln Airport,NE,270,73.85,23.37,25.27,19.69,3.333
2026-04,CLD,McClellan-Palomar Airport,CA,180,82.02,15.08,9.22,21.09,0.556
2026-04,BIH,Eastern Sierra Regional Airport,CA,28,71.43,17.86,16.29,18.21,0.0
2026-04,OTH,Southwest Oregon Regional Airport,OR,30,35.71,50.0,26.68,25.07,6.667
2026-06,TRI,Tri-Cities Regional TN/VA Airport,TN,170,80.65,21.02,16.78,11.2,7.647
2026-06,HSV,Huntsville International Airport,AL,677,83.08,18.2,17.44,15.05,3.397
2026-06,AGS,Augusta Regional At Bush Field,GA,111,78.43,25.96,22.05,17.78,6.306
2026-06,DAB,Daytona Beach International Airport,FL,300,85.17,14.83,10.67,15.43,3.333
2026-06,ABE,Lehigh Valley International Airport,PA,361,78.8,21.31,20.68,13.3,2.493
2026-06,DLH,Duluth International Airport,MN,216,76.19,16.04,9.66,18.56,1.852
2026-06,PSM,Portsmouth International Airport at Pease,NH,33,69.7,36.36,46.91,13.73,0.0
2026-06,MLI,Quad City International Airport,IL,321,78.81,17.82,13.2,15.85,5.607
2026-06,SCK,Stockton Metropolitan Airport,CA,40,67.5,27.5,23.88,13.58,0.0
2026-06,GUF,Jack Edwards National Airport,AL,126,61.11,40.48,68.63,13.12,0.0
2026-06,IAG,Niagara Falls International Airport,NY,23,56.52,43.48,32.83,12.7,0.0
2026-06,LFT,Lafayette Regional Airport,LA,176,73.96,24.26,24.42,17.18,3.977
2026-06,CMI,University of Illinois Willard Airport,IL,145,76.26,22.3,34.81,14.53,4.138
2026-06,CLL,Easterwood Field,TX,90,78.05,26.51,26.81,11.48,7.778
2026-06,FSM,Fort Smith Regional Airport,AR,115,81.48,14.81,7.03,13.78,6.087
2026-06,GGG,East Texas Regional Airport,TX,54,84.0,20.0,22.7,11.62,7.407
2026-06,GRK,Killeen Regional Airport / Robert Gray Army Airfield,TX,180,79.29,23.67,21.7,15.7,6.111
2026-06,BET,Bethel Airport,AK,60,86.67,15.0,6.28,6.08,0.0
2026-06,CDV,Merle K (Mudhole) Smith Airport,AK,60,95.0,8.33,-3.67,5.37,0.0
2026-06,AKN,King Salmon Airport,AK,36,91.67,16.67,0.94,5.31,0.0
2026-06,GST,Gustavus Airport,AK,25,95.83,12.5,1.58,7.79,4.0
2025-08,DHN,Dothan Regional Airport,AL,8,75.0,25.0,116.0,26.63,0.0
2025-10,SIT,Sitka Rocky Gutierrez Airport,AK,96,87.91,10.99,-1.56,13.99,5.208
2025-10,DLG,Dillingham Airport,AK,3,66.67,33.33,-1.67,10.33,0.0
2025-10,ADK,Adak Airport,AK,9,100.0,11.11,-5.0,9.78,0.0
2025-12,AZA,Mesa Gateway Airport,AZ,629,80.42,22.84,11.64,14.38,0.477
2025-12,PIE,St. Petersburg Clearwater International Airport,FL,786,68.91,28.04,13.78,14.02,1.527
2025-12,SFB,Orlando Sanford International Airport,FL,968,67.92,27.4,19.09,16.13,0.826
2025-12,HTS,Tri-State Airport / Milton J. Ferguson Field,WV,36,41.67,61.11,29.72,13.61,0.0
2025-12,CKB,North Central West Virginia Airport,WV,11,45.45,54.55,39.45,9.82,0.0
2025-12,ORH,Worcester Regional Airport,MA,64,62.9,29.03,31.44,18.61,3.125
2025-12,PQI,Presque Isle International Airport,ME,31,74.19,6.45,16.97,33.35,0.0
2026-01,PGD,Punta Gorda Airport,FL,682,76.65,25.15,11.15,13.44,1.466
2026-01,TOL,Eugene F. Kranz Toledo Express Airport,OH,39,66.67,15.38,1.03,21.28,0.0
2026-01,LCK,Rickenbacker International Airport,OH,63,77.05,21.31,15.1,15.16,3.175
2026-01,SWF,New York Stewart International Airport,NY,46,68.18,25.0,3.32,20.0,4.348
2026-01,BMI,Central Illinois Regional Airport at Bloomington-Normal,IL,138,83.58,15.67,12.44,17.45,2.899
2026-01,CWA,Central Wisconsin Airport,WI,66,75.0,21.54,17.22,24.95,1.515
2026-01,LSE,La Crosse Regional Airport,WI,83,83.75,17.5,12.01,16.96,3.614
2026-04,STC,Saint Cloud Regional Airport,MN,13,61.54,46.15,10.08,12.46,0.0
2026-04,IAG,Niagara Falls International Airport,NY,44,86.36,20.45,8.39,12.7,0.0
2026-04,PSM,Portsmouth International Airport at Pease,NH,50,86.0,16.0,-1.46,17.8,0.0
2026-04,TOL,Eugene F. Kranz Toledo Express Airport,OH,51,62.75,27.45,5.65,9.92,0.0
2026-04,BET,Bethel Airport,AK,60,75.0,26.67,7.38,8.35,0.0
2026-04,SCC,Deadhorse Airport,AK,44,97.67,6.98,-8.33,8.14,2.273
2026-04,CDV,Merle K (Mudhole) Smith Airport,AK,60,88.14,13.33,-3.73,5.85,0.0
2026-06,TXK,Texarkana Regional Airport (Webb Field),AR,60,78.18,26.79,41.36,16.86,6.667
2026-06,MQT,Marquette Sawyer Regional Airport,MI,111,77.78,22.22,21.96,13.62,2.703
2026-06,MGM,Montgomery Regional (Dannelly Field) Airport,AL,176,68.32,33.13,45.06,17.2,7.386
2026-06,ROW,Roswell Air Center Airport,NM,150,69.23,27.08,20.64,17.15,4.0
2026-06,RST,Rochester International Airport,MN,131,68.5,33.07,24.93,17.5,3.053
2026-06,ACV,California Redwood Coast-Humboldt County Airport,CA,225,58.13,36.27,29.66,19.56,9.333
2026-06,OAJ,Albert J Ellis Airport,NC,92,88.89,12.22,6.67,16.26,2.174
2026-06,BGM,Greater Binghamton/Edwin A Link field,NY,30,93.33,10.0,-3.6,14.37,0.0
2026-06,CIU,Chippewa County International Airport,MI,73,84.93,15.07,8.55,17.19,0.0
2026-06,INL,Falls International Airport,MN,62,88.71,14.52,9.68,13.08,0.0
2026-06,BRD,Brainerd Lakes Regional Airport,MN,51,92.16,9.8,1.82,15.14,0.0
2026-06,ATY,Watertown Regional Airport,SD,60,88.14,8.33,-5.03,17.67,0.0
2026-06,CDC,Cedar City Regional Airport,UT,51,96.0,3.92,-2.9,16.92,0.0
2026-06,BTM,Bert Mooney Airport,MT,60,81.67,16.67,5.65,15.95,0.0
2026-06,SJT,San Angelo Regional Mathis Field,TX,90,83.13,18.82,11.72,15.18,5.556
2026-06,EAR,Kearney Regional Airport,NE,81,74.36,14.1,6.95,19.82,3.704
2026-06,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,IA,77,81.82,14.29,4.6,16.65,0.0
2026-06,CYS,Cheyenne Regional Jerry Olson Field,WY,60,83.33,16.67,10.88,21.77,0.0
2026-06,SHR,Sheridan County Airport,WY,60,72.88,11.67,5.05,19.03,0.0
2026-06,LBL,Liberal Mid-America Regional Airport,KS,51,78.43,17.65,14.47,15.39,0.0
2026-06,VCT,Victoria Regional Airport,TX,51,56.86,33.33,54.45,16.75,0.0
2026-06,COD,Yellowstone Regional Airport,WY,103,63.37,31.07,30.84,23.45,0.0
2026-06,PRC,Prescott Regional Airport - Ernest A. Love Field,AZ,81,86.25,12.35,7.01,19.27,0.0
2026-06,BFF,Western Neb. Rgnl/William B. Heilig Airport,NE,51,60.78,25.49,37.02,22.16,0.0
2026-06,JMS,Jamestown Regional Airport,ND,51,76.47,19.61,21.51,16.75,0.0
2026-06,MEI,Key Field / Meridian Regional Airport,MS,51,82.0,10.0,-0.5,13.9,1.961
2026-06,FOD,Fort Dodge Regional Airport,IA,52,54.9,34.62,25.69,14.38,0.0
2026-07,AZA,Mesa Gateway Airport,AZ,524,77.5,19.39,11.28,14.84,0.573
2026-07,PGD,Punta Gorda Airport,FL,566,75.04,21.73,9.87,12.81,0.0
2026-07,IAG,Niagara Falls International Airport,NY,31,82.76,23.33,12.23,12.17,3.226
2026-07,TOL,Eugene F. Kranz Toledo Express Airport,OH,30,68.97,20.0,1.07,9.93,0.0
2026-07,SCK,Stockton Metropolitan Airport,CA,45,80.0,22.22,6.27,11.51,0.0
2026-07,BET,Bethel Airport,AK,61,75.41,26.23,13.43,5.82,0.0
2026-07,SCC,Deadhorse Airport,AK,45,88.64,18.18,9.95,8.27,2.222
2026-07,ADQ,Kodiak Airport,AK,92,86.81,17.58,1.65,4.74,1.087
2026-07,PAE,Seattle Paine Field International Airport,WA,105,80.81,8.74,0.2,12.79,1.905
2026-07,GST,Gustavus Airport,AK,31,82.76,27.59,7.45,9.55,6.452
2025-08,EWR,Newark Liberty International Airport,NJ,10410,77.92,23.4,17.39,22.72,1.201
2025-08,BOS,Boston Logan International Airport,MA,12461,81.37,19.91,10.71,20.2,0.995
2025-08,PHL,Philadelphia International Airport,PA,9120,72.24,28.03,20.22,21.91,1.305
2025-08,LAX,Los Angeles International Airport,CA,16493,82.55,17.69,10.4,17.68,0.534
2025-08,IAH,George Bush Intercontinental Airport,TX,9889,74.14,25.27,17.58,20.91,0.87
2025-08,MKE,General Mitchell International Airport,WI,2498,78.35,21.19,14.65,14.64,1.401
2025-08,SAT,San Antonio International Airport,TX,3444,81.54,17.51,10.85,12.88,1.19
2025-08,CMH,John Glenn Columbus International Airport,OH,3758,82.09,16.14,8.5,15.9,1.41
2025-08,IND,Indianapolis International Airport,IN,3876,81.39,17.43,11.14,15.25,1.109
2025-08,RDU,Raleigh-Durham International Airport,NC,4640,78.71,21.43,14.86,16.14,1.336
2025-08,AUS,Austin Bergstrom International Airport,TX,7214,78.15,21.98,14.1,15.49,0.943
2025-08,ROC,Frederick Douglass Greater Rochester International Airport,NY,897,81.18,19.59,12.16,13.26,1.561
2025-08,CHA,Chattanooga Metropolitan Airport (Lovell Field),TN,406,75.69,23.19,18.11,15.92,1.232
2025-08,STL,St. Louis Lambert International Airport,MO,5539,79.73,22.4,13.26,12.17,0.957
2025-08,PNS,Pensacola International Airport,FL,1287,78.96,20.71,19.66,14.69,1.321
2025-08,RIC,Richmond International Airport,VA,1543,77.81,21.42,12.69,16.45,1.361
2025-08,SLC,Salt Lake City International Airport,UT,9985,84.26,14.89,6.58,17.18,0.391
2025-08,DCA,Ronald Reagan Washington National Airport,VA,12098,76.82,22.19,13.94,21.23,2.116
2025-08,SAF,Santa Fe Municipal Airport,NM,340,76.13,18.56,9.4,19.38,1.765
2025-08,TUL,Tulsa International Airport,OK,1611,82.32,15.87,9.51,14.62,1.428
2025-08,HSV,Huntsville International Airport,AL,752,75.79,22.48,16.19,16.72,2.394
2025-08,SGF,Springfield Branson National Airport,MO,911,75.97,19.76,16.65,16.87,1.098
2025-08,MSN,Dane County Regional Truax Field,WI,1138,78.11,17.97,12.26,16.55,1.23
2025-08,TVC,Cherry Capital Airport,MI,706,70.61,26.49,18.2,15.68,2.691
2025-08,HPN,Westchester County Airport,NY,877,84.13,13.89,6.14,14.52,0.684
2025-08,OMA,Eppley Airfield,NE,2116,80.41,17.73,10.92,14.56,0.851
2025-08,XNA,Northwest Arkansas National Airport,AR,1044,78.89,17.78,11.47,16.08,1.437
2025-08,PIA,General Wayne A. Downing Peoria International Airport,IL,470,70.68,24.07,20.86,16.04,2.766
2025-08,DSM,Des Moines International Airport,IA,1372,79.29,19.2,16.64,15.68,1.312
2025-08,CID,The Eastern Iowa Airport,IA,661,77.27,19.17,13.72,14.73,1.362
2025-08,SRQ,Sarasota Bradenton International Airport,FL,1037,82.37,19.38,9.5,13.24,0.964
2025-08,ILM,Wilmington International Airport,NC,716,82.19,16.36,9.84,14.96,1.816
2025-08,MGM,Montgomery Regional (Dannelly Field) Airport,AL,169,68.29,29.09,45.62,16.45,2.367
2025-08,PWM,Portland International Jetport,ME,1309,80.42,17.57,10.1,15.74,1.299
2025-08,AVP,Wilkes-Barre/Scranton International Airport,PA,130,84.92,11.9,4.96,14.73,3.077
2025-08,VPS,Destin-Fort Walton Beach Airport,FL,1103,79.85,21.38,16.27,15.99,1.179
2025-08,MLB,Melbourne Orlando International Airport,FL,237,84.62,17.8,12.97,15.56,0.422
2025-08,SFO,San Francisco International Airport,CA,12594,79.62,18.64,10.94,21.12,0.643
2025-08,ANC,Ted Stevens Anchorage International Airport,AK,2228,79.16,19.55,9.08,15.34,1.032
2025-08,FCA,Glacier Park International Airport,MT,583,76.87,21.07,14.41,16.16,0.686
2025-08,LIH,Lihue Airport,HI,1356,89.22,10.48,2.2,10.07,0.811
2025-08,HNL,Daniel K. Inouye International Airport,HI,4921,88.65,10.98,4.91,15.75,0.224
2025-08,MTJ,Montrose Regional Airport,CO,184,67.8,28.18,18.6,19.28,1.63
2025-08,ELP,El Paso International Airport,TX,1372,81.83,17.62,9.37,14.59,1.531
2025-08,GEG,Spokane International Airport,WA,1736,82.14,16.79,7.15,16.89,0.518
2025-08,MFE,McAllen Miller International Airport,TX,365,75.07,19.83,16.44,14.27,1.918
2025-08,GUM,Antonio B. Won Pat International Airport,TT,62,91.94,6.45,0.42,15.21,0.0
2025-08,JFK,John F. Kennedy International Airport,NY,9110,78.99,21.28,14.11,29.08,0.922
2025-08,JNU,Juneau International Airport,AK,515,81.39,17.39,4.6,13.17,1.748
2025-08,YAK,Yakutat Airport,AK,62,85.48,17.74,-4.58,12.35,0.0
2025-08,ORH,Worcester Regional Airport,MA,62,79.66,19.67,32.87,16.02,1.613
2025-09,FAR,Hector International Airport,ND,576,83.01,12.04,4.97,17.17,0.521
2025-09,EVV,Evansville Regional Airport,IN,165,87.73,12.2,1.57,15.32,0.606
2025-09,PIT,Pittsburgh International Airport,PA,3672,86.22,13.1,5.6,14.0,0.654
2025-09,HOU,William P. Hobby Airport,TX,4452,86.06,14.84,5.24,13.32,0.112
2025-09,CVG,Cincinnati Northern Kentucky International Airport,KY,2613,85.35,13.59,5.55,15.08,0.612
2025-09,AUS,Austin Bergstrom International Airport,TX,6889,84.17,15.56,7.75,15.39,0.392
2025-09,OMA,Eppley Airfield,NE,1955,86.1,12.76,4.08,14.33,0.563
2025-09,CMI,University of Illinois Willard Airport,IL,128,87.3,9.45,0.97,11.25,0.781
2025-09,LBB,Lubbock Preston Smith International Airport,TX,561,83.73,14.57,10.47,15.33,0.891
2025-09,HPN,Westchester County Airport,NY,837,84.44,12.73,3.22,14.97,0.478
2025-09,LFT,Lafayette Regional Airport,LA,239,84.32,15.19,5.71,15.96,0.837
2025-09,XNA,Northwest Arkansas National Airport,AR,1039,81.94,18.1,11.0,16.04,0.577
2025-09,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,9559,85.59,14.09,5.14,17.62,0.105
2025-09,MSO,Missoula Montana Airport,MT,359,83.47,13.13,7.97,15.63,0.279
2025-09,BMI,Central Illinois Regional Airport at Bloomington-Normal,IL,157,87.18,11.54,3.22,14.44,0.637
2025-09,COU,Columbia Regional Airport,MO,230,76.99,19.82,9.83,14.24,1.304
2025-09,MFE,McAllen Miller International Airport,TX,345,81.71,16.47,8.79,14.69,1.449
2025-09,BOS,Boston Logan International Airport,MA,11597,75.72,26.1,16.83,20.02,1.354
2025-09,SYR,Syracuse Hancock International Airport,NY,801,85.12,12.55,5.43,15.44,0.499
2025-09,LAN,Capital Region International Airport,MI,173,86.13,10.4,3.15,15.01,0.0
2025-09,AVL,Asheville Regional Airport,NC,912,81.77,15.64,8.86,15.96,0.439
2025-09,BFL,Meadows Field,CA,211,89.86,7.25,-0.5,17.24,1.896
2025-09,CAE,Columbia Metropolitan Airport,SC,492,89.09,13.11,5.48,15.03,0.813
2025-09,HSV,Huntsville International Airport,AL,779,83.31,16.9,8.54,15.7,0.513
2025-09,RDM,Roberts Field,OR,595,84.63,12.98,1.76,18.56,0.336
2025-09,GSO,Piedmont Triad International Airport,NC,914,89.87,9.14,5.68,15.24,0.656
2025-09,JAN,Jackson-Medgar Wiley Evers International Airport,MS,533,91.48,9.81,0.32,13.25,0.563
2025-09,MQT,Marquette Sawyer Regional Airport,MI,122,81.15,18.03,17.66,14.83,0.0
2025-09,BWI,Baltimore/Washington International Thurgood Marshall Airport,MD,7968,85.47,17.7,7.81,15.01,0.176
2025-09,TRI,Tri-Cities Regional TN/VA Airport,TN,161,84.38,17.5,7.71,12.28,0.621
2025-09,TYR,Tyler Pounds Regional Airport,TX,90,79.78,16.85,6.13,13.37,1.111
2025-09,GNV,Gainesville Regional Airport,FL,232,93.07,10.39,-0.54,11.88,0.431
2025-09,LCH,Lake Charles Regional Airport,LA,108,84.91,15.09,7.3,16.58,1.852
2025-09,SEA,Seattle–Tacoma International Airport,WA,14552,82.92,16.58,5.99,23.15,0.289
2025-09,PNS,Pensacola International Airport,FL,1091,87.85,12.14,10.86,13.2,0.367
2025-09,MSY,Louis Armstrong New Orleans International Airport,LA,3619,85.88,13.56,6.32,13.3,0.359
2025-09,SBA,Santa Barbara Municipal Airport,CA,671,82.76,17.84,7.95,15.91,0.596
2025-09,CHA,Chattanooga Metropolitan Airport (Lovell Field),TN,455,83.07,16.37,10.39,15.14,0.659
2025-09,GRK,Killeen Regional Airport / Robert Gray Army Airfield,TX,128,78.4,18.25,5.82,16.28,1.563
2025-09,BTR,Baton Rouge Metropolitan Airport,LA,354,88.03,11.36,8.2,14.74,0.565
2025-09,SJC,Mineta San Jose International Airport,CA,3777,85.51,15.46,5.06,14.23,0.503
2025-09,SAT,San Antonio International Airport,TX,3334,85.62,13.64,6.41,12.81,0.63
2025-09,FWA,Fort Wayne International Airport,IN,523,81.35,16.15,7.62,18.06,0.574
2025-09,BDL,Bradley International Airport,CT,1804,85.95,11.83,3.85,12.98,0.222
2025-09,DEN,Denver International Airport,CO,26548,79.39,19.57,9.33,19.89,0.124
2025-09,LAX,Los Angeles International Airport,CA,15262,85.78,14.49,6.2,17.58,0.282
2025-09,ALO,Waterloo Regional Airport,IA,52,80.77,15.38,6.77,18.65,0.0
2025-09,MCO,Orlando International Airport,FL,11256,84.57,15.63,6.52,18.52,0.222
2025-09,SFO,San Francisco International Airport,CA,11830,82.44,15.58,6.81,21.64,0.254
2025-09,LAS,Harry Reid International Airport,NV,14399,78.8,22.25,12.4,20.34,0.528
2025-09,RSW,Southwest Florida International Airport,FL,1847,88.16,13.45,6.28,13.04,0.162
2025-09,SRQ,Sarasota Bradenton International Airport,FL,859,91.13,10.14,0.88,12.44,0.116
2025-09,GTF,Great Falls International Airport,MT,196,90.31,9.18,1.14,14.97,0.0
2025-09,SJU,Luis Munoz Marin International Airport,PR,1965,80.75,19.49,11.92,14.21,0.0
2025-09,EUG,Eugene Airport,OR,723,86.96,12.55,3.23,16.18,0.83
2025-09,FAT,Fresno Yosemite International Airport,CA,1127,84.22,13.21,6.51,16.83,0.621
2025-09,DAY,James M. Cox Dayton International Airport,OH,639,86.57,12.09,4.9,15.24,0.313
2025-09,GEG,Spokane International Airport,WA,1587,86.4,12.37,3.76,16.43,0.189
2025-09,BQN,Rafael Hernández International Airport,PR,123,85.25,18.85,7.66,13.16,0.813
2025-09,LAW,Lawton Fort Sill Regional Airport,OK,90,86.52,10.11,4.55,15.19,1.111
2025-09,MLB,Melbourne Orlando International Airport,FL,235,92.77,9.79,1.82,15.98,0.0
2025-09,ISP,Long Island MacArthur Airport,NY,351,83.33,14.0,4.52,11.7,0.285
2025-09,ITO,Hilo International Airport,HI,522,94.43,5.57,-0.43,9.89,0.192
2025-09,LGB,Long Beach International Airport,CA,1381,89.33,12.84,4.54,12.46,0.145
2025-09,JNU,Juneau International Airport,AK,450,85.0,12.67,3.1,12.72,1.778
2025-09,BRW,Wiley Post Will Rogers Memorial Airport,AK,30,90.0,13.33,-6.17,9.8,0.0
2025-09,CDV,Merle K (Mudhole) Smith Airport,AK,60,75.86,31.03,3.67,12.88,3.333
2025-09,OME,Nome Airport,AK,30,86.67,20.0,-3.13,9.43,0.0
2025-09,PQI,Presque Isle International Airport,ME,30,96.67,3.33,-3.83,9.03,0.0
2025-09,ORH,Worcester Regional Airport,MA,32,84.38,18.75,22.34,12.53,0.0
2025-09,PSE,Mercedita International Airport,PR,48,100.0,2.08,-5.21,12.85,0.0
2025-09,PGD,Punta Gorda Airport,FL,297,87.88,14.48,0.93,11.88,0.0
2025-09,USA,Concord-Padgett Regional Airport,NC,52,67.31,28.85,29.0,13.63,0.0
2025-09,PPG,Pago Pago International Airport,TT,14,92.86,7.14,-5.29,12.71,0.0
2025-10,DEN,Denver International Airport,CO,27763,80.79,19.51,8.81,18.28,0.133
2025-10,MAF,Midland International Air and Space Port,TX,854,83.67,17.04,8.35,16.04,0.351
2025-10,SAN,San Diego International Airport,CA,8687,79.01,26.28,13.87,21.97,0.921
2025-10,SFO,San Francisco International Airport,CA,12774,80.14,19.67,10.1,21.6,0.36
2025-10,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,9657,84.65,13.46,5.22,16.49,0.217
2025-10,BUR,Hollywood Burbank/Bob Hope Airport,CA,2624,79.02,21.49,10.2,20.08,1.067
2025-10,JAX,Jacksonville International Airport,FL,2439,82.54,17.26,7.56,14.63,0.451
2025-10,GEG,Spokane International Airport,WA,1579,83.67,15.15,6.07,18.11,0.507
2025-10,OGG,Kahului International Airport,HI,2054,85.44,13.72,5.44,10.36,0.974
2025-10,ONT,Ontario International Airport,CA,2265,81.56,19.03,9.61,15.12,0.486
2025-10,SLC,Salt Lake City International Airport,UT,9841,85.7,13.2,5.02,17.32,0.112
2025-10,FAT,Fresno Yosemite International Airport,CA,1229,81.46,14.41,6.17,17.85,0.651
2025-10,TPA,Tampa International Airport,FL,6075,79.21,19.01,10.23,17.33,0.51
2025-10,EGE,Eagle County Regional Airport,CO,129,79.07,10.08,15.33,26.16,0.0
2025-10,GRR,Gerald R. Ford International Airport,MI,1782,82.04,14.42,5.54,16.17,0.393
2025-10,SRQ,Sarasota Bradenton International Airport,FL,1293,86.08,15.83,7.56,13.52,0.309
2025-10,PWM,Portland International Jetport,ME,1266,81.43,16.14,9.34,15.24,0.632
2025-10,GJT,Grand Junction Regional Airport,CO,406,79.95,13.33,4.1,21.85,0.246
2025-10,MSN,Dane County Regional Truax Field,WI,1306,81.6,13.69,7.86,16.36,0.459
2025-10,MTJ,Montrose Regional Airport,CO,153,78.29,20.39,14.63,21.72,0.654
2025-10,DAY,James M. Cox Dayton International Airport,OH,734,86.15,12.98,2.98,15.61,0.272
2025-10,ICT,Wichita Dwight D. Eisenhower National Airport,KS,974,84.0,14.02,6.83,15.11,0.411
2025-10,STT,Cyril E. King Airport,VI,223,90.54,14.35,1.54,14.09,0.0
2025-10,BHM,Birmingham-Shuttlesworth International Airport,AL,1540,84.22,14.97,4.91,15.29,0.26
2025-10,HOU,William P. Hobby Airport,TX,4887,78.05,23.95,11.35,12.75,0.225
2025-11,LIH,Lihue Airport,HI,1236,85.94,11.4,1.45,10.16,2.023
2025-11,ORD,Chicago O'Hare International Airport,IL,28703,73.3,24.47,18.26,27.78,5.592
2025-11,SAT,San Antonio International Airport,TX,3440,84.11,15.68,6.49,13.28,1.192
2025-11,SMF,Sacramento International Airport,CA,4662,81.81,18.48,7.65,14.77,1.78
2025-11,BOS,Boston Logan International Airport,MA,11385,78.04,20.22,12.63,21.08,2.758
2025-11,RAP,Rapid City Regional Airport,SD,343,83.28,13.43,6.41,20.64,2.332
2025-11,EUG,Eugene Airport,OR,695,86.05,12.32,4.87,16.09,1.871
2025-11,MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,MN,8806,82.07,15.84,8.61,19.66,2.158
2025-11,MCI,Kansas City International Airport,MO,3956,81.15,18.46,10.71,16.53,1.82
2025-11,MSN,Dane County Regional Truax Field,WI,1147,78.5,16.64,13.24,20.01,4.621
2025-11,AUS,Austin Bergstrom International Airport,TX,7346,76.04,24.96,16.03,16.55,1.048
2025-11,PDX,Portland International Airport,OR,4976,84.18,14.28,5.99,17.17,1.507
2025-11,BZN,Bozeman Yellowstone International Airport,MT,660,86.05,13.16,11.14,18.95,2.121
2025-11,CVG,Cincinnati Northern Kentucky International Airport,KY,2713,82.74,15.38,9.51,16.48,2.691
2025-11,MCO,Orlando International Airport,FL,13206,79.11,21.14,12.51,19.82,1.916
2025-11,DCA,Ronald Reagan Washington National Airport,VA,11586,72.66,26.09,16.31,21.96,3.038
2025-11,SAN,San Diego International Airport,CA,8246,77.11,25.27,13.9,22.47,2.813
2025-11,ELP,El Paso International Airport,TX,1438,82.11,18.42,8.9,15.57,1.46
2025-11,FLL,Fort Lauderdale Hollywood International Airport,FL,7609,77.63,23.15,13.88,16.93,2.418
2025-11,MFR,Rogue Valley International-Medford Airport,OR,419,81.71,15.61,7.4,19.0,2.148
2025-11,PBI,President Donald J. Trump International Airport,FL,2792,76.77,25.03,18.13,15.87,2.113
2025-11,IND,Indianapolis International Airport,IN,3904,83.05,16.11,8.66,16.73,2.843
2025-11,ORF,Norfolk International Airport,VA,1648,80.44,16.97,9.93,17.76,3.459
2025-11,SJC,Mineta San Jose International Airport,CA,3659,82.96,17.47,7.27,15.04,1.121
2025-11,CID,The Eastern Iowa Airport,IA,636,74.2,26.38,22.16,16.67,5.818
