segment_id,segment,log_departures,destinations,arr_delay_rate,cancellation_rate,avg_taxi_out_min,avg_distance_mi,evening_share,weather_cause_share,nas_cause_share,late_aircraft_cause_share,dep_delay_std_min,members
0,"Regional - volatile delays, delay-prone",3.806155870925883,18.14814814814815,0.24302613828340167,0.026190865318036157,19.01096085888559,571.8830389575148,0.18442795477885562,0.12007801816420295,0.18799774060061375,0.30279662783327504,87.4723740860451,27
1,"Mid-size - ATC/NAS-constrained, low weather exposure",4.3647785949908435,35.70454545454545,0.20382155303570643,0.019096961178934883,15.814716091328552,729.3284758462538,0.2181011945737232,0.050380910925726136,0.23485205292701455,0.40163485485282957,65.57013435531213,44
2,"Regional - short-haul mix, few NAS delays",3.8819072396895202,17.314285714285713,0.1903078779807651,0.021123718436511774,15.509230239217695,509.68305545063214,0.2161720012648617,0.09955082366951717,0.1604572712592826,0.4185901197966716,69.15476204299428,35
3,"Major hub - evening-heavy bank, long taxi-out / congested",5.1433065863318,108.6896551724138,0.23374889020499348,0.01879258832198697,20.267624889023228,942.9268755754633,0.317530679256701,0.05103937003555535,0.2172933651777168,0.39190012717006134,54.32765598910023,29
4,"Mid-size - stable delays, quick turn",4.393600327415482,33.142857142857146,0.18275421811852213,0.009850000659767108,13.270514391622,988.5912453841623,0.26846324387989234,0.03526625167734088,0.13996075300677807,0.47878653282929334,41.60207061037496,14
5,"Regional - few knock-on delays, morning-heavy bank",3.8605721763383802,14.782608695652174,0.1771344521809897,0.008525531965081,18.336320106964752,616.5901537284001,0.1498021997066825,0.09333077984908966,0.20989963276589832,0.27936493106819876,65.5185023850128,23
