origin,flight_date,airport_code,y,lightgbm,seasonal_naive,mean_4wk_same_weekday,target
2026-07-03,2026-07-07,DEN,915.0,925.6850634904195,919.0,918.0,scheduled_departures
2026-07-03,2026-07-08,DEN,952.0,949.0250820750229,958.0,953.75,scheduled_departures
2026-07-03,2026-07-09,DEN,994.0,1005.9279011853185,1001.0,999.25,scheduled_departures
2026-07-03,2026-07-10,DEN,995.0,984.1331812661127,976.0,993.75,scheduled_departures
2026-07-03,2026-07-04,DFW,674.0,893.7522322240428,904.0,902.25,scheduled_departures
2026-07-03,2026-07-05,DFW,951.0,944.9304818232702,946.0,947.5,scheduled_departures
2026-07-03,2026-07-06,DFW,956.0,943.84940759307,946.0,948.5,scheduled_departures
2026-07-03,2026-07-07,DFW,837.0,900.3541266360137,895.0,898.0,scheduled_departures
2026-07-03,2026-07-08,DFW,906.0,905.547745391517,906.0,906.0,scheduled_departures
2026-07-03,2026-07-09,DFW,963.0,953.1082617679641,954.0,951.75,scheduled_departures
2026-07-03,2026-07-10,DFW,958.0,933.3751480514903,864.0,929.75,scheduled_departures
2026-07-03,2026-07-04,LAS,313.0,387.7324846504839,378.0,377.75,scheduled_departures
2026-07-03,2026-07-05,LAS,493.0,487.1193148828691,486.0,490.5,scheduled_departures
2026-07-03,2026-07-06,LAS,498.0,494.4331927612107,491.0,495.5,scheduled_departures
2026-07-03,2026-07-07,LAS,422.0,414.31595162906694,411.0,415.25,scheduled_departures
2026-07-03,2026-07-08,LAS,429.0,419.5331750316862,419.0,419.25,scheduled_departures
2026-07-03,2026-07-09,LAS,500.0,494.42030207229953,493.0,495.0,scheduled_departures
2026-07-03,2026-07-10,LAS,503.0,489.89860228855724,487.0,495.0,scheduled_departures
2026-07-03,2026-07-04,LAX,446.0,520.7055474936468,518.0,512.5,scheduled_departures
2026-07-03,2026-07-05,LAX,572.0,560.5041678095399,563.0,566.75,scheduled_departures
2026-07-03,2026-07-06,LAX,587.0,565.6924866499023,568.0,577.25,scheduled_departures
2026-07-03,2026-07-07,LAX,550.0,533.8176993885929,533.0,535.0,scheduled_departures
2026-07-03,2026-07-08,LAX,554.0,527.3468858198546,539.0,542.75,scheduled_departures
2026-07-03,2026-07-09,LAX,591.0,571.9235732618854,580.0,585.0,scheduled_departures
2026-07-03,2026-07-10,LAX,589.0,556.3683484485838,565.0,579.5,scheduled_departures
2026-07-03,2026-07-04,MCO,351.0,438.1092773265944,442.0,440.0,scheduled_departures
2026-07-03,2026-07-05,MCO,445.0,431.26597033095743,426.0,427.0,scheduled_departures
2026-07-03,2026-07-06,MCO,432.0,432.48487726431955,424.0,425.75,scheduled_departures
2026-07-03,2026-07-07,MCO,413.0,404.0760506922431,400.0,397.0,scheduled_departures
2026-07-03,2026-07-08,MCO,409.0,402.57770471053595,402.0,399.0,scheduled_departures
2026-07-03,2026-07-09,MCO,431.0,430.3220366740387,424.0,423.5,scheduled_departures
2026-07-03,2026-07-10,MCO,428.0,428.69901860090386,423.0,427.25,scheduled_departures
2026-07-03,2026-07-04,ORD,945.0,998.4173098234065,1009.0,987.75,scheduled_departures
2026-07-03,2026-07-05,ORD,1072.0,1062.6253522132122,1059.0,1058.0,scheduled_departures
2026-07-03,2026-07-06,ORD,1078.0,1065.0851949774728,1061.0,1060.25,scheduled_departures
2026-07-03,2026-07-07,ORD,1063.0,1042.3166170421534,1042.0,1039.5,scheduled_departures
2026-07-03,2026-07-08,ORD,1070.0,1050.9410210874614,1059.0,1048.25,scheduled_departures
2026-07-03,2026-07-09,ORD,1081.0,1069.2697996496763,1071.0,1064.75,scheduled_departures
2026-07-03,2026-07-10,ORD,1083.0,1066.5184069450313,1067.0,1065.0,scheduled_departures
2026-07-03,2026-07-04,PHX,320.0,484.5426204527802,475.0,475.25,scheduled_departures
2026-07-03,2026-07-05,PHX,526.0,528.659517170267,525.0,527.0,scheduled_departures
2026-07-03,2026-07-06,PHX,541.0,540.069716388784,537.0,541.25,scheduled_departures
2026-07-03,2026-07-07,PHX,514.0,512.8942497120868,509.0,507.0,scheduled_departures
2026-07-03,2026-07-08,PHX,511.0,509.1567265084968,513.0,512.5,scheduled_departures
2026-07-03,2026-07-09,PHX,539.0,539.9288182320922,540.0,540.75,scheduled_departures
2026-07-03,2026-07-10,PHX,541.0,535.2693391060993,535.0,540.25,scheduled_departures
2026-07-03,2026-07-04,SEA,419.0,489.7488593424835,492.0,490.75,scheduled_departures
2026-07-03,2026-07-05,SEA,526.0,526.8976011380242,524.0,522.75,scheduled_departures
2026-07-03,2026-07-06,SEA,537.0,530.789382899878,527.0,525.0,scheduled_departures
2026-07-03,2026-07-07,SEA,524.0,511.9909686260185,514.0,508.5,scheduled_departures
2026-07-03,2026-07-08,SEA,519.0,506.64773934233204,513.0,511.75,scheduled_departures
2026-07-03,2026-07-09,SEA,535.0,528.5964245385286,527.0,529.75,scheduled_departures
2026-07-03,2026-07-10,SEA,531.0,524.1892895264306,523.0,528.5,scheduled_departures
2026-07-10,2026-07-11,ATL,793.0,733.5481439244161,697.0,763.25,scheduled_departures
2026-07-10,2026-07-12,ATL,949.0,878.3870781163741,919.0,911.5,scheduled_departures
2026-07-10,2026-07-13,ATL,958.0,936.1070174266305,944.0,922.75,scheduled_departures
2026-07-10,2026-07-14,ATL,906.0,897.9867640397346,901.0,884.25,scheduled_departures
2026-07-10,2026-07-15,ATL,908.0,904.6185359643196,907.0,886.5,scheduled_departures
2026-07-10,2026-07-16,ATL,954.0,952.8654136729616,953.0,923.0,scheduled_departures
2026-07-10,2026-07-17,ATL,958.0,954.0186241192791,954.0,922.25,scheduled_departures
2026-07-10,2026-07-11,CLT,482.0,449.6795794582399,309.0,433.5,scheduled_departures
2026-07-10,2026-07-12,CLT,515.0,497.94639231951874,516.0,512.75,scheduled_departures
2026-07-10,2026-07-13,CLT,524.0,513.4605923021724,521.0,516.0,scheduled_departures
2026-07-10,2026-07-14,CLT,494.0,483.43470119625505,490.0,490.25,scheduled_departures
2026-07-10,2026-07-15,CLT,502.0,438.0563256139682,438.0,483.0,scheduled_departures
2026-07-10,2026-07-16,CLT,522.0,520.0121354309146,521.0,519.0,scheduled_departures
2026-07-10,2026-07-17,CLT,523.0,523.1787944654824,524.0,518.0,scheduled_departures
2026-07-10,2026-07-11,DEN,872.0,716.8860582216054,657.0,818.5,scheduled_departures
2026-07-10,2026-07-12,DEN,973.0,959.8858554981225,972.0,976.25,scheduled_departures
2026-07-10,2026-07-13,DEN,996.0,987.4764111080915,994.0,995.75,scheduled_departures
2026-07-10,2026-07-14,DEN,915.0,912.1413282510251,915.0,917.5,scheduled_departures
2026-07-10,2026-07-15,DEN,954.0,944.8287643680493,952.0,953.75,scheduled_departures
2026-07-10,2026-07-16,DEN,995.0,992.1456466811475,994.0,998.5,scheduled_departures
2026-07-10,2026-07-17,DEN,997.0,990.0884799513218,995.0,993.0,scheduled_departures
2026-07-10,2026-07-11,DFW,904.0,735.7074276618729,674.0,845.75,scheduled_departures
2026-07-10,2026-07-12,DFW,958.0,913.5600657449936,951.0,949.0,scheduled_departures
2026-07-10,2026-07-13,DFW,958.0,911.920790085859,956.0,951.25,scheduled_departures
2026-07-10,2026-07-14,DFW,904.0,827.5278822547665,837.0,884.0,scheduled_departures
2026-07-10,2026-07-15,DFW,907.0,864.0826863483833,906.0,907.25,scheduled_departures
2026-07-10,2026-07-16,DFW,962.0,924.5246494107375,963.0,955.75,scheduled_departures
2026-07-10,2026-07-17,DFW,960.0,921.0970471408116,958.0,932.0,scheduled_departures
2026-07-10,2026-07-11,LAS,387.0,339.9106984756076,313.0,361.25,scheduled_departures
2026-07-10,2026-07-12,LAS,501.0,486.69845182633156,493.0,490.0,scheduled_departures
2026-07-10,2026-07-13,LAS,501.0,496.5548502002049,498.0,494.75,scheduled_departures
2026-07-10,2026-07-14,LAS,425.0,420.9171362514795,422.0,416.0,scheduled_departures
2026-07-10,2026-07-15,LAS,432.0,430.3434011926281,429.0,421.0,scheduled_departures
2026-07-10,2026-07-16,LAS,503.0,504.0045516148942,500.0,496.0,scheduled_departures
2026-07-10,2026-07-17,LAS,503.0,501.8959311569892,503.0,496.25,scheduled_departures
2026-07-10,2026-07-11,LAX,516.0,457.13142034839683,446.0,497.25,scheduled_departures
2026-07-10,2026-07-12,LAX,579.0,555.7627217036027,572.0,569.25,scheduled_departures
2026-07-10,2026-07-13,LAX,585.0,575.1557194093555,587.0,580.0,scheduled_departures
2026-07-10,2026-07-14,LAX,548.0,542.6119962400537,550.0,540.0,scheduled_departures
2026-07-10,2026-07-15,LAX,554.0,549.2488492541569,554.0,545.75,scheduled_departures
2026-07-10,2026-07-16,LAX,589.0,587.8534579838829,591.0,586.25,scheduled_departures
2026-07-10,2026-07-17,LAX,588.0,586.0201170184506,589.0,580.5,scheduled_departures
2026-07-10,2026-07-11,MCO,446.0,416.8578077176063,351.0,419.25,scheduled_departures
2026-07-10,2026-07-12,MCO,441.0,440.6922980935043,445.0,431.5,scheduled_departures
2026-07-10,2026-07-13,MCO,429.0,431.96525028210175,432.0,427.75,scheduled_departures
2026-07-10,2026-07-14,MCO,409.0,412.02246217974704,413.0,402.75,scheduled_departures
2026-07-10,2026-07-15,MCO,408.0,409.99696267785765,409.0,403.25,scheduled_departures
2026-07-10,2026-07-16,MCO,430.0,433.4741697198973,431.0,425.75,scheduled_departures
2026-07-10,2026-07-17,MCO,431.0,430.64082875446513,428.0,427.25,scheduled_departures
2026-07-10,2026-07-11,ORD,1015.0,932.1797676513593,945.0,978.75,scheduled_departures
2026-07-10,2026-07-12,ORD,1079.0,1063.9862171692253,1072.0,1062.0,scheduled_departures
2026-07-10,2026-07-13,ORD,1081.0,1069.50019082002,1078.0,1065.5,scheduled_departures
2026-07-10,2026-07-14,ORD,1065.0,1058.8312192239994,1063.0,1046.0,scheduled_departures
2026-07-10,2026-07-15,ORD,1070.0,1065.8688979275355,1070.0,1054.25,scheduled_departures
2026-07-10,2026-07-16,ORD,1081.0,1071.9620699846566,1081.0,1069.75,scheduled_departures
2026-07-10,2026-07-17,ORD,1082.0,1075.0382983477139,1083.0,1070.0,scheduled_departures
2026-07-10,2026-07-11,PHX,481.0,458.4202567726036,320.0,437.0,scheduled_departures
2026-07-10,2026-07-12,PHX,528.0,507.2046311998919,526.0,526.0,scheduled_departures
2026-07-10,2026-07-13,PHX,544.0,533.9841160438813,541.0,540.5,scheduled_departures
2026-07-10,2026-07-14,PHX,517.0,509.80059358769,514.0,508.75,scheduled_departures
2026-07-10,2026-07-15,PHX,520.0,510.82299874952105,511.0,512.25,scheduled_departures
2026-07-10,2026-07-16,PHX,542.0,539.2869334044716,539.0,540.5,scheduled_departures
2026-07-10,2026-07-17,PHX,543.0,540.937241418119,541.0,540.25,scheduled_departures
2026-07-10,2026-07-11,SEA,498.0,419.751619549582,419.0,475.5,scheduled_departures
2026-07-10,2026-07-12,SEA,532.0,508.9109224547311,526.0,525.75,scheduled_departures
2026-07-10,2026-07-13,SEA,535.0,533.0222371410172,537.0,530.25,scheduled_departures
2026-07-10,2026-07-14,SEA,522.0,520.2129150847388,524.0,515.25,scheduled_departures
2026-07-10,2026-07-15,SEA,519.0,518.83974923256,519.0,513.5,scheduled_departures
2026-07-10,2026-07-16,SEA,538.0,535.0416812552268,535.0,530.5,scheduled_departures
2026-07-10,2026-07-17,SEA,536.0,531.2083402897946,531.0,528.5,scheduled_departures
2026-07-17,2026-07-18,ATL,793.0,822.691071178968,793.0,765.0,scheduled_departures
2026-07-17,2026-07-19,ATL,945.0,953.7182495913203,949.0,916.0,scheduled_departures
2026-07-17,2026-07-20,ATL,955.0,965.4244629361168,958.0,926.0,scheduled_departures
2026-07-17,2026-07-21,ATL,903.0,911.4006591580282,906.0,886.75,scheduled_departures
2026-07-17,2026-07-22,ATL,909.0,913.5628095116388,908.0,889.0,scheduled_departures
2026-07-17,2026-07-23,ATL,951.0,968.290843469669,954.0,926.5,scheduled_departures
2026-07-17,2026-07-24,ATL,953.0,968.2502342860433,958.0,926.5,scheduled_departures
2026-07-17,2026-07-18,CLT,482.0,477.218377253767,482.0,435.25,scheduled_departures
2026-07-17,2026-07-19,CLT,519.0,515.423906844578,515.0,513.0,scheduled_departures
2026-07-17,2026-07-20,CLT,524.0,522.942023078332,524.0,518.0,scheduled_departures
2026-07-17,2026-07-21,CLT,494.0,492.39303419961266,494.0,490.75,scheduled_departures
2026-07-17,2026-07-22,CLT,502.0,499.9852367010653,502.0,483.5,scheduled_departures
2026-07-17,2026-07-23,CLT,524.0,521.2531188906294,522.0,520.0,scheduled_departures
2026-07-17,2026-07-24,CLT,524.0,517.6218624885332,523.0,519.5,scheduled_departures
2026-07-17,2026-07-18,DEN,872.0,894.1393798352306,872.0,819.0,scheduled_departures
2026-07-17,2026-07-19,DEN,974.0,980.8005279581798,973.0,975.0,scheduled_departures
2026-07-17,2026-07-20,DEN,996.0,1008.7073874847857,996.0,995.75,scheduled_departures
2026-07-17,2026-07-21,DEN,915.0,929.2481858277093,915.0,916.75,scheduled_departures
2026-07-17,2026-07-22,DEN,952.0,965.2297191181611,954.0,954.25,scheduled_departures
2026-07-17,2026-07-23,DEN,994.0,1007.6368716604858,995.0,997.75,scheduled_departures
2026-07-17,2026-07-24,DEN,997.0,1007.6453377110429,997.0,992.25,scheduled_departures
2026-07-17,2026-07-18,DFW,905.0,916.8947222440481,904.0,846.5,scheduled_departures
2026-07-17,2026-07-19,DFW,957.0,970.1562180827818,958.0,951.75,scheduled_departures
2026-07-17,2026-07-20,DFW,958.0,967.7968589917951,958.0,953.5,scheduled_departures
2026-07-17,2026-07-21,DFW,904.0,906.2942664403823,904.0,884.5,scheduled_departures
2026-07-17,2026-07-22,DFW,909.0,909.0965471409961,907.0,907.25,scheduled_departures
2026-07-17,2026-07-23,DFW,961.0,964.8506351161042,962.0,958.25,scheduled_departures
2026-07-17,2026-07-24,DFW,957.0,964.1688574399504,960.0,933.75,scheduled_departures
2026-07-17,2026-07-18,LAS,387.0,388.48717161178433,387.0,364.0,scheduled_departures
2026-07-17,2026-07-19,LAS,503.0,503.71822953891007,501.0,492.75,scheduled_departures
2026-07-17,2026-07-20,LAS,502.0,502.23634577266404,501.0,496.5,scheduled_departures
2026-07-17,2026-07-21,LAS,423.0,428.53102035915714,425.0,418.5,scheduled_departures
2026-07-17,2026-07-22,LAS,432.0,435.542645220278,432.0,424.5,scheduled_departures
2026-07-17,2026-07-23,LAS,503.0,505.28680485639745,503.0,497.75,scheduled_departures
2026-07-17,2026-07-24,LAS,503.0,504.50238515398894,503.0,497.25,scheduled_departures
2026-07-17,2026-07-18,LAX,518.0,520.1796455944725,516.0,497.5,scheduled_departures
2026-07-17,2026-07-19,LAX,579.0,577.7467521814544,579.0,571.5,scheduled_departures
2026-07-17,2026-07-20,LAX,585.0,582.2648684152083,585.0,580.25,scheduled_departures
2026-07-17,2026-07-21,LAX,548.0,545.1926072263745,548.0,542.5,scheduled_departures
2026-07-17,2026-07-22,LAX,555.0,551.354757579985,554.0,548.25,scheduled_departures
2026-07-17,2026-07-23,LAX,589.0,586.2629184300561,589.0,586.75,scheduled_departures
2026-07-17,2026-07-24,LAX,588.0,580.6316620279599,588.0,582.0,scheduled_departures
2026-07-17,2026-07-18,MCO,445.0,442.44616320311997,446.0,420.25,scheduled_departures
2026-07-17,2026-07-19,MCO,440.0,444.63294221766364,441.0,435.0,scheduled_departures
2026-07-17,2026-07-20,MCO,430.0,431.6170461076479,429.0,428.0,scheduled_departures
2026-07-17,2026-07-21,MCO,409.0,413.1105788063857,409.0,405.75,scheduled_departures
2026-07-17,2026-07-22,MCO,408.0,411.13476197844653,408.0,405.25,scheduled_departures
2026-07-17,2026-07-23,MCO,429.0,432.8938421388982,430.0,427.25,scheduled_departures
2026-07-17,2026-07-24,MCO,431.0,433.068032962162,431.0,428.25,scheduled_departures
2026-07-17,2026-07-18,ORD,1014.0,1014.0563255374873,1015.0,987.25,scheduled_departures
2026-07-17,2026-07-19,ORD,1080.0,1081.109614438738,1079.0,1067.0,scheduled_departures
2026-07-17,2026-07-20,ORD,1081.0,1084.8647013307957,1081.0,1070.25,scheduled_departures
2026-07-17,2026-07-21,ORD,1066.0,1074.6523422142884,1065.0,1052.25,scheduled_departures
2026-07-17,2026-07-22,ORD,1071.0,1071.0521531622535,1070.0,1060.0,scheduled_departures
2026-07-17,2026-07-23,ORD,1081.0,1082.3571584654144,1081.0,1074.5,scheduled_departures
2026-07-17,2026-07-24,ORD,1082.0,1079.4850021234554,1082.0,1074.75,scheduled_departures
2026-07-17,2026-07-18,PHX,482.0,476.4387486977792,481.0,438.0,scheduled_departures
2026-07-17,2026-07-19,PHX,528.0,527.9022556908216,528.0,526.5,scheduled_departures
2026-07-17,2026-07-20,PHX,543.0,542.4863909296126,544.0,541.25,scheduled_departures
2026-07-17,2026-07-21,PHX,517.0,514.4722428992701,517.0,512.0,scheduled_departures
2026-07-17,2026-07-22,PHX,520.0,517.6343932528805,520.0,514.25,scheduled_departures
2026-07-17,2026-07-23,PHX,541.0,540.763186960863,542.0,540.75,scheduled_departures
2026-07-17,2026-07-24,PHX,543.0,537.1319305587668,543.0,540.75,scheduled_departures
2026-07-17,2026-07-18,SEA,498.0,497.0978035435012,498.0,476.5,scheduled_departures
2026-07-17,2026-07-19,SEA,540.0,533.6343991194975,532.0,526.75,scheduled_departures
2026-07-17,2026-07-20,SEA,538.0,535.1525153532515,535.0,531.5,scheduled_departures
2026-07-17,2026-07-21,SEA,522.0,521.768812406618,522.0,517.75,scheduled_departures
2026-07-17,2026-07-22,SEA,519.0,518.9309627602285,519.0,515.5,scheduled_departures
2026-07-17,2026-07-23,SEA,538.0,538.4293113845017,538.0,531.75,scheduled_departures
2026-07-17,2026-07-24,SEA,536.0,531.2965569733851,536.0,529.5,scheduled_departures
2026-07-24,2026-07-25,ATL,793.0,805.6905368993716,793.0,767.75,scheduled_departures
2026-07-24,2026-07-26,ATL,942.0,950.3063107927252,945.0,919.75,scheduled_departures
2026-07-24,2026-07-27,ATL,954.0,968.7149753884495,955.0,928.75,scheduled_departures
2026-07-24,2026-07-28,ATL,904.0,915.4133921681295,903.0,888.75,scheduled_departures
2026-07-24,2026-07-29,ATL,907.0,913.8797594669209,909.0,892.25,scheduled_departures
2026-07-24,2026-07-30,ATL,951.0,966.3703891645407,951.0,928.75,scheduled_departures
2026-07-24,2026-07-31,ATL,954.0,966.6306945204662,953.0,929.0,scheduled_departures
2026-07-24,2026-07-25,CLT,482.0,479.44383383982625,482.0,436.75,scheduled_departures
2026-07-24,2026-07-26,CLT,521.0,518.4013213637566,519.0,514.25,scheduled_departures
2026-07-24,2026-07-27,CLT,524.0,525.2176935796195,524.0,520.0,scheduled_departures
2026-07-24,2026-07-28,CLT,494.0,503.3714384098553,494.0,491.25,scheduled_departures
2026-07-24,2026-07-29,CLT,502.0,503.3050767161825,502.0,484.0,scheduled_departures
2026-07-24,2026-07-30,CLT,524.0,525.3660029382237,524.0,521.5,scheduled_departures
2026-07-24,2026-07-31,CLT,524.0,524.9285301115918,524.0,521.25,scheduled_departures
2026-07-24,2026-07-25,DEN,872.0,879.3908249966132,872.0,818.75,scheduled_departures
2026-07-24,2026-07-26,DEN,974.0,977.884691811813,974.0,974.0,scheduled_departures
2026-07-24,2026-07-27,DEN,994.0,1003.3946192780911,996.0,995.5,scheduled_departures
2026-07-24,2026-07-28,DEN,911.0,931.6763003225276,915.0,916.0,scheduled_departures
2026-07-24,2026-07-29,DEN,950.0,957.4371747438264,952.0,954.0,scheduled_departures
2026-07-24,2026-07-30,DEN,992.0,998.8384130317993,994.0,996.0,scheduled_departures
2026-07-24,2026-07-31,DEN,994.0,1001.7911360581701,997.0,991.25,scheduled_departures
2026-07-24,2026-07-25,DFW,903.0,899.0431024503225,905.0,846.75,scheduled_departures
2026-07-24,2026-07-26,DFW,957.0,956.2861284222333,957.0,953.0,scheduled_departures
2026-07-24,2026-07-27,DFW,956.0,958.4441333572105,958.0,954.5,scheduled_departures
2026-07-24,2026-07-28,DFW,904.0,914.5274711664405,904.0,885.0,scheduled_departures
2026-07-24,2026-07-29,DFW,909.0,909.4523651049456,909.0,907.0,scheduled_departures
2026-07-24,2026-07-30,DFW,961.0,958.3420503575975,961.0,960.0,scheduled_departures
2026-07-24,2026-07-31,DFW,960.0,961.4236973629016,957.0,934.75,scheduled_departures
2026-07-24,2026-07-25,LAS,387.0,388.36572968826795,387.0,366.25,scheduled_departures
2026-07-24,2026-07-26,LAS,504.0,502.6020578197459,503.0,495.75,scheduled_departures
2026-07-24,2026-07-27,LAS,502.0,503.26032148139336,502.0,498.0,scheduled_departures
2026-07-24,2026-07-28,LAS,424.0,435.9678939741252,423.0,420.25,scheduled_departures
2026-07-24,2026-07-29,LAS,431.0,434.89578994575453,432.0,428.0,scheduled_departures
2026-07-24,2026-07-30,LAS,502.0,504.9391155520163,503.0,499.75,scheduled_departures
2026-07-24,2026-07-31,LAS,503.0,504.36971951891593,503.0,499.0,scheduled_departures
2026-07-24,2026-07-25,LAX,518.0,519.1251264035218,518.0,499.5,scheduled_departures
2026-07-24,2026-07-26,LAX,579.0,574.3438231127577,579.0,573.25,scheduled_departures
2026-07-24,2026-07-27,LAX,585.0,581.9233795905752,585.0,581.25,scheduled_departures
2026-07-24,2026-07-28,LAX,548.0,555.5576686436011,548.0,544.75,scheduled_departures
2026-07-24,2026-07-29,LAX,555.0,550.3233419691177,555.0,550.5,scheduled_departures
2026-07-24,2026-07-30,LAX,588.0,586.6983187389756,589.0,587.25,scheduled_departures
2026-07-24,2026-07-31,LAX,587.0,585.2608459123436,588.0,582.5,scheduled_departures
2026-07-24,2026-07-25,MCO,448.0,443.60781179907,445.0,421.0,scheduled_departures
2026-07-24,2026-07-26,MCO,441.0,440.4716576757863,440.0,438.0,scheduled_departures
2026-07-24,2026-07-27,MCO,429.0,433.3413632227148,430.0,428.75,scheduled_departures
2026-07-24,2026-07-28,MCO,410.0,421.0277817162565,409.0,407.75,scheduled_departures
2026-07-24,2026-07-29,MCO,406.0,409.9705627451389,408.0,406.75,scheduled_departures
2026-07-24,2026-07-30,MCO,427.0,433.5617632506385,429.0,428.5,scheduled_departures
2026-07-24,2026-07-31,MCO,431.0,435.1242904240065,431.0,428.25,scheduled_departures
2026-07-24,2026-07-25,ORD,1014.0,1027.7869087329636,1014.0,995.75,scheduled_departures
2026-07-24,2026-07-26,ORD,1080.0,1082.8499635515889,1080.0,1072.5,scheduled_departures
2026-07-24,2026-07-27,ORD,1081.0,1081.6579843947627,1081.0,1075.25,scheduled_departures
2026-07-24,2026-07-28,ORD,1065.0,1078.7312159450096,1066.0,1059.0,scheduled_departures
2026-07-24,2026-07-29,ORD,1070.0,1074.901196371305,1071.0,1067.5,scheduled_departures
2026-07-24,2026-07-30,ORD,1081.0,1086.979992000539,1081.0,1078.5,scheduled_departures
2026-07-24,2026-07-31,ORD,1082.0,1087.542519173907,1082.0,1078.5,scheduled_departures
2026-07-24,2026-07-25,PHX,482.0,482.5121202086082,482.0,439.5,scheduled_departures
2026-07-24,2026-07-26,PHX,529.0,525.51572571437,528.0,526.75,scheduled_departures
2026-07-24,2026-07-27,PHX,542.0,540.8761429190528,543.0,541.25,scheduled_departures
2026-07-24,2026-07-28,PHX,515.0,525.1751007326799,517.0,514.25,scheduled_departures
2026-07-24,2026-07-29,PHX,518.0,518.1178817615623,520.0,516.0,scheduled_departures
2026-07-24,2026-07-30,PHX,540.0,538.3535576974007,541.0,540.5,scheduled_departures
2026-07-24,2026-07-31,PHX,541.0,539.9160848707687,543.0,540.5,scheduled_departures
2026-07-24,2026-07-25,SEA,497.0,499.2792046717604,498.0,476.75,scheduled_departures
2026-07-24,2026-07-26,SEA,539.0,538.2257616425411,540.0,530.5,scheduled_departures
2026-07-24,2026-07-27,SEA,538.0,538.2654815021199,538.0,534.25,scheduled_departures
2026-07-24,2026-07-28,SEA,522.0,531.2407851462177,522.0,520.5,scheduled_departures
2026-07-24,2026-07-29,SEA,519.0,518.8634119875347,519.0,517.5,scheduled_departures
2026-07-24,2026-07-30,SEA,538.0,539.0936366731587,538.0,534.5,scheduled_departures
2026-07-24,2026-07-31,SEA,536.0,536.6561638465267,536.0,531.5,scheduled_departures
2026-06-05,2026-06-06,ATL,0.13066,0.14832041607086446,0.13893,0.17793750000000003,arr_delay_rate
2026-06-05,2026-06-07,ATL,0.22919,0.20396387134402566,0.1694,0.235785,arr_delay_rate
2026-06-05,2026-06-08,ATL,0.26226,0.1892484785636597,0.16043,0.25118999999999997,arr_delay_rate
2026-06-05,2026-06-09,ATL,0.1264,0.15685126048205722,0.10282,0.20738499999999999,arr_delay_rate
2026-06-05,2026-06-10,ATL,0.18913,0.1562971422226383,0.08511,0.1674275,arr_delay_rate
2026-06-05,2026-06-11,ATL,0.20302,0.19857212203666413,0.09382,0.15065,arr_delay_rate
2026-06-05,2026-06-12,ATL,0.24646,0.1347685276914649,0.07051,0.2409,arr_delay_rate
2026-06-05,2026-06-06,CLT,0.1617,0.2360913627996761,0.371,0.2604275,arr_delay_rate
2026-06-05,2026-06-07,CLT,0.18849,0.18699153093304102,0.18654,0.21316249999999998,arr_delay_rate
2026-06-05,2026-06-08,CLT,0.24023,0.1799897328563903,0.37109,0.2456525,arr_delay_rate
2026-06-05,2026-06-09,CLT,0.19959,0.11696276842710941,0.12979,0.179305,arr_delay_rate
2026-06-05,2026-06-10,CLT,0.26735,0.17950012941920163,0.10678,0.193375,arr_delay_rate
2026-06-05,2026-06-11,CLT,0.24752,0.20180424892114762,0.175,0.231215,arr_delay_rate
2026-06-05,2026-06-12,CLT,0.37931,0.21205934701227636,0.08949,0.18806499999999998,arr_delay_rate
2026-06-05,2026-06-06,DEN,0.25694,0.19748364820422282,0.30889,0.19700499999999999,arr_delay_rate
2026-06-05,2026-06-07,DEN,0.39835,0.15968301456553938,0.16021,0.21600499999999997,arr_delay_rate
2026-06-05,2026-06-08,DEN,0.52134,0.21135187355804408,0.54517,0.3319975,arr_delay_rate
2026-06-05,2026-06-09,DEN,0.27681,0.14179618422173138,0.2235,0.1968925,arr_delay_rate
2026-06-05,2026-06-10,DEN,0.27455,0.19462310564781918,0.26474,0.2243125,arr_delay_rate
2026-06-05,2026-06-11,DEN,0.36864,0.20497730303128253,0.3498,0.304585,arr_delay_rate
2026-06-05,2026-06-12,DEN,0.3055,0.1812306408272427,0.21976,0.24722000000000002,arr_delay_rate
2026-06-05,2026-06-06,DFW,0.48333,0.2403138182624684,0.1566,0.2379,arr_delay_rate
2026-06-05,2026-06-07,DFW,0.80718,0.2490797001726521,0.23723,0.38781,arr_delay_rate
2026-06-05,2026-06-08,DFW,0.45358,0.22316326412643486,0.23258,0.30499750000000003,arr_delay_rate
2026-06-05,2026-06-09,DFW,0.22722,0.29302877232791347,0.46051,0.4220925,arr_delay_rate
2026-06-05,2026-06-10,DFW,0.21082,0.21055746909584153,0.24535,0.32475,arr_delay_rate
2026-06-05,2026-06-11,DFW,0.2955,0.22887531956077278,0.31712,0.2857075,arr_delay_rate
2026-06-05,2026-06-12,DFW,0.63158,0.19370296195170808,0.28647,0.23378,arr_delay_rate
2026-06-05,2026-06-06,LAS,0.1752,0.13963660379365206,0.13032,0.12857,arr_delay_rate
2026-06-05,2026-06-07,LAS,0.33402,0.18606287297627322,0.18462,0.2650525,arr_delay_rate
2026-06-05,2026-06-08,LAS,0.29459,0.25030268591001076,0.25703,0.36689499999999997,arr_delay_rate
2026-06-05,2026-06-09,LAS,0.19471,0.1585343433918725,0.15422,0.2096825,arr_delay_rate
2026-06-05,2026-06-10,LAS,0.24402,0.14818572796701457,0.21277,0.21833999999999998,arr_delay_rate
