route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct
BWI-CLE,BWI,CLE,314.0,970,1,77.36,6.4,38.0,1.649
BWI-CLT,BWI,CLT,361.0,2960,6,81.55,4.16,37.0,1.689
BWI-CVG,BWI,CVG,430.0,721,1,81.27,4.03,34.1,1.526
BWI-GRR,BWI,GRR,528.0,440,1,73.84,8.87,44.0,1.591
BWI-ISP,BWI,ISP,220.0,1236,1,78.33,6.45,35.2,1.861
BWI-MCI,BWI,MCI,966.0,879,1,77.43,6.7,40.7,1.593
BWI-MIA,BWI,MIA,946.0,2289,5,75.17,10.14,48.0,2.184
BWI-PIT,BWI,PIT,210.0,1075,1,79.11,5.7,38.0,2.047
BWI-SAT,BWI,SAT,1407.0,732,1,76.63,5.56,42.2,1.639
BWI-SAV,BWI,SAV,548.0,995,1,81.22,3.92,37.0,0.905
BWI-SEA,BWI,SEA,2335.0,719,2,70.93,8.34,46.0,0.974
BWI-SLC,BWI,SLC,1865.0,769,2,77.25,7.56,42.0,1.56
BWI-SMF,BWI,SMF,2395.0,364,1,63.71,12.66,53.0,0.824
BWI-STL,BWI,STL,738.0,1268,1,82.43,1.92,29.0,1.104
CHS-MDW,CHS,MDW,745.0,370,1,81.32,2.74,30.7,0.541
CLE-MDW,CLE,MDW,307.0,1110,1,83.29,1.45,30.6,1.081
CLT-BNA,CLT,BNA,328.0,3488,6,75.55,10.84,53.0,1.634
CMH-ATL,CMH,ATL,447.0,3155,3,85.33,0.39,28.0,1.585
CMH-AUS,CMH,AUS,1073.0,414,5,83.5,1.1,27.8,0.242
CMH-HOU,CMH,HOU,1000.0,354,1,81.02,1.43,34.8,0.282
CMH-LAS,CMH,LAS,1771.0,898,2,79.6,3.93,32.0,0.445
CMH-MDW,CMH,MDW,283.0,1239,1,81.27,4.9,33.0,1.614
CVG-BWI,CVG,BWI,430.0,720,1,84.87,2.47,25.4,1.111
CVG-DEN,CVG,DEN,1069.0,1504,4,82.59,4.79,32.9,0.931
CVG-MDW,CVG,MDW,249.0,538,1,81.4,7.27,35.0,1.115
DAL-AUS,DAL,AUS,189.0,2336,1,77.08,5.85,44.0,1.027
DAL-BHM,DAL,BHM,587.0,979,1,70.82,11.5,54.8,1.43
DAL-BUR,DAL,BUR,1243.0,396,1,71.32,10.27,51.8,1.768
DAL-COS,DAL,COS,602.0,799,1,74.08,10.19,49.0,0.876
DAL-DCA,DAL,DCA,1184.0,1732,1,66.69,16.28,66.0,1.963
DAL-LGB,DAL,LGB,1232.0,509,1,72.96,10.35,48.8,1.179
DAL-LIT,DAL,LIT,296.0,1038,1,72.36,10.48,48.0,0.674
DAL-PHL,DAL,PHL,1295.0,324,1,73.83,10.08,37.0,0.926
DAL-PHX,DAL,PHX,879.0,2873,1,74.23,7.64,47.0,2.019
DAL-PNS,DAL,PNS,592.0,490,1,70.45,11.57,47.7,0.612
DAL-SAT,DAL,SAT,247.0,2741,1,77.33,6.19,44.0,1.094
DAL-VPS,DAL,VPS,630.0,445,1,80.0,5.38,33.1,0.674
DCA-LAS,DCA,LAS,2089.0,729,2,70.06,9.1,56.6,1.235
DCA-MCI,DCA,MCI,949.0,1929,5,71.47,11.56,61.0,3.214
DCA-MKE,DCA,MKE,634.0,1347,3,77.02,8.37,47.7,4.454
DCA-OMA,DCA,OMA,1012.0,645,2,70.84,12.19,72.0,2.016
DEN-ALB,DEN,ALB,1610.0,319,2,65.19,18.56,67.5,0.627
DEN-BDL,DEN,BDL,1671.0,890,2,75.94,6.57,39.0,1.348
DEN-CLE,DEN,CLE,1201.0,1841,3,76.35,6.91,43.0,0.326
DEN-CLT,DEN,CLT,1337.0,2787,5,82.9,-0.37,31.3,1.22
DEN-DAL,DEN,DAL,651.0,2983,1,70.6,11.73,55.0,1.207
DEN-IAD,DEN,IAD,1452.0,3463,2,81.22,3.05,35.0,0.491
DEN-LAS,DEN,LAS,628.0,7133,3,75.69,8.28,51.0,0.603
DEN-ORF,DEN,ORF,1553.0,636,2,70.32,11.25,48.1,0.943
DEN-PIT,DEN,PIT,1290.0,1657,3,73.7,9.4,49.0,0.362
DEN-PNS,DEN,PNS,1179.0,629,4,75.12,5.26,37.8,0.318
DEN-RNO,DEN,RNO,804.0,2469,4,74.99,9.18,48.0,0.284
DEN-SAN,DEN,SAN,853.0,6035,5,75.38,6.27,47.0,0.663
DEN-SJC,DEN,SJC,948.0,2560,3,74.13,8.44,49.0,0.352
ECP-BNA,ECP,BNA,401.0,1078,1,79.0,7.22,36.5,0.186
ECP-HOU,ECP,HOU,570.0,365,1,77.81,4.21,42.2,0.0
ELP-DEN,ELP,DEN,563.0,1864,3,79.9,6.86,50.0,0.322
ELP-HOU,ELP,HOU,677.0,1037,1,83.71,2.51,27.0,0.482
FLL-CMH,FLL,CMH,973.0,764,3,63.6,17.29,65.2,3.01
FLL-DEN,FLL,DEN,1703.0,1607,3,82.77,3.86,35.0,0.249
FLL-PIT,FLL,PIT,994.0,1109,3,65.34,19.13,80.4,2.435
FLL-STL,FLL,STL,1057.0,828,3,77.31,4.68,37.0,0.483
GEG-SMF,GEG,SMF,649.0,607,1,86.78,-2.18,21.0,0.165
HNL-LAS,HNL,LAS,2762.0,2198,3,81.66,2.69,29.0,0.273
HNL-PHX,HNL,PHX,2917.0,1317,4,84.7,3.43,23.0,0.607
HNL-SAN,HNL,SAN,2614.0,1771,3,77.87,6.8,32.0,0.96
HOU-CMH,HOU,CMH,1000.0,355,1,76.49,9.58,36.0,0.282
HOU-ECP,HOU,ECP,570.0,357,1,68.35,10.16,49.4,0.0
HOU-HRL,HOU,HRL,277.0,1180,1,76.08,4.75,39.0,0.085
HOU-LAS,HOU,LAS,1235.0,2021,1,80.48,2.89,34.0,0.346
HOU-MSY,HOU,MSY,303.0,2297,1,83.01,1.66,29.0,0.218
HOU-OAK,HOU,OAK,1642.0,375,1,76.2,5.49,36.0,0.267
HOU-OKC,HOU,OKC,419.0,1229,1,77.16,6.29,39.0,0.814
HOU-PIT,HOU,PIT,1131.0,316,1,71.97,11.5,37.1,0.633
HOU-SAN,HOU,SAN,1313.0,962,1,76.26,4.65,36.9,0.728
HOU-SJC,HOU,SJC,1621.0,364,1,84.57,0.58,22.0,0.0
HOU-SLC,HOU,SLC,1214.0,409,1,79.85,3.06,32.0,0.489
HOU-STL,HOU,STL,687.0,1559,1,79.84,4.86,35.0,0.449
HRL-AUS,HRL,AUS,273.0,708,1,81.82,3.63,31.0,0.141
IAD-PHX,IAD,PHX,1956.0,1036,2,81.76,-0.36,31.6,0.772
IND-ATL,IND,ATL,432.0,3160,4,88.08,-4.42,20.0,1.297
IND-DEN,IND,DEN,976.0,2494,3,78.6,6.02,41.0,0.521
IND-LAS,IND,LAS,1590.0,1348,4,78.86,4.43,35.0,0.519
IND-MCO,IND,MCO,829.0,2435,4,79.19,6.87,45.0,1.273
IND-PHX,IND,PHX,1489.0,1530,3,79.39,6.17,39.2,0.327
JAN-HOU,JAN,HOU,359.0,729,1,83.49,-2.07,29.0,0.274
JAX-DEN,JAX,DEN,1446.0,1020,2,82.15,3.88,37.7,0.294
JAX-STL,JAX,STL,753.0,507,1,87.87,-1.9,21.0,0.592
KOA-OGG,KOA,OGG,84.0,1460,3,87.23,2.32,19.0,0.205
LAS-BHM,LAS,BHM,1618.0,359,1,73.67,5.51,34.0,0.279
LAS-BZN,LAS,BZN,701.0,599,2,76.94,4.66,34.0,0.334
LAS-DTW,LAS,DTW,1749.0,2789,4,81.13,3.66,34.0,0.61
LAS-ELP,LAS,ELP,584.0,1334,2,74.19,8.38,46.6,0.45
LAS-FAT,LAS,FAT,259.0,1714,2,77.57,5.8,39.0,0.642
LAS-GRR,LAS,GRR,1642.0,385,2,80.89,5.46,36.0,0.0
LAS-HNL,LAS,HNL,2762.0,2202,3,77.12,7.73,35.0,0.318
LAS-HOU,LAS,HOU,1235.0,2021,1,73.17,8.74,44.0,0.396
LAS-LGB,LAS,LGB,231.0,2117,1,77.06,4.79,36.0,0.331
LAS-MCI,LAS,MCI,1139.0,1992,4,76.36,6.0,38.0,0.653
LAS-MCO,LAS,MCO,2039.0,1959,5,74.37,7.74,44.0,0.306
LAS-MSP,LAS,MSP,1299.0,2134,3,85.35,-0.09,24.0,1.031
LAS-PDX,LAS,PDX,763.0,2956,4,78.99,4.05,38.0,0.609
LAS-SFO,LAS,SFO,414.0,6115,5,60.59,17.81,69.0,0.703
LAS-SLC,LAS,SLC,368.0,3744,5,82.75,1.51,32.0,0.721
LAX-BNA,LAX,BNA,1798.0,2320,4,80.72,4.64,31.0,0.948
LAX-HNL,LAX,HNL,2556.0,5514,6,76.69,8.79,46.0,0.417
LAX-HOU,LAX,HOU,1390.0,1194,1,71.09,9.35,41.0,0.168
LAX-OAK,LAX,OAK,337.0,2080,1,80.12,0.89,35.0,0.385
LGB-BNA,LGB,BNA,1785.0,365,1,88.74,-0.33,16.0,0.274
LGB-RNO,LGB,RNO,402.0,694,1,84.18,-0.57,33.2,0.432
LGB-SJC,LGB,SJC,324.0,1239,1,86.89,-4.08,22.0,0.242
LIH-OGG,LIH,OGG,202.0,1460,3,82.89,4.49,24.0,0.137
MAF-DAL,MAF,DAL,319.0,1353,1,88.96,-2.44,18.0,1.33
MCI-ATL,MCI,ATL,692.0,3272,4,87.22,-2.22,22.0,1.375
MCI-AUS,MCI,AUS,650.0,982,2,80.9,2.96,38.7,0.407
MCI-BNA,MCI,BNA,491.0,1374,2,81.34,5.03,31.0,0.728
MCI-IND,MCI,IND,451.0,350,1,78.0,4.95,33.1,0.0
MCI-LAX,MCI,LAX,1363.0,1313,4,82.38,0.51,31.0,0.533
MCI-MDW,MCI,MDW,404.0,2107,1,80.2,4.82,31.0,1.139
MCI-MSY,MCI,MSY,690.0,364,1,77.13,5.93,36.8,0.275
MCI-PHX,MCI,PHX,1044.0,2474,5,78.99,7.24,37.0,0.606
MCI-STL,MCI,STL,237.0,1020,1,86.0,-1.07,27.0,0.49
MCO-BUF,MCO,BUF,1011.0,1790,3,66.89,15.77,69.0,1.285
MCO-BWI,MCO,BWI,787.0,4695,3,75.66,8.03,48.0,2.066
MCO-CVG,MCO,CVG,757.0,1793,4,74.72,12.2,57.7,1.45
MCO-DAL,MCO,DAL,973.0,2633,1,73.37,10.28,50.0,1.633
MCO-DCA,MCO,DCA,759.0,4579,5,69.51,16.84,72.0,2.228
MCO-DEN,MCO,DEN,1547.0,4539,3,80.24,2.31,37.0,0.595
MCO-ISP,MCO,ISP,971.0,1423,3,75.56,7.4,46.0,1.757
MCO-OMA,MCO,OMA,1211.0,378,2,74.46,8.66,44.0,1.587
MCO-ORF,MCO,ORF,655.0,801,3,71.61,13.9,58.2,3.246
MCO-PHX,MCO,PHX,1849.0,1852,3,78.14,6.76,40.0,0.54
MCO-PVD,MCO,PVD,1072.0,1590,2,72.65,12.19,59.0,1.698
MCO-RDU,MCO,RDU,534.0,2704,4,76.71,9.23,56.0,1.701
MCO-SAT,MCO,SAT,1041.0,1086,3,75.0,7.69,50.0,1.565
MCO-SDF,MCO,SDF,719.0,856,3,74.58,9.06,48.0,2.103
MCO-SJU,MCO,SJU,1188.0,6076,4,73.06,13.12,54.0,1.103
MDW-ALB,MDW,ALB,717.0,728,1,70.69,12.68,49.1,0.962
MDW-BOS,MDW,BOS,861.0,1360,1,66.79,16.36,67.8,1.176
MDW-BUF,MDW,BUF,468.0,824,1,73.86,10.0,43.0,1.456
MDW-BWI,MDW,BWI,611.0,1857,2,79.03,6.28,36.0,2.693
MDW-CMH,MDW,CMH,283.0,1235,1,81.45,2.3,30.0,1.7
MDW-DAL,MDW,DAL,793.0,2185,1,77.35,5.46,41.0,1.968
MDW-FLL,MDW,FLL,1167.0,1123,1,73.98,9.82,44.8,1.603
MDW-GRR,MDW,GRR,137.0,931,1,75.16,9.08,47.0,0.859
MDW-MIA,MDW,MIA,1182.0,503,2,72.87,10.49,46.7,1.193
MDW-OKC,MDW,OKC,691.0,559,1,74.82,8.93,50.3,1.789
MDW-ONT,MDW,ONT,1706.0,360,1,70.22,11.64,45.0,1.111
MDW-PIT,MDW,PIT,402.0,1116,1,81.09,3.1,31.0,1.434
MDW-PVD,MDW,PVD,842.0,779,1,76.92,8.44,50.0,1.412
MDW-RIC,MDW,RIC,629.0,413,1,71.81,8.88,47.0,0.969
MDW-SFO,MDW,SFO,1855.0,485,1,48.12,26.76,75.0,1.237
MDW-SRQ,MDW,SRQ,1035.0,520,1,74.31,7.68,37.0,1.346
MDW-STL,MDW,STL,251.0,1708,1,81.96,2.05,34.0,1.288
MDW-TPA,MDW,TPA,997.0,1581,2,77.91,6.88,37.0,1.392
MEM-BNA,MEM,BNA,200.0,515,1,73.88,7.72,39.4,0.388
MEM-DEN,MEM,DEN,872.0,1364,4,78.93,7.27,40.0,0.88
MIA-AUS,MIA,AUS,1103.0,2192,5,71.8,12.44,59.0,0.958
MKE-BNA,MKE,BNA,475.0,971,1,81.52,3.66,30.0,1.339
MKE-BWI,MKE,BWI,641.0,826,1,85.12,2.41,26.0,1.211
MKE-MCI,MKE,MCI,436.0,349,1,86.71,-0.09,23.5,0.86
MSP-BNA,MSP,BNA,695.0,1747,3,81.41,1.32,29.5,1.546
MSP-LAS,MSP,LAS,1299.0,2129,3,81.68,2.68,33.9,1.127
MSY-BNA,MSY,BNA,471.0,1483,2,77.66,7.43,35.0,0.607
MSY-BWI,MSY,BWI,998.0,1157,3,80.76,5.53,34.0,1.124
MSY-FLL,MSY,FLL,673.0,1412,3,74.25,12.18,50.0,2.337
MSY-HOU,MSY,HOU,303.0,2297,1,76.17,5.94,39.0,0.609
MSY-MCI,MSY,MCI,690.0,364,1,80.17,7.34,37.0,0.275
MSY-SAN,MSY,SAN,1600.0,342,1,69.5,8.88,46.0,0.0
MSY-TPA,MSY,TPA,487.0,1063,3,77.14,7.8,45.1,1.035
MYR-BNA,MYR,BNA,471.0,635,1,83.17,3.94,28.1,0.787
OAK-AUS,OAK,AUS,1497.0,359,1,76.32,8.85,28.0,0.0
OAK-BOI,OAK,BOI,512.0,555,1,84.3,2.02,26.0,0.0
OAK-LGB,OAK,LGB,353.0,1597,1,86.18,-1.12,23.0,0.25
OAK-SAN,OAK,SAN,446.0,3214,3,65.3,15.28,55.0,0.871
OGG-PHX,OGG,PHX,2844.0,856,2,93.33,-6.17,8.7,0.234
OGG-SMF,OGG,SMF,2403.0,481,3,75.32,7.67,38.4,0.624
OKC-HOU,OKC,HOU,419.0,1230,1,82.7,1.16,31.0,0.732
OKC-MCO,OKC,MCO,1069.0,327,2,75.16,10.23,36.9,0.612
ONT-BNA,ONT,BNA,1751.0,336,1,77.41,7.35,29.9,0.595
ONT-SJC,ONT,SJC,333.0,1319,1,85.51,-0.74,27.0,0.076
ORD-DEN,ORD,DEN,888.0,6138,5,75.06,11.36,57.0,1.238
ORD-MCO,ORD,MCO,1005.0,6272,5,72.96,12.8,64.0,1.626
PBI-ISP,PBI,ISP,1052.0,1222,3,73.98,9.65,52.2,1.637
PDX-DEN,PDX,DEN,991.0,4286,5,82.53,2.34,31.0,0.373
PDX-LAS,PDX,LAS,763.0,2956,4,80.55,5.12,32.0,0.507
PHX-ATL,PHX,ATL,1587.0,3734,4,81.45,6.19,34.0,0.83
PHX-AUS,PHX,AUS,872.0,3351,5,74.86,9.61,45.0,0.716
PHX-COS,PHX,COS,551.0,1001,1,73.57,8.5,40.6,0.1
PHX-HOU,PHX,HOU,1020.0,2119,1,71.67,11.14,42.0,0.472
PHX-LAS,PHX,LAS,255.0,6014,5,78.18,7.56,44.0,1.048
PHX-OAK,PHX,OAK,646.0,1925,1,76.21,6.69,39.0,0.416
PHX-SNA,PHX,SNA,338.0,4638,3,79.02,5.4,35.0,0.474
PIT-ATL,PIT,ATL,526.0,2754,2,89.89,-6.97,15.0,2.179
PIT-FLL,PIT,FLL,994.0,1105,3,79.55,5.47,35.0,2.896
PIT-MDW,PIT,MDW,402.0,1118,1,79.6,7.18,33.3,1.073
PIT-TPA,PIT,TPA,873.0,818,2,79.44,5.55,51.0,0.122
PNS-DEN,PNS,DEN,1179.0,629,4,66.08,15.5,71.0,0.318
PNS-HOU,PNS,HOU,488.0,348,1,81.5,1.05,29.0,0.575
PSP-LAS,PSP,LAS,173.0,742,1,80.76,4.17,36.3,0.539
PSP-OAK,PSP,OAK,418.0,470,1,85.62,0.87,33.0,0.851
PVD-MCO,PVD,MCO,1072.0,1592,2,76.57,7.49,46.3,1.822
PVD-MDW,PVD,MDW,842.0,777,1,85.26,0.19,27.0,1.544
RDU-AUS,RDU,AUS,1162.0,521,1,78.76,4.99,35.3,0.576
RDU-HOU,RDU,HOU,1050.0,354,1,82.91,-0.74,26.0,0.847
RDU-MDW,RDU,MDW,632.0,961,1,78.89,5.87,35.3,1.977
RIC-BNA,RIC,BNA,527.0,467,2,76.77,7.46,36.0,0.428
RNO-BUR,RNO,BUR,374.0,423,1,82.19,3.04,48.0,0.236
RNO-SAN,RNO,SAN,488.0,1208,3,71.85,9.6,46.0,1.242
RSW-BWI,RSW,BWI,919.0,1413,2,79.72,5.95,35.0,2.194
RSW-MDW,RSW,MDW,1105.0,1161,1,74.16,11.36,49.7,1.55
SAN-BWI,SAN,BWI,2295.0,1160,1,77.99,2.68,34.0,1.552
SAN-HOU,SAN,HOU,1313.0,962,1,71.2,8.24,41.6,0.416
SAN-MCO,SAN,MCO,2149.0,1093,2,77.04,2.17,35.1,0.64
SAN-OAK,SAN,OAK,446.0,3203,3,74.33,6.19,45.0,0.968
SAN-STL,SAN,STL,1557.0,473,1,74.84,6.0,44.0,0.211
SAN-TUS,SAN,TUS,367.0,654,1,76.19,8.47,53.0,0.306
SAT-ATL,SAT,ATL,874.0,2999,3,85.87,1.45,26.2,1.701
SAT-DAL,SAT,DAL,247.0,2742,1,83.31,2.17,31.0,1.131
SAT-MCO,SAT,MCO,1041.0,1054,3,77.33,10.7,45.8,1.613
SAT-MDW,SAT,MDW,1036.0,661,1,76.84,7.42,35.0,1.059
SAT-SAN,SAT,SAN,1129.0,610,1,78.02,4.63,40.6,0.328
SAT-STL,SAT,STL,786.0,548,1,85.74,0.36,25.0,0.0
SAV-BNA,SAV,BNA,417.0,904,1,80.6,4.99,31.0,0.774
SEA-BWI,SEA,BWI,2335.0,719,2,80.22,-2.17,27.0,0.417
SFO-DEN,SFO,DEN,967.0,5461,3,75.29,7.55,49.0,0.403
SFO-LAS,SFO,LAS,414.0,6118,5,72.67,12.07,61.0,0.654
SFO-STL,SFO,STL,1735.0,760,3,64.09,16.37,71.2,0.921
SJC-AUS,SJC,AUS,1476.0,1121,1,75.04,7.86,38.7,0.268
SJC-MDW,SJC,MDW,1838.0,519,1,84.21,-0.96,21.8,0.193
SLC-MDW,SLC,MDW,1259.0,619,1,83.74,-3.1,22.2,0.646
SMF-BUR,SMF,BUR,358.0,2606,1,85.4,-0.01,25.0,1.804
SMF-EUG,SMF,EUG,384.0,365,1,82.97,0.87,29.0,0.0
SMF-HNL,SMF,HNL,2462.0,730,3,80.91,1.29,28.0,0.137
SMF-LGB,SMF,LGB,387.0,1869,1,85.88,0.78,24.0,0.321
SMF-MCO,SMF,MCO,2408.0,323,1,83.85,-1.83,21.9,0.0
SNA-DAL,SNA,DAL,1216.0,364,1,75.42,6.54,31.3,0.549
SNA-DEN,SNA,DEN,846.0,3686,3,83.54,2.24,31.0,0.407
SNA-OAK,SNA,OAK,371.0,2352,2,84.77,-1.69,26.4,0.638
SNA-PHX,SNA,PHX,338.0,4636,3,82.21,5.23,32.0,0.69
SRQ-BWI,SRQ,BWI,880.0,1250,1,84.06,2.2,31.8,1.6
SRQ-STL,SRQ,STL,903.0,349,1,83.29,4.3,33.0,0.287
STL-BNA,STL,BNA,272.0,1287,1,82.38,2.58,30.4,0.622
STL-CMH,STL,CMH,409.0,675,1,81.67,3.34,33.0,0.296
STL-DSM,STL,DSM,259.0,402,1,81.7,0.74,30.0,0.498
STL-JAX,STL,JAX,753.0,507,1,78.46,6.81,38.0,0.197
STL-MDW,STL,MDW,251.0,1704,1,80.01,3.87,34.0,1.232
STL-MIA,STL,MIA,1068.0,1170,4,82.2,1.06,31.0,0.684
STL-PHX,STL,PHX,1262.0,2315,5,74.73,13.07,50.2,0.518
STL-PIT,STL,PIT,554.0,500,1,79.36,6.52,43.0,0.0
STL-SAN,STL,SAN,1557.0,473,1,77.28,4.94,35.0,0.211
STL-SFO,STL,SFO,1735.0,761,3,60.26,23.6,89.0,0.788
STL-TPA,STL,TPA,869.0,1228,2,80.12,6.35,35.0,0.57
TPA-DAL,TPA,DAL,917.0,1294,1,76.44,7.38,43.0,1.314
TPA-DEN,TPA,DEN,1506.0,3086,3,81.17,2.8,35.0,0.389
TPA-RDU,TPA,RDU,587.0,1290,3,81.82,3.23,34.6,1.86
TPA-STL,TPA,STL,869.0,1229,2,83.47,1.37,29.0,0.57
TUL-AUS,TUL,AUS,426.0,310,1,86.73,-1.24,24.2,0.323
TUL-BNA,TUL,BNA,515.0,514,1,82.03,2.98,29.9,0.389
TUL-DAL,TUL,DAL,237.0,1049,1,87.09,-2.45,23.0,1.43
TUL-PHX,TUL,PHX,935.0,1254,3,82.84,7.57,33.4,0.478
TUL-STL,TUL,STL,351.0,403,1,92.44,-8.33,9.0,1.241
TUS-SAN,TUS,SAN,367.0,654,1,76.15,5.8,54.1,0.459
VPS-BNA,VPS,BNA,389.0,818,1,90.28,-0.69,14.0,0.611
DEN-GSP,DEN,GSP,1278.0,366,3,86.19,0.43,19.9,1.093
GSP-DEN,GSP,DEN,1278.0,366,3,81.18,1.87,40.5,1.093
ISP-TPA,ISP,TPA,1034.0,445,3,72.43,10.26,52.0,3.82
LIH-LAX,LIH,LAX,2615.0,1578,6,83.78,0.35,25.0,0.57
MCO-CLE,MCO,CLE,895.0,2112,4,77.51,8.12,53.0,1.042
MCO-SLC,MCO,SLC,1931.0,1506,4,82.49,4.09,37.0,0.598
PHL-TPA,PHL,TPA,920.0,2652,3,72.93,12.67,66.0,1.923
PIT-SRQ,PIT,SRQ,912.0,340,2,79.76,6.32,34.5,1.176
SAN-PDX,SAN,PDX,933.0,1776,3,83.84,-1.11,24.4,1.014
SEA-MCI,SEA,MCI,1490.0,1131,3,80.18,2.53,36.0,0.884
SFO-AUS,SFO,AUS,1504.0,2802,5,74.05,10.68,53.0,0.535
IND-MDW,IND,MDW,162.0,733,1,77.22,4.63,33.0,1.228
LAX-MCO,LAX,MCO,2218.0,3554,5,76.93,9.0,43.0,0.619
MIA-MCO,MIA,MCO,192.0,3765,3,72.7,14.12,65.0,0.93
SRQ-IND,SRQ,IND,876.0,351,2,71.92,13.58,69.0,0.57
TPA-PHL,TPA,PHL,920.0,2651,3,74.47,14.63,67.8,2.112
TPA-SAN,TPA,SAN,2087.0,642,2,75.24,3.1,38.3,0.467
ATL-DFW,ATL,DFW,731.0,6689,6,73.96,15.05,62.0,2.571
ANC-SEA,ANC,SEA,1448.0,6656,3,86.06,-3.16,23.0,0.871
SAT-SLC,SAT,SLC,1087.0,1009,1,86.66,-0.83,22.4,0.892
DTW-SLC,DTW,SLC,1481.0,1558,2,79.76,6.6,41.0,0.128
DFW-LAX,DFW,LAX,1235.0,6235,4,73.0,10.92,58.0,2.342
ATL-BTV,ATL,BTV,961.0,391,1,75.59,5.43,45.0,1.79
ATL-JAN,ATL,JAN,340.0,1956,1,84.68,0.76,30.0,1.431
ATL-ELP,ATL,ELP,1282.0,724,1,79.52,5.67,36.3,1.934
CVG-RSW,CVG,RSW,879.0,671,2,85.13,-1.08,26.4,0.894
EWR-SLC,EWR,SLC,1969.0,1337,2,77.81,8.64,48.0,2.094
IAD-SEA,IAD,SEA,2305.0,1851,3,77.68,4.79,39.0,1.026
LGA-MCO,LGA,MCO,950.0,5216,5,70.47,14.82,74.4,4.237
MCO-LGA,MCO,LGA,950.0,5216,5,68.11,18.5,83.0,3.93
PVD-ATL,PVD,ATL,903.0,1134,1,85.69,-1.75,29.4,2.734
MSP-ATL,MSP,ATL,907.0,3497,3,82.21,2.35,35.0,0.543
JFK-ATL,JFK,ATL,760.0,4249,3,76.48,8.31,55.0,2.589
ATL-JFK,ATL,JFK,760.0,4241,3,75.37,11.53,61.0,2.57
SLC-DFW,SLC,DFW,989.0,3866,4,78.84,9.57,45.0,2.431
ATL-ORF,ATL,ORF,516.0,2941,2,78.89,7.12,39.0,1.496
EYW-ATL,EYW,ATL,646.0,1460,1,85.53,2.38,35.0,1.712
MYR-ATL,MYR,ATL,317.0,1513,1,88.27,-4.19,21.0,1.983
EWR-MSP,EWR,MSP,1008.0,2220,4,79.59,8.11,52.0,4.279
MSP-EWR,MSP,EWR,1008.0,2220,4,78.38,5.41,54.0,4.279
MCI-DTW,MCI,DTW,629.0,1342,4,87.89,-3.65,23.0,1.267
GNV-ATL,GNV,ATL,300.0,1591,1,87.12,-1.79,27.0,1.823
MSP-IND,MSP,IND,503.0,1245,2,80.19,2.49,37.0,0.643
ATL-CHS,ATL,CHS,259.0,3221,2,83.21,4.2,31.0,1.739
CHS-ATL,CHS,ATL,259.0,3221,2,89.55,-3.37,17.0,1.801
DTW-PWM,DTW,PWM,668.0,613,3,82.51,3.88,37.0,0.816
CLT-ATL,CLT,ATL,226.0,4382,4,82.23,3.17,40.8,1.826
CLT-DTW,CLT,DTW,500.0,3509,5,82.04,4.05,40.0,1.681
FLL-JFK,FLL,JFK,1069.0,3888,2,70.37,14.46,71.0,4.192
MSP-FLL,MSP,FLL,1487.0,711,1,81.92,2.18,34.0,1.547
BDL-MSP,BDL,MSP,1050.0,832,1,83.31,1.66,32.0,2.404
JFK-PBI,JFK,PBI,1028.0,2205,2,74.59,8.49,64.0,4.444
PBI-JFK,PBI,JFK,1028.0,2206,2,74.19,14.52,74.0,4.17
JFK-MCO,JFK,MCO,944.0,4844,3,74.12,10.12,61.0,3.324
SLC-PHL,SLC,PHL,1927.0,818,2,84.59,0.56,27.3,2.078
SLC-EWR,SLC,EWR,1969.0,1337,2,80.17,5.2,39.0,2.393
ORD-SEA,ORD,SEA,1721.0,5558,4,68.25,14.31,58.0,1.475
ATL-TUL,ATL,TUL,674.0,1576,1,84.8,1.09,30.0,2.221
TPA-SLC,TPA,SLC,1888.0,368,2,89.37,-4.47,15.0,0.272
ATL-SFO,ATL,SFO,2139.0,3352,3,69.91,11.67,56.0,0.686
BUF-ATL,BUF,ATL,712.0,1520,3,80.09,4.22,40.0,2.171
SEA-ORD,SEA,ORD,1721.0,5551,4,75.59,10.17,52.0,1.297
LGA-JAX,LGA,JAX,834.0,631,2,73.28,8.57,66.6,5.547
ATL-PHL,ATL,PHL,666.0,5749,6,75.06,12.61,56.0,3.201
MEM-ATL,MEM,ATL,332.0,3422,3,86.55,-0.57,26.6,2.046
ATL-LIT,ATL,LIT,453.0,2294,1,85.27,0.84,30.0,1.962
ATL-MSP,ATL,MSP,907.0,3518,3,80.21,4.92,35.0,0.483
SMF-MSP,SMF,MSP,1517.0,591,1,92.5,-7.43,8.4,0.677
CHS-MSP,CHS,MSP,1087.0,318,1,80.51,9.9,43.6,1.572
MSP-SAN,MSP,SAN,1532.0,1303,1,78.3,2.76,36.0,0.767
ATL-ICT,ATL,ICT,782.0,1150,1,85.97,-1.1,24.0,1.304
MSP-MIA,MSP,MIA,1501.0,1129,2,82.9,-0.59,30.0,0.886
MSP-BOI,MSP,BOI,1142.0,783,1,79.9,4.65,35.0,0.511
DTW-PHL,DTW,PHL,453.0,2953,7,78.85,8.46,56.0,3.251
ATL-GSP,ATL,GSP,153.0,2818,1,83.86,1.91,31.0,1.632
ATL-CAE,ATL,CAE,192.0,1814,2,83.47,3.88,35.6,1.488
