route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct,log_flights,segment_id,segment,pc1,pc2
ATW-DTW,ATW,DTW,296.0,1069,2,79.32,10.97,78.4,1.403,3.028977705208778,1,"Thin route - long delay tail, high average delay",0.9959708424274145,-0.3986089623147889
MKE-DTW,MKE,DTW,237.0,1498,4,79.58,12.91,69.8,1.402,3.1755118133634475,0,"Trunk route - multi-carrier, unreliable",1.232889114243158,0.8847184585319028
DTW-FWA,DTW,FWA,128.0,679,1,73.44,19.64,88.7,0.589,2.8318697742805017,1,"Thin route - long delay tail, high average delay",1.9253711491221965,-1.5948815325312131
SGF-ATL,SGF,ATL,563.0,591,2,82.62,7.61,40.0,1.184,2.7715874808812555,2,"Thin route - reliable, short delay tail",-0.6942291224807974,-0.5526112812316095
MSY-AUS,MSY,AUS,445.0,1999,3,77.81,6.35,42.0,0.4,3.300812794118117,0,"Trunk route - multi-carrier, unreliable",-0.1648991098525373,0.9671955450904614
LGA-OKC,LGA,OKC,1341.0,774,2,72.59,11.83,69.0,5.943,2.8887409606828927,1,"Thin route - long delay tail, high average delay",2.152277928940333,-0.9871150948758395
IND-AUS,IND,AUS,919.0,1272,3,84.91,-0.15,26.0,0.236,3.104487111312395,2,"Thin route - reliable, short delay tail",-1.7655322081557407,0.9024771927046233
ONT-SEA,ONT,SEA,956.0,2505,4,86.35,-1.28,22.0,1.078,3.3988077302032647,2,"Thin route - reliable, short delay tail",-1.6107474318900803,2.0297118016992655
DTW-MEM,DTW,MEM,610.0,1012,4,77.42,11.27,68.6,1.68,3.0051805125037805,0,"Trunk route - multi-carrier, unreliable",1.1947608534205054,0.5001811010699274
DTW-PIT,DTW,PIT,201.0,984,3,78.48,10.4,60.0,0.711,2.9929950984313414,0,"Trunk route - multi-carrier, unreliable",0.5207509818546907,0.15514176220951031
SGU-SLC,SGU,SLC,272.0,1719,1,93.59,-8.65,6.0,0.175,3.2352758766870524,2,"Thin route - reliable, short delay tail",-3.6831106653250627,0.7342317294630685
EKO-SLC,EKO,SLC,200.0,578,1,95.64,-14.99,-5.0,0.692,2.761927838420529,2,"Thin route - reliable, short delay tail",-4.616391702997587,-0.0034973731998229046
MSP-XWA,MSP,XWA,553.0,1039,1,77.22,15.36,50.0,1.54,3.016615547557177,1,"Thin route - long delay tail, high average delay",0.5479930833537806,-0.8636624698158705
BRD-MSP,BRD,MSP,114.0,631,1,85.99,-2.57,34.0,1.585,2.8000293592441343,2,"Thin route - reliable, short delay tail",-1.7679891584990648,-0.6387180255016813
DEN-FAR,DEN,FAR,627.0,1422,3,79.22,8.02,51.2,0.844,3.1528995963937474,0,"Trunk route - multi-carrier, unreliable",0.09680858217467693,0.5655843402592415
HSV-DEN,HSV,DEN,1048.0,728,1,84.55,0.58,31.0,0.137,2.862131379313037,2,"Thin route - reliable, short delay tail",-1.9815810289615483,-0.6117293667021929
CRW-ORD,CRW,ORD,416.0,948,1,64.93,29.01,96.0,4.008,2.976808337338066,1,"Thin route - long delay tail, high average delay",4.209071351290471,-1.8235449708504954
ORD-FWA,ORD,FWA,157.0,2765,3,64.4,22.99,88.9,4.557,3.441695135640717,1,"Thin route - long delay tail, high average delay",4.293848505942966,0.24881257557592998
CPR-DEN,CPR,DEN,230.0,2600,1,82.98,2.82,41.0,0.769,3.4149733479708178,2,"Thin route - reliable, short delay tail",-0.9502888317460819,0.4235192833996987
AUS-IAH,AUS,IAH,140.0,2695,2,75.93,9.31,34.8,1.15,3.4305587695227575,0,"Trunk route - multi-carrier, unreliable",0.12028471544496751,0.7094022281957058
DEN-BIS,DEN,BIS,516.0,1466,1,76.27,13.06,64.7,0.614,3.166133970305109,1,"Thin route - long delay tail, high average delay",0.7052878138755211,-0.5949212331591409
DEN-MTJ,DEN,MTJ,197.0,1416,3,75.53,9.63,49.0,0.071,3.15106325335375,0,"Trunk route - multi-carrier, unreliable",0.32171073793309574,0.5351176488898032
LIT-DEN,LIT,DEN,771.0,1572,4,80.17,5.84,48.0,0.636,3.196452541703389,0,"Trunk route - multi-carrier, unreliable",-0.11902786611436193,1.2110950977616468
MLI-DEN,MLI,DEN,751.0,366,1,82.97,4.14,41.5,0.273,2.5634810853944106,2,"Thin route - reliable, short delay tail",-1.381515368142692,-1.3756547447782614
DEN-AVL,DEN,AVL,1248.0,427,3,86.46,3.58,23.0,0.937,2.630427875025024,2,"Thin route - reliable, short delay tail",-1.7906284307734817,-0.14385611613371713
MRY-DEN,MRY,DEN,959.0,728,2,93.21,-9.52,5.0,0.275,2.862131379313037,2,"Thin route - reliable, short delay tail",-3.829844483327634,0.4082595612108896
GEG-ORD,GEG,ORD,1498.0,714,3,65.04,20.93,69.2,1.541,2.8536982117761744,1,"Thin route - long delay tail, high average delay",2.4429731200792126,-0.7811979795900041
PSC-DEN,PSC,DEN,853.0,728,2,89.43,-5.69,15.0,0.549,2.862131379313037,2,"Thin route - reliable, short delay tail",-2.935161915459421,0.19377143584794107
BFL-SFO,BFL,SFO,238.0,583,1,74.44,9.93,43.2,0.686,2.765668554759014,2,"Thin route - reliable, short delay tail",-0.029777575647632414,-1.2187458245403926
AVL-DEN,AVL,DEN,1248.0,426,3,79.95,8.7,55.2,1.174,2.629409599102719,3,"Thin route - long-haul, rarely cancels",-0.03783428192743284,-0.593151979268859
BIL-DEN,BIL,DEN,455.0,1778,2,82.21,1.78,39.0,0.731,3.249931756634195,2,"Thin route - reliable, short delay tail",-0.9807830667081258,0.5677541567476789
BOI-SFO,BOI,SFO,522.0,1716,2,68.49,17.23,71.0,0.466,3.2345172835126865,1,"Thin route - long delay tail, high average delay",1.8889770371944,-0.24200692404003837
ORD-GRB,ORD,GRB,173.0,2698,3,70.54,16.8,73.8,4.448,3.4310419453358856,1,"Thin route - long delay tail, high average delay",2.9710953280732038,0.5690964837349141
LEX-DEN,LEX,DEN,1086.0,365,2,85.32,2.49,26.0,0.822,2.5622928644564746,2,"Thin route - reliable, short delay tail",-1.867653102546955,-0.7632311635682189
AMA-DEN,AMA,DEN,359.0,685,1,78.14,8.87,61.3,2.044,2.8356905714924254,2,"Thin route - reliable, short delay tail",0.4125567470007314,-1.1603736878034523
DEN-EUG,DEN,EUG,996.0,1268,3,73.36,9.69,43.0,0.237,3.1031192535457137,0,"Trunk route - multi-carrier, unreliable",0.2272525627929366,0.367713561904449
IAH-LIT,IAH,LIT,374.0,651,1,77.28,9.72,52.4,0.461,2.813580988568192,2,"Thin route - reliable, short delay tail",-0.07514469953556908,-1.1306291593734124
DEN-ATW,DEN,ATW,883.0,411,3,69.7,10.53,62.0,0.73,2.6138418218760693,1,"Thin route - long delay tail, high average delay",1.0063757986901285,-0.8513161495396213
GRB-ORD,GRB,ORD,173.0,2698,3,72.52,16.08,72.8,4.448,3.4310419453358856,1,"Thin route - long delay tail, high average delay",2.7431368969309897,0.6265259225708016
FAT-DEN,FAT,DEN,844.0,1449,3,87.83,-2.11,21.5,0.0,3.1610683854711747,2,"Thin route - reliable, short delay tail",-2.262381524639227,1.1550733843322383
RNO-SFO,RNO,SFO,192.0,1928,2,61.87,18.63,69.0,1.4,3.285107029566812,1,"Thin route - long delay tail, high average delay",2.730262031412822,-0.2766054864618564
ORD-CAK,ORD,CAK,344.0,2028,3,65.13,27.83,100.0,5.572,3.3070679506612985,1,"Thin route - long delay tail, high average delay",5.008594903299538,-0.23391916703510937
MAF-IAH,MAF,IAH,429.0,777,2,82.25,6.92,29.0,0.515,2.890421018800914,2,"Thin route - reliable, short delay tail",-1.0886940999330665,-0.19643067445822116
MAF-DEN,MAF,DEN,563.0,1506,2,83.19,5.95,37.4,0.863,3.177824971864682,2,"Thin route - reliable, short delay tail",-0.8323543324277998,0.35052726526468564
GRI-DFW,GRI,DFW,562.0,707,1,74.89,20.92,98.0,2.829,2.8494194137968996,1,"Thin route - long delay tail, high average delay",2.6003416885238937,-1.7259783704115184
DFW-MHK,DFW,MHK,431.0,1088,2,82.21,3.11,35.4,2.482,3.036628895362161,2,"Thin route - reliable, short delay tail",-0.6622822282770312,0.0756054044344352
LAX-XNA,LAX,XNA,1371.0,442,2,88.21,-3.4,23.0,0.226,2.645422269349092,2,"Thin route - reliable, short delay tail",-2.71787751817194,-0.4039524307140488
ORD-CVG,ORD,CVG,264.0,4672,6,73.36,13.37,66.0,3.232,3.669502834104343,0,"Trunk route - multi-carrier, unreliable",2.5436515749255943,2.695516692661348
ORD-RIC,ORD,RIC,642.0,2223,4,71.67,15.1,60.0,2.924,3.3469394626989906,0,"Trunk route - multi-carrier, unreliable",2.0879298654428373,1.033175153724261
PHX-SJC,PHX,SJC,621.0,2987,4,78.28,5.81,38.0,0.502,3.475235222604128,0,"Trunk route - multi-carrier, unreliable",-0.13575932175784308,1.8313304733448144
LAX-IAH,LAX,IAH,1379.0,5216,5,84.85,1.19,27.0,0.498,3.717337582723864,0,"Trunk route - multi-carrier, unreliable",-1.1283783281756679,3.0321942456205013
PHX-PSC,PHX,PSC,962.0,693,1,85.26,1.23,29.9,0.144,2.8407332346118066,2,"Thin route - reliable, short delay tail",-2.0147309104855187,-0.6418917973504168
STS-PHX,STS,PHX,699.0,693,3,76.92,10.73,40.2,0.433,2.8407332346118066,2,"Thin route - reliable, short delay tail",-0.06272122630203444,-0.08941057858554188
DFW-TUL,DFW,TUL,237.0,2781,4,72.7,14.31,61.0,3.128,3.4442009888641594,0,"Trunk route - multi-carrier, unreliable",2.131437775842662,1.286384367956455
DFW-SAT,DFW,SAT,247.0,4376,4,67.03,21.5,80.0,3.154,3.641077313325374,1,"Thin route - long delay tail, high average delay",3.6387332483927923,1.3094505687459046
LAX-STL,LAX,STL,1592.0,1027,2,76.25,7.72,38.2,0.584,3.0115704435972783,3,"Thin route - long-haul, rarely cancels",-0.4495595520641797,-0.23089400646997713
DDC-DEN,DDC,DEN,292.0,627,1,75.69,23.55,86.0,1.276,2.7972675408307164,1,"Thin route - long delay tail, high average delay",2.0631815261897315,-1.7213509495534711
ORD-SUX,ORD,SUX,436.0,365,1,61.7,36.97,90.7,4.932,2.5622928644564746,1,"Thin route - long delay tail, high average delay",4.9023592751653275,-2.888278165398712
DEN-ATY,DEN,ATY,519.0,362,1,85.0,0.01,34.1,0.276,2.558708570533166,2,"Thin route - reliable, short delay tail",-1.9768097789443406,-1.195649417081382
IAD-MGW,IAD,MGW,140.0,362,1,73.65,46.57,125.2,6.077,2.558708570533166,1,"Thin route - long delay tail, high average delay",5.848179543746729,-3.1196976945230563
ORD-MCW,ORD,MCW,288.0,627,1,71.72,13.28,69.0,6.22,2.7972675408307164,1,"Thin route - long delay tail, high average delay",2.369779243222332,-1.6221970655391653
BTM-DEN,BTM,DEN,578.0,365,1,80.44,8.15,44.8,0.274,2.5622928644564746,2,"Thin route - reliable, short delay tail",-0.800911192374565,-1.5146214150921204
EAU-ORD,EAU,ORD,269.0,626,1,72.01,27.55,91.8,4.952,2.7965743332104296,1,"Thin route - long delay tail, high average delay",3.6227674684456823,-2.0233020885491246
DEN-RKS,DEN,RKS,260.0,728,1,78.16,11.65,47.0,0.549,2.862131379313037,2,"Thin route - reliable, short delay tail",-0.09764652315672781,-1.0121607847144922
EAR-DEN,EAR,DEN,305.0,626,1,86.29,3.68,27.1,0.639,2.7965743332104296,2,"Thin route - reliable, short delay tail",-1.8013978090416958,-0.7078284979359278
JST-IAD,JST,IAD,119.0,330,1,73.98,39.08,239.2,3.333,2.5185139398778875,1,"Thin route - long delay tail, high average delay",7.679622638235597,-3.7224348575568293
IAD-JST,IAD,JST,119.0,330,1,76.11,35.08,126.2,3.636,2.5185139398778875,1,"Thin route - long delay tail, high average delay",4.3324842257583045,-2.850737387650253
DEN-DVL,DEN,DVL,638.0,627,1,85.95,-2.86,28.0,1.914,2.7972675408307164,2,"Thin route - reliable, short delay tail",-1.9513462968808815,-0.6509211808371352
DEN-SGU,DEN,SGU,517.0,1074,1,80.39,6.0,40.5,0.279,3.0310042813635367,2,"Thin route - reliable, short delay tail",-0.8594079749055812,-0.47869401022289315
LAX-PRC,LAX,PRC,346.0,364,1,84.17,18.63,41.0,0.275,2.561101383649056,2,"Thin route - reliable, short delay tail",-0.4449529802306036,-1.620104986123414
PRC-LAX,PRC,LAX,346.0,364,1,84.02,6.17,28.0,0.275,2.561101383649056,2,"Thin route - reliable, short delay tail",-1.6178900983691187,-1.2799064054955427
JLN-DEN,JLN,DEN,582.0,327,1,71.38,20.23,79.3,0.612,2.514547752660286,1,"Thin route - long delay tail, high average delay",1.6837568365771933,-2.2674447552556654
DEN-PIR,DEN,PIR,385.0,661,1,81.61,8.35,51.4,1.664,2.82020145948564,2,"Thin route - reliable, short delay tail",-0.24989422735005945,-1.0420361281519617
ORD-JLN,ORD,JLN,484.0,365,1,69.32,22.51,81.7,2.74,2.5622928644564746,1,"Thin route - long delay tail, high average delay",2.5860042421010356,-2.3285008704523977
SLN-DEN,SLN,DEN,383.0,365,1,84.93,8.97,50.6,0.0,2.5622928644564746,2,"Thin route - reliable, short delay tail",-0.9715212854478347,-1.464836256014427
SLN-ORD,SLN,ORD,559.0,362,1,82.52,6.4,42.8,3.315,2.558708570533166,2,"Thin route - reliable, short delay tail",-0.42880755550895217,-1.5281018721138488
PRC-DEN,PRC,DEN,558.0,608,1,83.69,11.82,41.0,0.658,2.783903579272735,2,"Thin route - reliable, short delay tail",-0.7248899099208636,-1.0621880107405435
DEN-AMA,DEN,AMA,359.0,684,1,76.3,7.76,59.0,1.754,2.835056101720116,2,"Thin route - reliable, short delay tail",0.3518164310212409,-1.1478000731502251
DEN-XNA,DEN,XNA,616.0,1314,3,82.02,3.46,35.0,0.533,3.118595365223762,2,"Thin route - reliable, short delay tail",-0.93860998681157,0.7592878675297035
SBP-DEN,SBP,DEN,931.0,724,2,81.88,14.06,50.9,0.552,2.859738566197147,2,"Thin route - reliable, short delay tail",-0.08341231090130968,-0.6009788603195545
SAF-DEN,SAF,DEN,303.0,1653,1,79.55,7.59,48.3,1.089,3.2182728535714475,2,"Thin route - reliable, short delay tail",-0.1861166915205886,-0.20395929833406212
SFO-RDD,SFO,RDD,199.0,877,1,72.63,31.82,81.2,1.938,2.9429995933660407,1,"Thin route - long delay tail, high average delay",2.956633661241152,-1.6291145795987905
ATW-DEN,ATW,DEN,883.0,411,3,81.57,5.65,46.0,0.973,2.6138418218760693,2,"Thin route - reliable, short delay tail",-0.6062464921611411,-0.4357138409502038
SDF-ORD,SDF,ORD,286.0,2796,6,79.64,5.79,46.0,2.861,3.446537167073644,0,"Trunk route - multi-carrier, unreliable",0.841436499123079,2.653053670336324
DEN-MCI,DEN,MCI,533.0,4321,4,76.72,8.49,48.0,0.347,3.63558426631123,0,"Trunk route - multi-carrier, unreliable",0.47131410267662893,2.020755050532765
LAX-SUN,LAX,SUN,696.0,328,1,87.16,-2.51,29.4,0.0,2.515873843711679,2,"Thin route - reliable, short delay tail",-2.5467156982822985,-1.1663551086808008
IAH-TUL,IAH,TUL,429.0,1087,2,82.27,4.75,37.0,0.368,3.0362295440862948,2,"Thin route - reliable, short delay tail",-1.0018767598213387,0.09751950990581096
MSY-ORD,MSY,ORD,837.0,2401,7,78.46,10.85,47.0,2.541,3.3803921600570273,0,"Trunk route - multi-carrier, unreliable",1.255870670903849,2.829692474548188
ORD-GSO,ORD,GSO,589.0,1564,3,77.92,5.3,46.0,3.005,3.1942367487238292,0,"Trunk route - multi-carrier, unreliable",0.39765335277946023,0.6530332706093643
BWI-ORD,BWI,ORD,622.0,2689,8,75.98,13.73,54.0,2.417,3.4295908022233017,0,"Trunk route - multi-carrier, unreliable",1.9946399364018677,3.2782092089698036
DEN-LBB,DEN,LBB,456.0,982,2,72.38,18.15,68.8,1.426,2.9921114877869495,1,"Thin route - long delay tail, high average delay",1.7287951924799203,-0.6961107947277254
ORD-PVD,ORD,PVD,849.0,1686,5,69.67,15.76,71.0,3.44,3.2268575702887237,0,"Trunk route - multi-carrier, unreliable",2.7589248242334676,1.1089210255137658
SFO-TUS,SFO,TUS,751.0,945,2,78.11,7.27,46.0,0.317,2.975431808509263,2,"Thin route - reliable, short delay tail",-0.3598906775288656,-0.23878393988322635
MEM-IAH,MEM,IAH,468.0,1086,2,80.07,5.7,39.0,1.105,3.035829825252828,2,"Thin route - reliable, short delay tail",-0.5511985636309994,-0.002248760975083789
ORD-MDT,ORD,MDT,594.0,2131,5,73.57,12.15,59.0,3.285,3.328583449714202,0,"Trunk route - multi-carrier, unreliable",1.9422070335367392,1.5678506345541399
STL-IAH,STL,IAH,667.0,423,2,80.62,-0.64,31.0,1.182,2.6263403673750423,2,"Thin route - reliable, short delay tail",-1.4088740005367477,-0.6646828247784546
FSD-DEN,FSD,DEN,483.0,1820,3,80.42,6.57,45.0,1.319,3.2600713879850747,0,"Trunk route - multi-carrier, unreliable",-0.08245173454308419,0.8748298348108344
SFO-ASE,SFO,ASE,848.0,378,1,69.14,31.68,93.6,2.381,2.5774917998372255,1,"Thin route - long delay tail, high average delay",3.3984391696166956,-2.586659004277084
SFO-MSP,SFO,MSP,1589.0,1913,3,80.03,2.11,37.0,0.68,3.281714970027296,3,"Thin route - long-haul, rarely cancels",-0.8795990484813382,0.9887846893833033
JAC-DEN,JAC,DEN,406.0,1631,2,79.0,5.82,47.0,1.41,3.212453961040276,2,"Thin route - reliable, short delay tail",-0.09912437705656546,0.2789009541620038
RAP-DEN,RAP,DEN,301.0,2867,2,80.08,4.69,40.0,1.116,3.4574276929464847,2,"Thin route - reliable, short delay tail",-0.3978533129126538,0.8876119016034889
DEN-PSP,DEN,PSP,776.0,2026,4,76.9,6.39,44.0,0.444,3.3066394410242617,0,"Trunk route - multi-carrier, unreliable",0.06360201494280679,1.3984373667809475
DEN-LNK,DEN,LNK,423.0,1588,1,76.9,11.76,61.0,0.756,3.2008504980910772,2,"Thin route - reliable, short delay tail",0.5325004412536358,-0.4578849314144414
ACV-DEN,ACV,DEN,1026.0,370,1,76.58,18.25,91.0,1.351,2.568201724066995,1,"Thin route - long delay tail, high average delay",1.5783921891368862,-2.15994680307797
XNA-DEN,XNA,DEN,616.0,1313,3,80.78,6.49,44.0,0.762,3.118264726089479,2,"Thin route - reliable, short delay tail",-0.34793135418272775,0.6062837818409346
SFO-RNO,SFO,RNO,192.0,1928,2,73.83,11.57,55.0,1.089,3.285107029566812,0,"Trunk route - multi-carrier, unreliable",0.888349640643338,0.18912336855345804
TUS-ORD,TUS,ORD,1437.0,1040,4,76.56,11.94,60.0,1.442,3.0170333392987803,0,"Trunk route - multi-carrier, unreliable",0.8976088308893251,0.4942561393228746
ORD-SDF,ORD,SDF,286.0,2793,6,76.39,8.01,55.0,3.58,3.446070935701005,0,"Trunk route - multi-carrier, unreliable",1.6457597022698813,2.4646253961030617
LAX-BZN,LAX,BZN,902.0,542,2,89.09,-3.87,20.0,0.0,2.733999286538387,2,"Thin route - reliable, short delay tail",-2.8392822877056605,-0.13236129310516925
BZN-ORD,BZN,ORD,1185.0,1267,4,73.49,14.83,68.0,1.105,3.1027766148834415,0,"Trunk route - multi-carrier, unreliable",1.5372680414501432,0.5315495609385325
DEN-CID,DEN,CID,692.0,1128,3,80.25,7.43,43.0,0.621,3.0523090996473234,2,"Thin route - reliable, short delay tail",-0.3406526342116574,0.4474783302983906
BUR-PHX,BUR,PHX,369.0,3119,4,83.17,4.45,36.0,0.994,3.4940153747571436,0,"Trunk route - multi-carrier, unreliable",-0.4969883747541731,2.004678230305029
PHX-ICT,PHX,ICT,870.0,769,3,77.87,6.13,38.0,0.91,2.885926339801431,2,"Thin route - reliable, short delay tail",-0.4039938841454197,0.10088015371362623
IAH-PNS,IAH,PNS,489.0,565,3,74.19,11.89,67.0,0.708,2.7520484478194387,1,"Thin route - long delay tail, high average delay",0.9956483877064337,-0.5163525397946784
PNS-IAH,PNS,IAH,489.0,565,3,83.51,7.31,48.3,1.239,2.7520484478194387,2,"Thin route - reliable, short delay tail",-0.40450798112390235,-0.14398906921680396
DEN-MSP,DEN,MSP,680.0,5845,5,78.45,5.36,41.0,0.582,3.766784515497859,0,"Trunk route - multi-carrier, unreliable",0.1672658607672274,2.8907771307195467
CHA-ORD,CHA,ORD,501.0,954,3,71.51,13.72,62.0,4.088,2.979548374704095,1,"Thin route - long delay tail, high average delay",2.062783462084758,-0.2096202999761295
MSP-ORD,MSP,ORD,334.0,6344,8,70.58,16.97,69.0,2.759,3.8023631743095474,0,"Trunk route - multi-carrier, unreliable",3.298740000920287,3.7879799799180627
ORD-CHA,ORD,CHA,501.0,956,3,69.54,15.45,71.5,5.021,2.9804578922761,1,"Thin route - long delay tail, high average delay",2.798295485373324,-0.3719877849665385
ORD-MSP,ORD,MSP,334.0,6344,8,70.22,17.75,67.0,2.569,3.8023631743095474,0,"Trunk route - multi-carrier, unreliable",3.2825651571129253,3.7848353490189277
PSP-LAX,PSP,LAX,110.0,483,1,85.24,1.75,22.0,0.414,2.683947130751512,2,"Thin route - reliable, short delay tail",-2.0507159386782834,-0.8608596487666131
ORD-ROC,ORD,ROC,528.0,2336,4,74.2,10.26,54.0,2.44,3.3684728384403617,0,"Trunk route - multi-carrier, unreliable",1.322209966717407,1.2869570876441747
ABQ-ORD,ABQ,ORD,1118.0,1146,5,78.42,9.74,56.0,1.571,3.059184617631371,0,"Trunk route - multi-carrier, unreliable",0.739936147820494,1.1857307772349828
PDX-ONT,PDX,ONT,838.0,566,3,83.81,1.67,24.0,0.53,2.7528164311882715,2,"Thin route - reliable, short delay tail",-1.6688275000024713,0.13637105492765875
STS-LAS,STS,LAS,454.0,346,2,80.52,6.51,49.4,0.578,2.5390760987927767,2,"Thin route - reliable, short delay tail",-0.5727748685759954,-1.0796170532811176
ABQ-AUS,ABQ,AUS,619.0,830,1,78.6,5.42,43.0,0.241,2.9190780923760737,2,"Thin route - reliable, short delay tail",-0.7636131872787779,-0.7521196463218274
ABQ-BWI,ABQ,BWI,1670.0,400,1,84.44,0.72,22.0,1.0,2.6020599913279625,3,"Thin route - long-haul, rarely cancels",-2.2037843939365644,-1.1648225030104182
ABQ-LAS,ABQ,LAS,486.0,1719,2,82.56,2.45,32.0,0.291,3.2352758766870524,2,"Thin route - reliable, short delay tail",-1.259649926714151,0.5887227797414337
ABQ-SAN,ABQ,SAN,628.0,684,1,79.82,3.19,37.0,0.439,2.835056101720116,2,"Thin route - reliable, short delay tail",-1.155763199008771,-0.8226992945276617
ALB-MCO,ALB,MCO,1073.0,1040,2,78.36,4.67,39.0,0.962,3.0170333392987803,2,"Thin route - reliable, short delay tail",-0.6253798053397505,-0.09455397592531564
ALB-MDW,ALB,MDW,717.0,728,1,81.37,3.98,32.7,1.511,2.862131379313037,2,"Thin route - reliable, short delay tail",-1.091571706745496,-0.7669379446352534
ATL-BNA,ATL,BNA,214.0,4268,2,80.41,6.3,39.0,1.687,3.630224410752432,0,"Trunk route - multi-carrier, unreliable",-0.12696439439962795,1.2100756279287614
ATL-DEN,ATL,DEN,1199.0,5595,4,78.23,6.28,42.5,1.09,3.7478000908643687,0,"Trunk route - multi-carrier, unreliable",0.17025761347065346,2.28370031222366
ATL-HOU,ATL,HOU,696.0,2879,2,80.52,3.79,34.7,1.32,3.459241664878082,2,"Thin route - reliable, short delay tail",-0.6475306035753836,0.9154884038751151
ATL-MCI,ATL,MCI,692.0,3272,5,82.81,5.18,34.0,1.161,3.514813294999285,0,"Trunk route - multi-carrier, unreliable",-0.3343544216607924,2.48611956957265
ATL-MSY,ATL,MSY,425.0,4025,5,81.16,4.49,36.0,1.491,3.6047658847038875,0,"Trunk route - multi-carrier, unreliable",-0.046441832568573864,2.651987311986576
ATL-STL,ATL,STL,484.0,3685,3,82.03,3.62,34.0,1.52,3.56643749219507,0,"Trunk route - multi-carrier, unreliable",-0.5288806336208203,1.6591153204340354
AUS-BOS,AUS,BOS,1698.0,1673,3,65.13,23.11,81.0,2.451,3.2234959409623944,1,"Thin route - long delay tail, high average delay",3.2192836042419377,-0.19131662861270488
AUS-BUR,AUS,BUR,1241.0,346,1,65.99,12.91,50.1,0.289,2.5390760987927767,1,"Thin route - long delay tail, high average delay",0.6653835908122506,-2.0111435084039724
AUS-BWI,AUS,BWI,1342.0,1287,1,76.84,5.76,37.0,1.554,3.1095785469043866,3,"Thin route - long-haul, rarely cancels",-0.4995653998896454,-0.4595682245033827
AUS-LGB,AUS,LGB,1226.0,428,1,68.22,9.26,42.3,0.0,2.6314437690131722,3,"Thin route - long-haul, rarely cancels",0.012987493699683546,-1.6441359978555559
AUS-MCI,AUS,MCI,650.0,981,2,74.69,11.45,50.0,0.408,2.9916690073799486,2,"Thin route - reliable, short delay tail",0.3356354494332234,-0.37500582363847446
AUS-OKC,AUS,OKC,358.0,318,1,77.6,6.13,38.4,0.0,2.5024271199844326,2,"Thin route - reliable, short delay tail",-0.9388096814395183,-1.578060624926526
AUS-PHX,AUS,PHX,872.0,3388,5,78.91,9.11,45.0,0.767,3.5299434016586693,0,"Trunk route - multi-carrier, unreliable",0.4089924736859752,2.2895792875222996
AUS-RDU,AUS,RDU,1162.0,521,1,73.55,9.18,45.0,0.576,2.7168377232995247,3,"Thin route - long-haul, rarely cancels",-0.15590335770396818,-1.4020138485004237
AUS-SMF,AUS,SMF,1481.0,385,1,72.4,10.58,43.0,0.26,2.5854607295085006,3,"Thin route - long-haul, rarely cancels",-0.20101760628179413,-1.7226188188697118
AUS-STL,AUS,STL,721.0,973,1,77.53,6.0,34.0,0.103,2.988112840268352,2,"Thin route - reliable, short delay tail",-0.9001109659665104,-0.5854564659574306
AUS-TPA,AUS,TPA,928.0,1532,3,75.66,8.7,47.2,0.587,3.185258765296585,0,"Trunk route - multi-carrier, unreliable",0.2177196095026278,0.5641003596902318
BDL-BNA,BDL,BNA,852.0,390,2,84.97,-0.63,22.0,1.026,2.591064607026499,2,"Thin route - reliable, short delay tail",-2.061164337438899,-0.6074757624398371
BDL-DEN,BDL,DEN,1671.0,890,2,83.87,0.69,27.0,1.011,2.949390006644913,3,"Thin route - long-haul, rarely cancels",-1.7470810457645483,-0.019948832688167977
BDL-TPA,BDL,TPA,1111.0,682,2,75.45,6.51,42.0,1.613,2.833784374656479,2,"Thin route - reliable, short delay tail",-0.12541084640498368,-0.6035797432957838
BHM-BNA,BHM,BNA,177.0,515,1,74.71,8.45,39.0,0.971,2.711807229041191,2,"Thin route - reliable, short delay tail",-0.2072317414912065,-1.2694555968585295
BHM-BWI,BHM,BWI,682.0,337,1,81.38,5.76,33.8,1.187,2.5276299008713385,2,"Thin route - reliable, short delay tail",-1.1447043161612038,-1.4822281783347602
BNA-ALB,BNA,ALB,825.0,436,2,82.3,-1.41,29.6,0.229,2.639486489268586,2,"Thin route - reliable, short delay tail",-1.867566353229178,-0.5650204707685581
BNA-BDL,BNA,BDL,852.0,391,2,79.79,2.56,28.5,1.023,2.5921767573958667,2,"Thin route - reliable, short delay tail",-1.274315973330933,-0.8082697440380048
BNA-BOS,BNA,BOS,942.0,2935,6,68.7,15.13,65.0,2.044,3.467608105583633,0,"Trunk route - multi-carrier, unreliable",2.5340131667746375,2.151259707875921
BNA-BUF,BNA,BUF,633.0,370,1,75.41,7.58,36.0,0.811,2.568201724066995,2,"Thin route - reliable, short delay tail",-0.5655502834074483,-1.5440532340837732
BNA-GSP,BNA,GSP,265.0,668,1,70.69,12.88,54.0,0.749,2.824776462475546,1,"Thin route - long delay tail, high average delay",0.7777860265583753,-1.3031437414570004
BNA-MCO,BNA,MCO,616.0,3510,4,74.25,8.6,49.0,1.567,3.545307116465824,0,"Trunk route - multi-carrier, unreliable",0.9286860832777094,1.7375565222939688
