route,origin,dest,distance_mi,scheduled_flights,carriers,on_time_pct,avg_arr_delay_min,p90_arr_delay_min,cancellation_rate_pct,log_flights,segment_id,segment,pc1,pc2
OAK-LAX,OAK,LAX,337.0,2082,1,79.29,4.06,37.0,0.72,3.3184807251745174,2,"Thin route - reliable, short delay tail",-0.7536122384560511,0.15356393934609835
OAK-MDW,OAK,MDW,1844.0,505,1,84.6,-0.33,22.1,0.198,2.7032913781186614,3,"Thin route - long-haul, rarely cancels",-2.4572111479160057,-0.9228449160860404
OAK-OGG,OAK,OGG,2348.0,725,3,86.31,-3.27,21.5,1.103,2.8603380065709936,3,"Thin route - long-haul, rarely cancels",-2.326925409819805,0.38126782408461557
OAK-ONT,OAK,ONT,362.0,1471,1,81.76,2.09,31.0,0.408,3.16761267272753,2,"Thin route - reliable, short delay tail",-1.3715085960721487,-0.021828480232452704
OAK-SBA,OAK,SBA,263.0,300,1,85.23,-1.16,25.0,0.667,2.4771212547196626,2,"Thin route - reliable, short delay tail",-2.2150381574837734,-1.2649089543767478
OAK-SNA,OAK,SNA,371.0,2354,3,85.49,-1.15,23.0,0.722,3.371806458507416,2,"Thin route - reliable, short delay tail",-1.651867558081041,1.5293704944746127
OKC-DCA,OKC,DCA,1158.0,691,5,73.51,13.62,59.8,4.342,2.8394780473741985,1,"Thin route - long delay tail, high average delay",2.028006302304863,0.45237961138468197
OKC-MDW,OKC,MDW,691.0,560,1,84.31,2.04,25.3,1.429,2.7481880270062002,2,"Thin route - reliable, short delay tail",-1.7048688081640666,-0.8525241074355772
OMA-DAL,OMA,DAL,586.0,432,1,78.92,5.51,46.4,0.926,2.635483746814912,2,"Thin route - reliable, short delay tail",-0.6413201859318781,-1.370047267459378
OMA-LAS,OMA,LAS,1099.0,1127,2,83.04,3.26,37.0,0.532,3.0519239160461065,2,"Thin route - reliable, short delay tail",-1.2244999715078768,0.11547299767580407
OMA-MCO,OMA,MCO,1211.0,378,2,82.09,0.68,26.7,1.058,2.5774917998372255,2,"Thin route - reliable, short delay tail",-1.6812901301860756,-0.775712766734441
OMA-MDW,OMA,MDW,423.0,1327,1,81.18,3.16,29.0,1.356,3.1228709228644354,2,"Thin route - reliable, short delay tail",-1.1157649162042456,-0.16680075619371387
OMA-STL,OMA,STL,342.0,826,1,88.78,-4.31,18.1,0.484,2.9169800473203824,2,"Thin route - reliable, short delay tail",-2.7648654959264314,-0.19001526339298436
ONT-AUS,ONT,AUS,1196.0,337,2,74.33,8.53,31.6,0.297,2.5276299008713385,3,"Thin route - long-haul, rarely cancels",-0.6154912576345712,-1.1875876198990991
ONT-DAL,ONT,DAL,1200.0,399,1,74.23,10.71,38.8,1.504,2.6009728956867484,2,"Thin route - reliable, short delay tail",-0.10637693619788094,-1.6483533681579923
ONT-DEN,ONT,DEN,819.0,2643,3,81.04,5.71,34.4,0.341,3.4220971631317103,0,"Trunk route - multi-carrier, unreliable",-0.6833462268444543,1.3102025085377262
ONT-LAS,ONT,LAS,197.0,2476,2,77.05,7.21,45.0,0.929,3.39375064034808,0,"Trunk route - multi-carrier, unreliable",0.08651291092600792,0.6311473395063039
ORD-LAS,ORD,LAS,1514.0,5241,5,74.0,10.92,58.0,1.393,3.7194141597025934,0,"Trunk route - multi-carrier, unreliable",1.370962584235314,2.3927274951400337
ORF-BWI,ORF,BWI,159.0,1549,1,84.69,1.84,23.0,1.679,3.190051417759206,2,"Thin route - reliable, short delay tail",-1.4912284963591107,0.11286227519497316
PBI-BWI,PBI,BWI,883.0,1233,1,81.35,4.77,36.9,1.379,3.0909630765957314,2,"Thin route - reliable, short delay tail",-0.8921719128753041,-0.3526757087519194
PDX-MDW,PDX,MDW,1751.0,684,1,89.64,-3.48,15.0,0.731,2.835056101720116,3,"Thin route - long-haul, rarely cancels",-3.0566358757750764,-0.458553435206667
PDX-PHX,PDX,PHX,1010.0,3750,6,79.34,9.11,34.0,0.427,3.574031267727719,0,"Trunk route - multi-carrier, unreliable",0.14535700852554856,2.9391412632178686
PHX-BNA,PHX,BNA,1449.0,2367,3,73.05,10.33,43.0,0.591,3.374198257929083,0,"Trunk route - multi-carrier, unreliable",0.4113356609556879,0.8564091914258545
PHX-DAL,PHX,DAL,879.0,2889,1,76.04,8.01,44.0,1.523,3.460747541844197,2,"Thin route - reliable, short delay tail",0.10438378641923934,0.18924173961210292
PHX-GEG,PHX,GEG,1020.0,1257,4,74.84,8.31,46.0,0.239,3.0993352776859577,0,"Trunk route - multi-carrier, unreliable",0.2369876505616546,0.870907727269782
PHX-IAD,PHX,IAD,1956.0,1037,2,85.64,-1.79,22.7,0.675,3.015778756389041,3,"Thin route - long-haul, rarely cancels",-2.2614225065397124,0.2154866875859174
PHX-IND,PHX,IND,1489.0,1529,3,73.34,10.2,49.0,0.523,3.1844074854123203,0,"Trunk route - multi-carrier, unreliable",0.44135516428416804,0.4345205025509769
PHX-MDW,PHX,MDW,1444.0,2757,2,71.72,11.28,45.0,1.124,3.4404367661057735,0,"Trunk route - multi-carrier, unreliable",0.6381572319672336,0.4407114566889921
PHX-MSP,PHX,MSP,1276.0,3020,5,83.24,3.2,33.0,0.861,3.4800069429571505,0,"Trunk route - multi-carrier, unreliable",-0.7036277672435517,2.432674036130147
PHX-MSY,PHX,MSY,1301.0,932,4,71.71,12.81,51.0,0.536,2.9694159123539814,0,"Trunk route - multi-carrier, unreliable",0.8870679068212521,0.3906240792605473
PHX-OGG,PHX,OGG,2844.0,856,2,83.76,-5.13,25.0,0.234,2.932473764677153,3,"Thin route - long-haul, rarely cancels",-2.5571160015231147,0.006629207412963943
PHX-ORD,PHX,ORD,1440.0,5587,4,76.25,10.6,49.0,1.647,3.7471786713601642,0,"Trunk route - multi-carrier, unreliable",0.8764971828470699,2.0775583012423633
PHX-RNO,PHX,RNO,601.0,2444,5,80.05,6.1,37.0,0.573,3.3881012015705165,0,"Trunk route - multi-carrier, unreliable",-0.151273300331878,2.163286049708596
PHX-SAN,PHX,SAN,304.0,6002,5,71.71,11.67,51.0,1.3,3.7782959910888336,0,"Trunk route - multi-carrier, unreliable",1.6080922359745893,2.6030305148930735
PHX-SDF,PHX,SDF,1506.0,372,2,73.37,8.71,38.0,0.538,2.5705429398818973,3,"Thin route - long-haul, rarely cancels",-0.336963404639584,-1.1962600898418956
PHX-SMF,PHX,SMF,647.0,3622,4,80.2,4.23,35.0,0.414,3.5589484459780394,0,"Trunk route - multi-carrier, unreliable",-0.461275983853567,2.0907217745523883
PHX-TUL,PHX,TUL,935.0,1255,3,73.66,13.18,53.2,0.319,3.098643725817057,0,"Trunk route - multi-carrier, unreliable",0.7358349187832982,0.22613283572530105
PIT-DAL,PIT,DAL,1060.0,365,1,81.28,0.33,32.3,0.548,2.5622928644564746,2,"Thin route - reliable, short delay tail",-1.7372165140931985,-1.302017162224047
PIT-LAS,PIT,LAS,1910.0,719,2,83.26,0.09,28.4,0.139,2.8567288903828825,3,"Thin route - long-haul, rarely cancels",-1.9795535810431113,-0.2096897673354219
PIT-RSW,PIT,RSW,966.0,483,1,78.6,5.05,28.9,0.828,2.683947130751512,2,"Thin route - reliable, short delay tail",-1.1734612875584598,-1.1768156626557857
PIT-STL,PIT,STL,554.0,499,1,81.33,1.09,35.3,0.2,2.6981005456233897,2,"Thin route - reliable, short delay tail",-1.5566806278473428,-1.0076805439558874
PVD-BNA,PVD,BNA,906.0,380,1,82.04,3.79,31.0,1.316,2.57978359661681,2,"Thin route - reliable, short delay tail",-1.3878386064820167,-1.326230356926192
PVD-BWI,PVD,BWI,327.0,1870,1,86.71,-0.0,20.3,2.032,3.271841606536499,2,"Thin route - reliable, short delay tail",-1.755641838797222,0.3483493781019564
PWM-BWI,PWM,BWI,452.0,1342,1,82.87,4.65,24.0,0.894,3.1277525158329733,2,"Thin route - reliable, short delay tail",-1.3870098096721357,-0.11095553513922891
RDU-ATL,RDU,ATL,356.0,4630,3,87.05,1.01,24.0,1.555,3.6655809910179533,2,"Thin route - reliable, short delay tail",-1.2891565477964038,2.0830550419335045
RDU-LAS,RDU,LAS,2026.0,613,3,82.24,-1.49,29.0,0.816,2.787460474518415,3,"Thin route - long-haul, rarely cancels",-1.7382564512971848,0.10599208939140796
RDU-PHX,RDU,PHX,1891.0,834,2,81.29,1.02,27.8,1.079,2.921166050637739,3,"Thin route - long-haul, rarely cancels",-1.5348618536508778,-0.15639099005241658
RDU-TPA,RDU,TPA,587.0,1290,3,82.41,1.72,34.9,2.171,3.110589710299249,2,"Thin route - reliable, short delay tail",-0.7092342856657601,0.7376088020998767
RIC-DEN,RIC,DEN,1481.0,791,3,71.34,12.32,58.0,0.885,2.8981764834976764,1,"Thin route - long delay tail, high average delay",0.9481443704680458,-0.30215051635803647
RNO-LGB,RNO,LGB,402.0,694,1,81.95,2.09,35.4,1.009,2.841359470454855,2,"Thin route - reliable, short delay tail",-1.266746733765887,-0.7375108259516328
ROC-BWI,ROC,BWI,277.0,1105,1,82.64,4.36,31.2,1.176,3.0433622780211294,2,"Thin route - reliable, short delay tail",-1.1392318958269403,-0.32511759718485866
ROC-MCO,ROC,MCO,1033.0,504,3,63.95,20.86,77.0,1.19,2.7024305364455254,1,"Thin route - long delay tail, high average delay",2.661401052642381,-1.113453853658264
ROC-MDW,ROC,MDW,523.0,496,1,78.03,5.14,40.0,1.613,2.6954816764901977,2,"Thin route - reliable, short delay tail",-0.5740920849058374,-1.2291438975353115
RSW-CMH,RSW,CMH,930.0,651,1,74.33,10.0,49.0,1.382,2.813580988568192,2,"Thin route - reliable, short delay tail",0.20608103011599307,-1.240188701121947
RSW-DEN,RSW,DEN,1607.0,1153,3,82.95,-0.34,35.0,0.347,3.061829307294699,3,"Thin route - long-haul, rarely cancels",-1.4901396007958392,0.6644679199793871
SAN-DAL,SAN,DAL,1182.0,1571,1,68.06,11.6,47.0,1.655,3.1961761850399735,1,"Thin route - long delay tail, high average delay",0.9199862805078824,-0.6191093859573678
SAN-MCI,SAN,MCI,1334.0,385,1,71.05,11.64,48.0,0.779,2.5854607295085006,3,"Thin route - long-haul, rarely cancels",0.25002970470022395,-1.8069201505663604
SAN-MDW,SAN,MDW,1728.0,1093,1,77.63,4.73,34.8,1.006,3.038620161949703,3,"Thin route - long-haul, rarely cancels",-0.9042278003451958,-0.5682952623789679
SAN-PHX,SAN,PHX,304.0,5976,5,74.47,11.04,49.0,1.556,3.7764105888073423,0,"Trunk route - multi-carrier, unreliable",1.357928529908233,2.6676680067355174
SAN-RNO,SAN,RNO,488.0,1207,3,75.21,4.61,44.5,1.574,3.081707270097349,0,"Trunk route - multi-carrier, unreliable",0.16194498940592741,0.4504850144056468
SAT-BWI,SAT,BWI,1407.0,732,1,81.17,4.39,32.0,1.776,2.864511081058392,3,"Thin route - long-haul, rarely cancels",-1.1145689830675694,-0.8328220281812528
SAT-DEN,SAT,DEN,794.0,3040,4,81.84,4.27,37.0,0.428,3.482873583608754,0,"Trunk route - multi-carrier, unreliable",-0.5827269168981829,1.9383518033390277
SAT-ELP,SAT,ELP,496.0,747,1,79.84,3.78,34.7,0.134,2.873320601815399,2,"Thin route - reliable, short delay tail",-1.2124488350683764,-0.7205959093221884
SAT-MSY,SAT,MSY,495.0,346,1,83.48,0.99,24.0,0.289,2.5390760987927767,2,"Thin route - reliable, short delay tail",-2.060740792583242,-1.2140166957433498
SBA-DEN,SBA,DEN,916.0,1073,2,84.29,1.84,30.0,0.652,3.030599721965951,2,"Thin route - reliable, short delay tail",-1.553314553193622,0.18164034760441602
SBA-LAS,SBA,LAS,289.0,885,1,86.93,-1.33,22.1,0.565,2.9469432706978256,2,"Thin route - reliable, short delay tail",-2.2761629765260993,-0.2485790869996449
SBA-SMF,SBA,SMF,310.0,365,1,82.92,-1.63,26.8,0.548,2.5622928644564746,2,"Thin route - reliable, short delay tail",-2.0220867547476287,-1.1350849192796082
SDF-DAL,SDF,DAL,725.0,350,1,83.87,-1.72,28.0,0.571,2.5440680443502757,2,"Thin route - reliable, short delay tail",-2.137805263006328,-1.1952643596771648
SDF-MDW,SDF,MDW,271.0,977,1,85.04,0.81,30.0,1.74,2.989894563718773,2,"Thin route - reliable, short delay tail",-1.4859991972842943,-0.32720516977124475
SDF-PHX,SDF,PHX,1506.0,372,2,82.51,-1.29,27.5,1.075,2.5705429398818973,3,"Thin route - long-haul, rarely cancels",-1.871411371504645,-0.771424487649302
SEA-BNA,SEA,BNA,1978.0,1476,3,79.14,1.11,36.0,0.881,3.1690863574870227,3,"Thin route - long-haul, rarely cancels",-0.9648230656846608,0.7320270989127649
SEA-DEN,SEA,DEN,1024.0,6325,6,78.49,4.1,38.0,0.743,3.8010605298478555,0,"Trunk route - multi-carrier, unreliable",0.13883253158349268,3.4530916096564748
SFO-BNA,SFO,BNA,1969.0,1158,2,73.0,9.59,46.0,0.432,3.0637085593914173,3,"Thin route - long-haul, rarely cancels",0.05918394986409752,-0.29943490648505816
SFO-MDW,SFO,MDW,1855.0,485,1,72.84,6.55,37.6,1.237,2.6857417386022635,3,"Thin route - long-haul, rarely cancels",-0.4439207133933134,-1.4508226139454348
SJC-DAL,SJC,DAL,1450.0,427,1,84.29,2.08,26.1,0.937,2.630427875025024,3,"Thin route - long-haul, rarely cancels",-1.9604631644755663,-1.1454162091611768
SJC-DEN,SJC,DEN,948.0,2564,3,80.97,2.75,35.0,0.39,3.4089180208467798,2,"Thin route - reliable, short delay tail",-0.8764147543087918,1.326765359623946
SJC-HNL,SJC,HNL,2417.0,808,3,82.65,-0.44,26.4,0.0,2.907411360774586,3,"Thin route - long-haul, rarely cancels",-1.9707977278562585,0.3490174183258447
SJC-ONT,SJC,ONT,333.0,1317,1,82.5,0.98,27.0,0.152,3.119585774961784,2,"Thin route - reliable, short delay tail",-1.6826965469682993,-0.04670115697831173
SJU-FLL,SJU,FLL,1046.0,2336,4,74.72,12.79,59.0,1.455,3.3684728384403617,0,"Trunk route - multi-carrier, unreliable",1.2750152786219016,1.2001536011201608
SJU-TPA,SJU,TPA,1237.0,1519,4,76.11,11.46,52.0,1.712,3.1815577738627865,0,"Trunk route - multi-carrier, unreliable",0.8480683424675198,0.8940036998330771
SLC-BNA,SLC,BNA,1404.0,1206,2,85.64,-0.47,23.0,0.58,3.0813473078041325,3,"Thin route - long-haul, rarely cancels",-2.072528922292418,0.3676745322326535
SLC-BWI,SLC,BWI,1865.0,769,2,81.37,0.82,26.0,1.3,2.885926339801431,3,"Thin route - long-haul, rarely cancels",-1.5608358866968859,-0.2156414556627683
SMF-AUS,SMF,AUS,1481.0,385,1,78.91,5.46,27.7,0.26,2.5854607295085006,3,"Thin route - long-haul, rarely cancels",-1.4534462869989528,-1.3965261794876636
SMF-BNA,SMF,BNA,1917.0,345,1,88.92,-0.52,16.0,0.29,2.537819095073274,3,"Thin route - long-haul, rarely cancels",-3.020584987427306,-1.1467852342597753
SMF-BOI,SMF,BOI,437.0,860,1,80.7,3.0,29.0,0.0,2.934498451243568,2,"Thin route - reliable, short delay tail",-1.4793386810319122,-0.5165574952918331
SMF-DEN,SMF,DEN,909.0,3845,3,83.33,2.71,29.0,0.338,3.5848963441374497,0,"Trunk route - multi-carrier, unreliable",-1.1559432435749533,1.7756352553718453
SMF-HOU,SMF,HOU,1624.0,364,1,75.21,8.33,28.0,0.549,2.561101383649056,3,"Thin route - long-haul, rarely cancels",-0.9315798000544688,-1.5948247090750425
SRQ-MDW,SRQ,MDW,1035.0,520,1,72.82,11.79,45.7,1.538,2.716003343634799,1,"Thin route - long delay tail, high average delay",0.33720159560453017,-1.4950083777943122
STL-ATL,STL,ATL,484.0,3684,3,84.87,-0.28,28.2,1.737,3.566319621524811,2,"Thin route - reliable, short delay tail",-1.1146434372421885,1.8226462045613119
STL-DAL,STL,DAL,546.0,1952,1,75.88,8.5,48.0,1.486,3.290479813330673,2,"Thin route - reliable, short delay tail",0.23247421099059126,-0.17125752842082165
STL-DCA,STL,DCA,719.0,2416,5,73.47,12.32,55.0,2.608,3.3830969299490943,0,"Trunk route - multi-carrier, unreliable",1.7012082408839482,1.7121178427513768
STL-DTW,STL,DTW,440.0,1894,4,81.34,6.34,44.0,1.162,3.2773799746672547,0,"Trunk route - multi-carrier, unreliable",-0.07507996911815552,1.4246757191099895
STL-ECP,STL,ECP,634.0,315,1,75.32,7.56,35.8,0.317,2.4983105537896004,2,"Thin route - reliable, short delay tail",-0.7070997242617537,-1.671632788364426
STL-FLL,STL,FLL,1057.0,828,3,74.33,9.73,40.0,0.483,2.9180303367848803,2,"Thin route - reliable, short delay tail",0.04970326111443527,0.013409551785406289
STL-MKE,STL,MKE,317.0,685,1,82.35,3.73,32.0,0.73,2.8356905714924254,2,"Thin route - reliable, short delay tail",-1.3297712274296738,-0.7370991735360286
STL-OKC,STL,OKC,462.0,412,2,82.31,1.28,24.4,1.214,2.6148972160331345,2,"Thin route - reliable, short delay tail",-1.5484803736777115,-0.6369715068290457
STL-PHL,STL,PHL,814.0,1602,4,80.13,8.11,44.0,1.436,3.204662511748219,0,"Trunk route - multi-carrier, unreliable",0.11289613744368124,1.1791870585726698
STL-SAT,STL,SAT,786.0,548,1,80.81,0.74,32.9,0.182,2.738780558484369,2,"Thin route - reliable, short delay tail",-1.6284654430393461,-0.9285407449683529
TPA-AUS,TPA,AUS,928.0,1544,3,79.74,3.82,39.0,0.648,3.188647295999717,2,"Thin route - reliable, short delay tail",-0.6279799574794424,0.7984164619891106
TPA-BDL,TPA,BDL,1111.0,682,2,72.84,12.82,52.0,1.613,2.833784374656479,1,"Thin route - long delay tail, high average delay",0.7662385061630584,-0.8476096098759116
TPA-BNA,TPA,BNA,612.0,2476,3,75.18,9.38,44.0,0.969,3.39375064034808,0,"Trunk route - multi-carrier, unreliable",0.4372311410662751,1.0029734162120238
TPA-BWI,TPA,BWI,842.0,2651,3,81.69,2.96,33.0,1.66,3.4234097277330933,0,"Trunk route - multi-carrier, unreliable",-0.6548094772687345,1.3475460940550306
TPA-DCA,TPA,DCA,814.0,2244,3,74.94,11.44,52.0,2.317,3.3510228525841237,0,"Trunk route - multi-carrier, unreliable",1.0682167512679672,0.7569617219030911
TPA-LAS,TPA,LAS,1984.0,1042,3,80.12,3.49,33.0,1.056,3.0178677189635055,3,"Thin route - long-haul, rarely cancels",-0.979367520572944,0.40585106992167613
TPA-MCI,TPA,MCI,1048.0,661,2,78.02,7.15,38.0,0.605,2.82020145948564,2,"Thin route - reliable, short delay tail",-0.6143699879633141,-0.5344799141686486
TPA-MSY,TPA,MSY,487.0,1063,3,79.39,5.66,39.8,0.847,3.0265332645232967,2,"Thin route - reliable, short delay tail",-0.4036084039237024,0.446295266095254
TPA-SJU,TPA,SJU,1237.0,1519,4,73.01,17.17,65.0,1.646,3.1815577738627865,0,"Trunk route - multi-carrier, unreliable",1.8009917192988114,0.6352467647653761
VPS-DAL,VPS,DAL,630.0,445,1,83.71,2.25,41.9,0.449,2.6483600109809315,2,"Thin route - reliable, short delay tail",-1.4622754184156241,-1.1482950517438173
CLE-TPA,CLE,TPA,927.0,1027,3,79.45,4.54,50.9,1.266,3.0115704435972783,2,"Thin route - reliable, short delay tail",-0.17009504746610182,0.3167875878057698
LAX-KOA,LAX,KOA,2504.0,1607,5,82.06,0.71,30.0,0.747,3.2060158767633444,3,"Thin route - long-haul, rarely cancels",-1.1899247913456115,1.827199527036546
LAX-LIH,LAX,LIH,2615.0,1578,6,83.22,-1.76,26.0,0.444,3.1981069988734014,3,"Thin route - long-haul, rarely cancels",-1.4997268485647297,2.38814618695527
MCI-SEA,MCI,SEA,1490.0,1131,3,85.0,1.02,25.0,1.061,3.053462604925455,3,"Thin route - long-haul, rarely cancels",-1.6404263929237757,0.7110835794730959
MCO-DTW,MCO,DTW,957.0,3638,4,73.2,12.94,62.0,1.209,3.5608626947274646,0,"Trunk route - multi-carrier, unreliable",1.5152234441888073,1.5577577870142454
PDX-SAN,PDX,SAN,933.0,1771,3,77.04,5.36,29.0,0.791,3.248218561190075,0,"Trunk route - multi-carrier, unreliable",-0.5235662670863823,0.9021785264101836
SAN-TPA,SAN,TPA,2087.0,642,2,80.72,4.24,35.3,0.467,2.807535028068853,3,"Thin route - long-haul, rarely cancels",-1.2928891342593698,-0.5123417318172652
MCO-LAX,MCO,LAX,2218.0,3556,5,81.11,3.34,38.0,0.619,3.5509617522981762,0,"Trunk route - multi-carrier, unreliable",-0.5753551714882942,2.4349024461302946
MCO-MIA,MCO,MIA,192.0,3765,3,74.39,12.58,58.0,0.983,3.5757649805367193,0,"Trunk route - multi-carrier, unreliable",1.2259311754052244,1.2344079558609469
MDW-IND,MDW,IND,162.0,732,1,83.1,-0.31,33.9,1.366,2.864511081058392,2,"Thin route - reliable, short delay tail",-1.4274638910218924,-0.6019012331983614
PHX-SBA,PHX,SBA,455.0,1431,4,81.84,6.59,37.0,0.978,3.1556396337597765,0,"Trunk route - multi-carrier, unreliable",-0.37461378353558633,1.2311584793800703
TPA-CLE,TPA,CLE,927.0,1029,3,78.35,7.4,61.0,1.069,3.012415374762433,0,"Trunk route - multi-carrier, unreliable",0.3294290828426244,0.17808616023538254
BOS-ATL,BOS,ATL,946.0,4973,4,77.89,6.13,49.0,2.152,3.696618459232225,0,"Trunk route - multi-carrier, unreliable",0.6231540051046772,2.1192681854272055
SAN-ATL,SAN,ATL,1892.0,2378,2,85.78,1.69,22.0,0.673,3.376211850282673,3,"Thin route - long-haul, rarely cancels",-1.9033743859948165,0.8941127730908808
ATL-SJC,ATL,SJC,2116.0,901,1,86.04,-1.26,23.3,1.332,2.954724790979063,3,"Thin route - long-haul, rarely cancels",-2.2815366832464514,-0.42830638666375215
LAX-JFK,LAX,JFK,2475.0,10284,4,79.02,7.24,50.0,2.499,4.012162067970823,0,"Trunk route - multi-carrier, unreliable",0.5989141398590916,2.6229040110199016
ATL-TUS,ATL,TUS,1541.0,809,1,82.37,3.71,30.0,1.854,2.9079485216122722,3,"Thin route - long-haul, rarely cancels",-1.2920927774469317,-0.70790190620338
JFK-JAX,JFK,JAX,829.0,1187,3,75.27,8.84,61.0,4.212,3.074450718954591,1,"Thin route - long delay tail, high average delay",1.4304030787938558,0.12950249773484684
PBI-ATL,PBI,ATL,545.0,3791,2,82.61,2.44,35.5,1.583,3.5787537844264348,2,"Thin route - reliable, short delay tail",-0.7469837498505084,1.224146154848301
BDL-DTW,BDL,DTW,549.0,1269,2,88.8,-3.2,19.0,2.128,3.103461622094705,2,"Thin route - reliable, short delay tail",-2.1043472470484796,0.5732996813419889
BTV-ATL,BTV,ATL,961.0,391,1,85.19,1.56,24.0,2.302,2.5921767573958667,2,"Thin route - reliable, short delay tail",-1.742693880130536,-1.1859906377193201
ATL-LAX,ATL,LAX,1947.0,4945,4,78.09,5.83,42.0,0.849,3.694166295933198,0,"Trunk route - multi-carrier, unreliable",-0.05839140900452393,2.1317009776590177
ABQ-ATL,ABQ,ATL,1269.0,997,1,89.65,-3.14,16.0,1.805,2.998695158311656,2,"Thin route - reliable, short delay tail",-2.6186428991237025,-0.13215050533515066
AUS-SEA,AUS,SEA,1770.0,2067,3,82.29,1.86,30.0,0.919,3.3153404766272883,3,"Thin route - long-haul, rarely cancels",-1.2161190465352412,1.1289270081369895
LGA-FLL,LGA,FLL,1076.0,4692,4,68.81,15.14,75.2,4.305,3.671358003443492,0,"Trunk route - multi-carrier, unreliable",3.090898736788368,1.4642558919181317
DFW-SLC,DFW,SLC,989.0,3869,4,70.01,16.17,68.0,2.404,3.587598729721245,0,"Trunk route - multi-carrier, unreliable",2.4195105643043293,1.4081750637787818
MCO-MSP,MCO,MSP,1310.0,1943,3,78.09,12.53,57.0,1.287,3.2884728005997825,0,"Trunk route - multi-carrier, unreliable",0.688987870122722,0.6225846734086427
ATL-MDT,ATL,MDT,620.0,1002,1,81.22,5.22,38.0,2.196,3.0008677215312267,2,"Thin route - reliable, short delay tail",-0.6278775519937111,-0.5604484039534887
IAH-ATL,IAH,ATL,689.0,4919,5,77.14,8.12,48.0,1.992,3.6918768225593315,0,"Trunk route - multi-carrier, unreliable",0.9340699812567314,2.565375601847303
DTW-PHX,DTW,PHX,1671.0,2396,5,76.55,11.09,51.0,0.668,3.3794868137172736,0,"Trunk route - multi-carrier, unreliable",0.6738392742461408,1.797098654255908
TPA-BOS,TPA,BOS,1185.0,2794,4,75.1,10.77,66.0,2.827,3.446226401778163,0,"Trunk route - multi-carrier, unreliable",1.6194351386330301,1.3065906928220965
GPT-ATL,GPT,ATL,352.0,1317,1,87.31,0.51,26.9,1.595,3.119585774961784,2,"Thin route - reliable, short delay tail",-1.7584728103137899,0.004432368019794615
ATL-AVL,ATL,AVL,164.0,2018,1,84.84,2.13,31.0,1.14,3.3049211619008916,2,"Thin route - reliable, short delay tail",-1.3518772872310045,0.3072477518254147
ATL-GSO,ATL,GSO,306.0,2754,1,83.83,2.45,34.5,1.997,3.439963935920905,2,"Thin route - reliable, short delay tail",-0.9311630327567146,0.49707363031090435
GSO-ATL,GSO,ATL,306.0,2754,1,88.96,-5.33,18.0,2.142,3.439963935920905,2,"Thin route - reliable, short delay tail",-2.25481436257977,0.8562059895265183
MSP-TPA,MSP,TPA,1306.0,1177,1,80.64,4.2,36.9,1.02,3.0707764628434346,2,"Thin route - reliable, short delay tail",-1.0339985892534824,-0.41782138849021183
SJU-JFK,SJU,JFK,1598.0,3596,3,78.32,7.61,50.0,3.17,3.5558196830611912,0,"Trunk route - multi-carrier, unreliable",0.648948231995747,1.2400864577022535
JFK-SJU,JFK,SJU,1598.0,3590,3,70.14,14.17,71.0,3.036,3.5550944485783194,0,"Trunk route - multi-carrier, unreliable",2.2468332430967415,0.8184920009410928
SJU-ATL,SJU,ATL,1547.0,2095,3,81.39,5.09,41.0,1.384,3.3211840273023143,3,"Thin route - long-haul, rarely cancels",-0.4929974321656325,0.9876458259498806
PWM-DTW,PWM,DTW,668.0,613,3,79.7,7.61,50.0,0.979,2.787460474518415,2,"Thin route - reliable, short delay tail",-0.1195781036196219,-0.1644856251797197
ATL-LEX,ATL,LEX,304.0,2055,2,84.83,1.26,30.0,1.898,3.312811826212088,2,"Thin route - reliable, short delay tail",-1.1374674613654114,0.7909185758720187
DTW-SJU,DTW,SJU,1930.0,358,2,75.92,6.69,35.8,0.838,2.5538830266438746,3,"Thin route - long-haul, rarely cancels",-0.7331983006999175,-1.1710991087039253
DTW-CLT,DTW,CLT,500.0,3510,5,83.66,1.8,35.0,1.738,3.545307116465824,0,"Trunk route - multi-carrier, unreliable",-0.4260297964059905,2.6238802577805806
TYS-ATL,TYS,ATL,152.0,1719,2,87.83,-5.85,21.0,1.862,3.2352758766870524,2,"Thin route - reliable, short delay tail",-2.1016788770093746,0.906315579355684
ATL-OKC,ATL,OKC,761.0,1821,3,81.93,2.31,35.0,2.636,3.26030994579492,2,"Thin route - reliable, short delay tail",-0.4907562227640986,0.9940907310391506
MSP-SJC,MSP,SJC,1575.0,510,1,72.96,10.47,54.8,1.176,2.7075701760979363,3,"Thin route - long-haul, rarely cancels",0.30459233269835123,-1.5758035112629902
SJC-MSP,SJC,MSP,1575.0,510,1,91.47,-5.65,11.0,1.176,2.7075701760979363,2,"Thin route - reliable, short delay tail",-3.3698001212272577,-0.6145923846162923
MSP-SLC,MSP,SLC,991.0,1598,1,85.41,0.25,24.1,0.438,3.2035767749779724,2,"Thin route - reliable, short delay tail",-2.0387407723027016,0.15094223498997014
SLC-MIA,SLC,MIA,2088.0,796,2,84.81,1.21,29.0,0.628,2.900913067737669,3,"Thin route - long-haul, rarely cancels",-1.9057486032151116,-0.14761143007251995
JAX-LGA,JAX,LGA,834.0,628,2,83.33,8.51,48.1,4.14,2.797959643737196,2,"Thin route - reliable, short delay tail",0.1753105548194593,-0.672497605873722
