route,origin_airport,dest_airport,completed_flights,mean_delay_prob,observed_delay_rate,mean_p90_min,mean_cancel_prob
MSP-DLH,MSP,DLH,237,0.22964213826233829,0.18143459915611815,62.03890517190539,0.009550735717449261
ORD-RSW,ORD,RSW,352,0.22951836164363407,0.2215909090909091,53.068809151649475,0.007984123692858194
BNA-RDU,BNA,RDU,331,0.2294847153104684,0.29607250755287007,42.24969958970914,0.007465643642525025
DTW-LAS,DTW,LAS,365,0.22945429964424813,0.36712328767123287,53.65762197416122,0.004390623316082739
BNA-GSP,BNA,GSP,182,0.22945165073314866,0.43956043956043955,39.1943757717426,0.005590077240153083
DEN-OMA,DEN,OMA,659,0.22938537601048017,0.30197268588770865,44.24207611547074,0.004591419560143329
STL-LGA,STL,LGA,379,0.2293306806156692,0.2691292875989446,48.50313776212506,0.011641176831771564
DEN-GRR,DEN,GRR,230,0.22931886901674065,0.2782608695652174,50.07588361657184,0.00460495660482938
BWI-MSY,BWI,MSY,171,0.22930353065157494,0.4093567251461988,35.43934851083142,0.005957569397453751
MDW-CLT,MDW,CLT,162,0.22927606758880026,0.30864197530864196,38.80190242955714,0.00847697789649382
JFK-TPA,JFK,TPA,388,0.22925658149587125,0.2963917525773196,49.77585985734291,0.01193421002146866
DEN-DAL,DEN,DAL,528,0.2292459235018627,0.4128787878787879,39.39467082511295,0.006445250323031867
MIA-PHX,MIA,PHX,301,0.22909471939667514,0.24916943521594684,44.8926718702348,0.00512819507352297
DTW-SYR,DTW,SYR,223,0.2290635524242448,0.22869955156950672,68.68895020933964,0.007150745092787676
BNA-PHL,BNA,PHL,496,0.22905566935397445,0.3225806451612903,49.65256022061071,0.008134902257696648
PSP-PHX,PSP,PHX,239,0.22898505123090546,0.17573221757322174,57.48077209025746,0.007492468351328213
BWI-MIA,BWI,MIA,358,0.22896563324182392,0.3268156424581006,48.03471336418024,0.00825471138378299
STL-RSW,STL,RSW,130,0.22894702433393552,0.26153846153846155,38.527168589371904,0.005683958585947179
BNA-BWI,BNA,BWI,293,0.22893934907970168,0.40273037542662116,32.06600170656276,0.0060951677715462265
ATL-ROC,ATL,ROC,172,0.22890792934353962,0.23837209302325582,39.724697190661765,0.009715054350691801
LGA-CMH,LGA,CMH,412,0.2288976924729,0.21601941747572814,50.40848510242203,0.017422313718229866
MCO-SDF,MCO,SDF,134,0.22889488890989504,0.3358208955223881,49.56450012548646,0.008971536362557398
JFK-MIA,JFK,MIA,699,0.22885402711974365,0.2947067238912732,54.08912228378274,0.011473284577531549
CLT-MCI,CLT,MCI,182,0.228760217162934,0.2967032967032967,53.553292662232785,0.007803623830633504
DFW-TRI,DFW,TRI,110,0.2287298674610528,0.2818181818181818,45.59622780192982,0.013977428673145671
DEN-BWI,DEN,BWI,502,0.22871238520124043,0.35258964143426297,37.82931189708026,0.006167110470414627
MDW-HOU,MDW,HOU,372,0.2287035511345953,0.3682795698924731,37.88740043742683,0.006074018226369782
IAH-ORD,IAH,ORD,1040,0.22866347094711204,0.29423076923076924,51.99490257134804,0.00945031478895645
MDW-JAX,MDW,JAX,110,0.2286365158855915,0.38181818181818183,35.42295958779075,0.007806656349383228
DEN-SHV,DEN,SHV,121,0.2285964117069875,0.30578512396694213,49.19002923886638,0.0067353698921443755
MSP-MKE,MSP,MKE,351,0.22858849456507258,0.19658119658119658,50.70285818855307,0.00666792910401775
TPA-PHL,TPA,PHL,413,0.22856872631620265,0.29782082324455206,54.00811879571356,0.009315116027528995
SLC-ORD,SLC,ORD,545,0.22856667021272378,0.25688073394495414,51.363690962485215,0.008099384327883942
MCO-DTW,MCO,DTW,475,0.22841050104091043,0.2463157894736842,51.96743782043457,0.007703830972119855
ORD-MIA,ORD,MIA,652,0.22840494192862437,0.3098159509202454,59.62141828302957,0.008080170095425599
MCO-IND,MCO,IND,392,0.22837789462195063,0.2576530612244898,49.16162802491869,0.006507856773689914
MSN-ORD,MSN,ORD,638,0.22829330561910302,0.18808777429467086,67.24926564685977,0.01105832371461805
DEN-RDM,DEN,RDM,121,0.2282872860096703,0.48760330578512395,42.48010332722309,0.00522616448281102
DAL-MSY,DAL,MSY,328,0.22813366506839308,0.35060975609756095,37.804826857113255,0.006647959675814315
BWI-CMH,BWI,CMH,177,0.2280825925412151,0.24293785310734464,32.92759979377359,0.008190149904464136
RSW-DTW,RSW,DTW,135,0.2280580536082939,0.2962962962962963,47.53111635843913,0.007365522295003757
DEN-EUG,DEN,EUG,243,0.22802484262382053,0.411522633744856,47.12565772131147,0.0027208139620851115
LGA-MEM,LGA,MEM,213,0.22794232688879182,0.29577464788732394,61.431197153010835,0.01672951636913543
CLE-PHL,CLE,PHL,108,0.2279418190182359,0.18518518518518517,53.12039244616473,0.015859259470066025
CLT-MDT,CLT,MDT,118,0.22793044907561802,0.3898305084745763,38.77891677921101,0.014263226966227381
PHL-CHS,PHL,CHS,164,0.2278980503721935,0.2804878048780488,58.76815814506717,0.012983125118272645
CLT-MYR,CLT,MYR,299,0.22785929184294862,0.3277591973244147,63.408792884852176,0.008228520165037192
GRR-MDW,GRR,MDW,174,0.22783990067312088,0.2471264367816092,34.02732056036763,0.00790897541812488
JFK-IAH,JFK,IAH,121,0.22779780306106756,0.4049586776859504,53.475878660343895,0.008340312604559585
DFW-MOB,DFW,MOB,160,0.22776567125692965,0.30625,49.23034919500351,0.016190306436030838
DAL-STL,DAL,STL,344,0.22773065346531396,0.375,34.11521822352742,0.006611546906790232
LGA-IND,LGA,IND,421,0.2277096719823937,0.23990498812351543,59.263896199133505,0.01548689506228795
HNL-SEA,HNL,SEA,474,0.22769987580016696,0.26582278481012656,37.814369038690494,0.006010901842091698
ATL-PHL,ATL,PHL,1053,0.2276916099537132,0.30959164292497626,47.29445597113367,0.010716000680277117
DAL-ABQ,DAL,ABQ,257,0.227686455161655,0.377431906614786,39.22367331768288,0.005972669467938921
DSM-DCA,DSM,DCA,108,0.2276811857742292,0.23148148148148148,57.99515229684335,0.01518154594554635
CMH-DEN,CMH,DEN,315,0.2276772621959921,0.20317460317460317,44.57174254826137,0.005125771732884822
BNA-MKE,BNA,MKE,174,0.22766999583477263,0.3735632183908046,37.48981644641394,0.005259923938927906
MIA-SFO,MIA,SFO,348,0.227667523548007,0.4396551724137931,46.56241364040594,0.005461164845951966
DAL-LAS,DAL,LAS,480,0.22758859725048144,0.39791666666666664,37.16615918974082,0.005401330961624986
CLT-CHS,CLT,CHS,393,0.22742998994337088,0.3333333333333333,50.18738143862659,0.01154316812847043
PHX-FLG,PHX,FLG,166,0.22740916530769992,0.25903614457831325,59.316443408828185,0.010203061208313147
SAN-MCO,SAN,MCO,234,0.22736918712910423,0.20512820512820512,40.14725257596399,0.011250286449517127
DTW-SAN,DTW,SAN,212,0.22735598184308917,0.2830188679245283,48.97417229526448,0.005856354804666034
DEN-DIK,DEN,DIK,105,0.22734976226375217,0.37142857142857144,56.824534788585844,0.008082227989853847
BUF-MCO,BUF,MCO,246,0.22734778768163386,0.24796747967479674,56.00484709235711,0.006507690197655133
PIT-DCA,PIT,DCA,231,0.227319265566605,0.2813852813852814,52.65203053197819,0.013143741415019651
DEN-SDF,DEN,SDF,180,0.22729873284697533,0.2611111111111111,42.44228491253323,0.005446650994715193
LAS-MDW,LAS,MDW,402,0.22719581238925457,0.3383084577114428,38.953199958326806,0.006752736913723402
LAS-STL,LAS,STL,369,0.22718455855479733,0.3089430894308943,32.82644129187111,0.003934802391731571
CLT-LAS,CLT,LAS,362,0.2271522207607551,0.32044198895027626,44.08388440780218,0.005443762380048345
MDW-SAT,MDW,SAT,119,0.22713817105072887,0.3697478991596639,31.798666946026458,0.0063436249343556215
CLT-MIA,CLT,MIA,594,0.22712417241649996,0.27104377104377103,49.195067685059826,0.008627116412621313
LAS-BNA,LAS,BNA,372,0.2270242096655952,0.33064516129032256,36.453311362574176,0.005027961323939185
LAX-BOS,LAX,BOS,914,0.22696537881502699,0.2439824945295405,50.72633290238662,0.008523002456431875
MSY-DFW,MSY,DFW,468,0.2269199941562027,0.3504273504273504,52.964601883521446,0.011402467494235211
SAV-DFW,SAV,DFW,179,0.226842277209852,0.2849162011173184,56.228693061700746,0.012090740421597652
PIT-DTW,PIT,DTW,166,0.22682644381939646,0.20481927710843373,58.14506557188838,0.008130884766523567
CLE-BOS,CLE,BOS,281,0.22675601872897233,0.2099644128113879,57.11565029239315,0.0129282902973402
PHX-MKE,PHX,MKE,190,0.22669695262846193,0.4052631578947368,41.66090898513794,0.005575515682721743
CLT-PBI,CLT,PBI,298,0.2266277533349575,0.28523489932885904,48.5007529322733,0.008150785168788085
DAL-SMF,DAL,SMF,120,0.2265883157029748,0.375,35.147310105959576,0.005109582132898456
CLT-PWM,CLT,PWM,188,0.2265841690625282,0.3404255319148936,42.5244828285055,0.006623419747251938
BOS-EWR,BOS,EWR,582,0.22657059368603827,0.2766323024054983,53.145400804342685,0.016267685560979746
BOI-ORD,BOI,ORD,176,0.2265665029090914,0.26704545454545453,46.04854749549519,0.0075522424860695455
IAH-SHV,IAH,SHV,285,0.2265173484358871,0.3157894736842105,57.71494125901607,0.0079306855843198
DCA-SFO,DCA,SFO,176,0.22649339074268937,0.4375,48.52811126817357,0.006062409186011387
CLT-IND,CLT,IND,336,0.226472821397086,0.28869047619047616,42.191902245794026,0.008562089909084034
CMH-MDW,CMH,MDW,226,0.2262881897983298,0.23008849557522124,37.43626820302642,0.00879993013523776
COD-DEN,COD,DEN,216,0.2262514877581486,0.32407407407407407,56.19115010897318,0.006923888477960376
DFW-BHM,DFW,BHM,397,0.22622877684062914,0.37531486146095716,46.72095318224928,0.008947692359357927
DEN-LGB,DEN,LGB,178,0.2262188105770711,0.37640449438202245,37.7519565378682,0.0030338198674464047
DTW-IAD,DTW,IAD,241,0.22616393827056488,0.17842323651452283,56.41945532644438,0.00949084518454325
MCO-AUS,MCO,AUS,577,0.2260890982438208,0.2720970537261698,48.94432376782237,0.005463039970948783
RAP-ORD,RAP,ORD,240,0.22606925821552673,0.2833333333333333,31.70200744072596,0.008049627389094685
DCA-DFW,DCA,DFW,509,0.2260604536632892,0.21218074656188604,48.75387677415649,0.01207722062503712
PHL-SDF,PHL,SDF,117,0.22601276979996607,0.24786324786324787,44.21210215641902,0.014466123402118683
DEN-ANC,DEN,ANC,290,0.2260076183697273,0.2413793103448276,36.33514215535131,0.005050396445456076
BWI-PDX,BWI,PDX,119,0.22598193542045705,0.3025210084033613,42.60481206108542,0.005450865799686363
BNA-MIA,BNA,MIA,411,0.2258989038874923,0.35036496350364965,44.30395796931283,0.006612800106131764
GSO-LGA,GSO,LGA,189,0.2257482229717194,0.2751322751322751,53.402869411246485,0.026382787175405254
TYS-PIE,TYS,PIE,101,0.2256970986871436,0.31683168316831684,40.83197026205535,0.005703882661228087
LGA-BUF,LGA,BUF,192,0.2256563671398908,0.21354166666666666,60.78906855980555,0.017697004450573806
IND-DCA,IND,DCA,323,0.22557628623010942,0.21981424148606812,45.817035441797216,0.013594865596488766
LGA-CAE,LGA,CAE,101,0.22555720629078327,0.27722772277227725,56.96378196112,0.012637838243359798
BDL-DFW,BDL,DFW,113,0.22552399904327056,0.26548672566371684,57.65011475149509,0.014278722308701327
MCO-DFW,MCO,DFW,827,0.2254352279935379,0.3252720677146312,57.991922923991005,0.011049097197654671
SAV-ORD,SAV,ORD,246,0.22540332277010128,0.25609756097560976,64.14036263876814,0.009177097230349318
ORD-MHT,ORD,MHT,175,0.2253899018253599,0.12,45.20795381818499,0.006354111390534402
EWR-DEN,EWR,DEN,585,0.22536257999575035,0.25982905982905985,53.700048495561646,0.0072401870032864635
DTW-MSN,DTW,MSN,137,0.22532089326503504,0.18248175182481752,67.58117038142072,0.007700433767652207
DCA-TPA,DCA,TPA,338,0.22530214629582399,0.31952662721893493,48.325605767718436,0.008346377773374446
SNA-ORD,SNA,ORD,343,0.22524681804652813,0.27696793002915454,56.02556432440399,0.009631230220115385
PNS-DFW,PNS,DFW,391,0.2252242900907536,0.35805626598465473,56.742989030335565,0.014497348687213673
RSW-DFW,RSW,DFW,235,0.22511156109419275,0.2978723404255319,50.634842708262994,0.00957094762120242
ATL-PBI,ATL,PBI,602,0.22510502024544435,0.24086378737541528,41.74603993235236,0.008995517690936013
MCO-JFK,MCO,JFK,713,0.2250901098881664,0.3127629733520337,55.09998156947474,0.013862293524860476
CLT-EWR,CLT,EWR,507,0.2250829872030478,0.2603550295857988,58.26200695526906,0.015096774751489813
BWI-SAT,BWI,SAT,151,0.22506237923112138,0.3576158940397351,33.45214659962433,0.004900751813040234
BOS-SLC,BOS,SLC,228,0.22500848740731416,0.2719298245614035,49.76291734293888,0.007973576656067065
ORD-SCE,ORD,SCE,108,0.22500067218034356,0.28703703703703703,66.12918528804073,0.010303301911335438
BOS-BWI,BOS,BWI,602,0.22495995424811627,0.26578073089701,46.339172656353924,0.011827637204553914
MSP-MCO,MSP,MCO,296,0.2248455718713435,0.2702702702702703,53.39984156956544,0.006362979908309803
PIT-MCO,PIT,MCO,402,0.22481702003090537,0.23880597014925373,48.08438121501486,0.005050617939919049
LGA-ATL,LGA,ATL,1244,0.22472612409466142,0.25884244372990356,52.233325321958,0.015901301576875023
RIC-FLL,RIC,FLL,113,0.224716994285056,0.1504424778761062,45.825709115087456,0.010377796953948944
STL-PHX,STL,PHX,360,0.22471231102115577,0.3611111111111111,40.22360112402174,0.0042931773089200835
ATL-PHX,ATL,PHX,565,0.22470098028404523,0.2884955752212389,38.11860118292074,0.0059356029439307225
DEN-STL,DEN,STL,734,0.22466785157205948,0.3188010899182561,36.02167754926863,0.004158164135745725
ATL-BWI,ATL,BWI,937,0.2246623074908203,0.3329775880469584,39.94528341242445,0.009695714460076395
EYW-MIA,EYW,MIA,182,0.22459214606455394,0.14835164835164835,67.39465413774762,0.006596842487752028
GSO-DFW,GSO,DFW,174,0.22458908998075572,0.26436781609195403,48.07739573511584,0.011820875205036796
JFK-LAX,JFK,LAX,1659,0.22458144964458282,0.295961422543701,48.60405523910661,0.007409978930911693
LAX-STL,LAX,STL,179,0.22457333868525547,0.2849162011173184,43.056356224933815,0.004965697955857548
BWI-GRR,BWI,GRR,113,0.22453740654529725,0.4336283185840708,39.034271003925696,0.006334288016166854
IAD-SEA,IAD,SEA,404,0.22448306608170565,0.19306930693069307,39.50016435774246,0.00505888775309048
JFK-PBI,JFK,PBI,279,0.22438088208971058,0.22939068100358423,55.53246698413699,0.01277805239899466
LAX-ASE,LAX,ASE,160,0.22436684407293797,0.225,66.31597847938538,0.009271886469741192
ORD-ROC,ORD,ROC,411,0.22435611937820477,0.26034063260340634,52.81467309659415,0.00984561728723609
DCA-MYR,DCA,MYR,123,0.22433338859459248,0.3170731707317073,50.65510343536129,0.012590786701250346
ATL-XNA,ATL,XNA,209,0.22432808200138038,0.2727272727272727,65.04491973949962,0.007572236699336362
ATL-MDW,ATL,MDW,608,0.22407723558870585,0.3223684210526316,41.948923998757415,0.009680703383458633
DEN-TUL,DEN,TUL,458,0.2240133459423567,0.2903930131004367,41.76084661275539,0.004198205268165048
FLL-MDW,FLL,MDW,178,0.22399211727250157,0.2752808988764045,40.56827315855562,0.0075976530171401515
SYR-BOS,SYR,BOS,119,0.22398854028277038,0.05042016806722689,52.961056364684545,0.012087129377072951
SNA-EWR,SNA,EWR,164,0.22395678582351383,0.18292682926829268,41.57835252110551,0.010402545448044663
STT-JFK,STT,JFK,119,0.2238932747800811,0.23529411764705882,49.75933074951172,0.012381935732622371
DEN-MAF,DEN,MAF,294,0.2238866901468663,0.25170068027210885,35.8219200834936,0.006522051685320951
DTW-MSP,DTW,MSP,355,0.2238090467075227,0.2112676056338028,48.52286685352594,0.006616303085720983
FLL-LAS,FLL,LAS,143,0.22379545909124654,0.27972027972027974,52.84898087028023,0.0053535618143440745
PSP-SFO,PSP,SFO,374,0.22369974875513882,0.5374331550802139,67.45806948003921,0.006786679811775684
IAH-OKC,IAH,OKC,180,0.223667963511414,0.3055555555555556,56.99300438563029,0.008026507571800151
CLE-TPA,CLE,TPA,179,0.22363190261345336,0.26256983240223464,61.05793061069936,0.0069047775769422014
CVG-FLL,CVG,FLL,206,0.2235281234155002,0.23300970873786409,50.682016965254995,0.006691615178209284
MDW-TPA,MDW,TPA,264,0.2234528782833932,0.29924242424242425,37.276858893307775,0.007358249726957991
MCI-DFW,MCI,DFW,431,0.2234078394011389,0.23433874709976799,52.059382188624404,0.012107235827586717
PHX-IND,PHX,IND,251,0.2233328502254182,0.2948207171314741,40.11459840721343,0.005925532225408105
DAL-AMA,DAL,AMA,223,0.2233210586913498,0.45739910313901344,43.32745767601937,0.008781864117417071
TPA-BOS,TPA,BOS,403,0.22331596581870805,0.23076923076923078,54.88631261962815,0.011717045315161241
MSP-EWR,MSP,EWR,369,0.22321901862133486,0.20596205962059622,53.39273158644596,0.0106844594455183
ACK-LGA,ACK,LGA,196,0.2231979338946391,0.29591836734693877,52.43421593490912,0.019517429780939385
PHL-DFW,PHL,DFW,631,0.2231749359476963,0.2931854199683043,54.481600013285544,0.012346431956489066
MDW-BUF,MDW,BUF,177,0.22315604925829138,0.3559322033898305,41.81400376659329,0.008437927423858018
HOU-HRL,HOU,HRL,182,0.22315398173836562,0.3626373626373626,28.997897459910465,0.006391264872289583
LAS-BWI,LAS,BWI,284,0.22304065929542125,0.2992957746478873,36.47765569451829,0.006071966710603899
DFW-SHV,DFW,SHV,392,0.22303104438647933,0.29846938775510207,47.71078503861719,0.011469697427158289
RDD-SFO,RDD,SFO,162,0.2229631278709865,0.3765432098765432,57.797659414785876,0.0068802223997933365
SMF-ORD,SMF,ORD,266,0.2229540583054374,0.24436090225563908,41.00855141116264,0.007500266517251194
BWI-SDF,BWI,SDF,158,0.2229380603360979,0.2468354430379747,37.9809787484664,0.00743504532005229
PWM-ORD,PWM,ORD,290,0.22290883213281631,0.1896551724137931,50.59819286609518,0.010836582598810802
CAE-ORD,CAE,ORD,115,0.22290214410294656,0.1565217391304348,48.77383791052777,0.008862784911008155
IND-BOS,IND,BOS,351,0.22289305093281628,0.18233618233618235,47.01399750179715,0.01162245638616797
PWM-DCA,PWM,DCA,174,0.222657750863796,0.2413793103448276,57.04966297368894,0.011913394089788198
EWR-MIA,EWR,MIA,516,0.22262437270535518,0.22868217054263565,55.78660028295,0.011504048891089068
CLT-ROC,CLT,ROC,174,0.22254383058726102,0.39080459770114945,51.82943291499697,0.009621031156608036
SAN-AUS,SAN,AUS,445,0.22250143075257206,0.4044943820224719,41.899126065714974,0.006902057658320911
EWR-IAD,EWR,IAD,287,0.22245565113913307,0.25435540069686413,47.736347045632606,0.012180298273116837
MIA-DEN,MIA,DEN,363,0.2224554890771871,0.2975206611570248,43.94522099980966,0.0050346999087596085
BWI-MDW,BWI,MDW,336,0.2224080495070666,0.33035714285714285,34.25479331754503,0.008482401960381221
CLT-RIC,CLT,RIC,404,0.22238693648193142,0.32673267326732675,43.16432760257532,0.01196858614176801
LGA-GSO,LGA,GSO,189,0.22238174731296206,0.291005291005291,45.559868000171804,0.023211070724081195
DFW-CID,DFW,CID,233,0.22236813492913102,0.2145922746781116,50.12770453850087,0.012637162875808492
DEN-AUS,DEN,AUS,1023,0.22231723918767968,0.3460410557184751,44.041460283340946,0.004494790622897721
DEN-SAT,DEN,SAT,570,0.2222779229283333,0.34912280701754383,47.154909177412065,0.004258458037538874
ORD-EYW,ORD,EYW,118,0.22226702687093766,0.17796610169491525,44.17490107326184,0.008548574113729791
BWI-FLL,BWI,FLL,444,0.22223898154255506,0.3153153153153153,38.75097785339699,0.007945538385343091
LAS-ELP,LAS,ELP,243,0.22219750794118323,0.32098765432098764,35.66839068612935,0.0040372827614427575
LIT-DFW,LIT,DFW,454,0.22218915081628093,0.2687224669603524,50.70285066108872,0.011501065746540048
BNA-TYS,BNA,TYS,122,0.2221738299751868,0.4672131147540984,31.684969456469425,0.004930140483040424
PHX-OAK,PHX,OAK,332,0.22191172966127654,0.29819277108433734,34.53146458102996,0.005043717042660107
MCO-DAL,MCO,DAL,462,0.22184822181828354,0.3246753246753247,46.703722410903865,0.00714621145521427
JAX-JFK,JAX,JFK,173,0.22182352552351925,0.34104046242774566,56.45672092547996,0.017018487412943362
DEN-MEM,DEN,MEM,261,0.22181286836949346,0.367816091954023,40.604913046533575,0.004444687632608345
ATL-SEA,ATL,SEA,668,0.22175825894726608,0.2754491017964072,34.97551575392306,0.005617317465727129
MSY-LGA,MSY,LGA,213,0.2216989257386033,0.3568075117370892,51.09251500519229,0.013175033572501636
LAX-DFW,LAX,DFW,1042,0.22166134617979605,0.32437619961612285,48.977174517289235,0.009622768418834124
DEN-SYR,DEN,SYR,113,0.22153185927762395,0.24778761061946902,40.7619676167986,0.00480871217992915
